time_s,roll_deg,pitch_deg
17.997113,104.1872,13.3374
18.007112,103.7364,13.9375
18.017110,103.2863,14.6481
18.027109,102.9451,15.3091
18.037107,102.7234,15.7659
18.047105,102.4513,15.9858
18.057104,101.9361,16.0133
18.067102,101.1104,15.7647
18.077100,100.1585,15.1714
18.087099,99.1811,14.2676
18.097097,98.1375,13.0264
18.107096,97.0764,11.7410
18.117094,96.0112,10.5100
18.127092,94.6339,9.3113
18.137091,92.8445,8.1738
18.147089,90.9886,7.1196
18.157088,89.2269,6.3414
18.167086,87.5770,5.7635
18.177084,85.9739,5.0901
18.187083,84.3003,4.3258
18.197081,82.6136,3.5502
18.207079,81.0044,2.7693
18.217078,79.4799,2.0037
18.227076,78.0313,1.3064
18.237075,76.6149,0.7384
18.247073,75.2225,0.3321
18.257071,73.8692,0.0240
18.267070,72.5399,-0.2458
18.277068,71.2332,-0.5135
18.287067,70.1380,-1.1413
18.297065,69.8383,-2.6671
18.307063,70.6410,-5.0104
18.317062,71.5779,-7.4556
18.327060,71.4761,-9.0478
18.337058,70.4853,-9.6862
18.347057,69.5095,-10.1614
18.357055,68.7326,-10.9419
18.367054,68.2405,-12.0479
18.377052,67.9804,-13.3107
18.387050,67.9749,-15.0149
18.397049,68.1151,-16.7836
18.407047,68.6720,-18.3105
18.417046,69.7080,-19.6829
18.427044,70.8463,-20.9594
18.437042,72.1987,-22.1826
18.447041,73.8466,-23.0486
18.457039,75.7867,-23.4391
18.467038,78.0035,-23.4537
18.477036,80.3720,-22.9275
18.487034,82.6665,-22.4106
18.497033,84.5017,-22.1274
18.507031,85.6991,-21.6308
18.517029,86.6638,-21.0182
18.527028,87.3539,-20.3158
18.537026,87.7246,-19.4695
18.547025,87.8242,-18.6965
18.557023,87.7453,-17.9883
18.567021,87.5749,-17.3735
18.577020,87.0897,-17.0849
18.587018,86.2603,-17.2021
18.597017,85.2870,-17.6263
18.607015,84.2617,-18.3127
18.617013,83.1439,-18.9367
18.627012,82.0173,-19.4018
18.637010,81.1269,-20.0125
18.647009,80.4667,-20.8237
18.657007,79.8837,-21.5351
18.667005,79.1297,-21.5360
18.677004,78.6520,-20.4644
18.687002,79.0123,-18.4472
18.697001,79.9112,-16.1446
18.706999,80.9559,-14.3207
18.716997,81.6390,-13.6346
18.726996,81.7999,-13.9790
18.736994,81.8884,-14.4833
18.746992,82.9418,-14.4913
18.756991,84.8947,-13.5507
18.766989,87.0552,-12.1529
18.776988,89.0280,-10.5360
18.786986,90.7443,-8.8241
18.796984,92.2504,-7.1689
18.806983,93.4493,-5.4935
18.816981,94.2355,-4.0191
18.826980,94.6299,-3.1034
18.836978,94.9423,-2.5299
18.846976,95.9016,-1.7355
18.856975,97.5383,-0.7026
18.866973,99.3261,0.2739
18.876971,100.7386,1.1440
18.886970,101.4251,1.8045
18.896968,101.4240,2.2967
18.906967,101.0769,2.6063
18.916965,100.8609,2.5462
18.926963,101.0321,2.3400
18.936962,101.4509,2.2215
18.946960,101.8009,2.3074
18.956959,102.0099,2.7363
18.966957,102.2202,3.6161
18.976955,102.5599,4.8019
18.986954,103.0103,6.2641
18.996952,103.5336,7.8222
19.006951,104.1005,9.2474
19.016949,104.6550,10.2923
19.026947,105.1131,10.8298
19.036946,105.4440,10.9196
19.046944,105.6727,10.7972
19.056942,105.9273,10.6719
19.066941,106.2826,10.6632
19.076939,106.7445,10.7878
19.086938,107.2130,10.9527
19.096936,107.5183,11.1099
19.106934,107.6151,11.2253
19.116933,107.5415,11.3115
19.126931,107.3695,11.4319
19.136930,107.1645,11.6576
19.146928,106.9219,12.0488
19.156926,106.5875,12.6072
19.166925,106.1449,13.2321
19.176923,105.7006,13.7595
19.186921,105.3485,14.1442
19.196920,105.0695,14.3620
19.206918,104.6420,14.4481
19.216917,103.8606,14.4617
19.226915,102.8051,14.3123
19.236913,101.6620,13.8454
19.246912,100.5000,13.0503
19.256910,99.3841,11.9811
19.266908,98.2482,10.7535
19.276907,96.9543,9.5438
19.286905,95.4701,8.4733
19.296904,93.8821,7.5845
19.306902,92.3157,6.9636
19.316905,90.7925,6.5285
19.326904,89.2527,5.9908
19.336902,87.6331,5.3058
19.346901,85.9788,4.5467
19.356899,84.3437,3.7707
19.366897,82.7751,3.0109
19.376896,81.2936,2.2893
19.386894,79.8630,1.6844
19.396892,78.4838,1.1898
19.406891,77.1766,0.7426
19.416889,75.9640,0.2733
19.426888,74.8045,-0.1979
19.436886,73.7652,-0.7794
19.446884,73.0447,-1.6062
19.456883,73.0133,-2.7547
19.466881,73.6771,-4.4979
19.476880,74.5051,-6.4725
19.486878,74.5895,-7.9812
19.496876,73.5793,-8.6904
19.506875,72.4733,-9.2030
19.516873,71.6717,-10.0057
19.526871,71.0927,-11.0674
19.536870,70.8003,-12.0445
19.546868,70.8698,-12.9532
19.556867,71.2443,-14.0878
19.566865,71.6982,-15.4209
19.576863,72.4327,-16.8154
19.586862,73.5271,-18.1174
19.596860,74.8362,-19.2290
19.606859,76.3530,-20.0807
19.616857,78.1266,-20.5361
19.626855,80.0020,-20.5378
19.636854,81.5627,-20.4146
19.646852,82.5627,-20.3023
19.656851,83.3667,-19.8812
19.666849,84.1802,-19.3398
19.676847,84.8649,-18.6762
19.686846,85.3942,-17.8643
19.696844,85.7234,-16.9127
19.706842,85.8693,-15.9005
19.716841,85.9034,-14.6957
19.726839,85.5687,-13.6321
19.736838,84.7238,-12.9917
19.746836,83.6109,-12.7184
19.756834,82.4756,-12.9250
19.766833,81.2441,-13.3264
19.776831,79.9766,-13.8963
19.786830,78.9034,-14.7140
19.796828,78.2700,-15.7003
19.806826,77.8913,-16.4418
19.816825,77.6117,-16.6436
19.826823,77.4743,-16.1546
19.836822,77.6256,-15.0361
19.846820,78.1901,-13.2617
19.856818,79.1394,-11.1815
19.866817,80.2228,-9.2794
19.876815,81.2828,-8.0043
19.886813,82.2792,-7.3489
19.896812,83.3998,-7.0213
19.906810,84.8813,-6.6501
19.916809,86.7162,-5.9092
19.926807,88.6560,-4.7274
19.936805,90.4768,-3.3389
19.946804,92.0500,-2.0623
19.956802,93.2373,-1.1149
19.966801,93.9827,-0.4724
19.976799,94.3302,-0.1898
19.986797,94.5713,0.0389
19.996796,95.4555,0.9525
20.006794,96.9457,2.5567
20.016792,98.3578,4.2549
20.026791,99.0986,5.6209
20.036789,98.9932,6.5151
20.046788,98.2373,6.9005
20.056786,97.3785,6.9655
20.066784,97.1516,6.8111
20.076783,97.5645,6.7684
20.086781,98.0944,6.8635
20.096780,98.4656,7.0722
20.106778,98.8185,7.4072
20.116776,99.2959,7.9884
20.126775,99.8347,8.6317
20.136773,100.2193,9.1498
20.146771,100.4163,9.5131
20.156770,100.5246,9.7750
20.166768,100.6502,10.0241
20.176767,100.8317,10.3328
20.186765,101.1119,10.6252
20.196763,101.4751,10.8459
20.206762,101.9603,10.9942
20.216760,102.5962,11.0221
20.226758,103.2669,10.8858
20.236757,103.7898,10.5929
20.246755,104.1177,10.2440
20.256754,104.2976,9.9916
20.266752,104.3762,9.9232
20.276750,104.3294,10.0857
20.286749,104.1281,10.5300
20.296747,103.7677,11.2473
20.306746,103.2411,12.1448
20.316739,102.5921,13.0612
20.326737,102.0012,13.8317
20.336736,101.6455,14.3559
20.346734,101.4381,14.5920
20.356732,101.0684,14.6210
20.366731,100.3555,14.5167
20.376729,99.3046,14.1690
20.386728,98.0472,13.3456
20.396726,96.7042,12.2175
20.406724,95.3000,11.0164
20.416723,93.8035,9.9246
20.426721,92.2357,9.1342
20.436720,90.6887,8.7021
20.446718,89.2149,8.5105
20.456716,87.8553,8.2363
20.466715,86.3624,7.6270
20.476713,84.7070,6.9828
20.486711,83.0843,6.3869
20.496710,81.5115,5.8035
20.506708,80.0180,5.2069
20.516707,78.6438,4.6422
20.526705,77.4026,4.1345
20.536703,76.2785,3.7173
20.546702,75.3108,3.3045
20.556700,74.4999,2.8148
20.566699,73.7873,2.2424
20.576697,73.1463,1.5312
20.586695,72.5482,0.9152
20.596694,72.0303,0.7097
20.606692,71.7851,0.3317
20.616690,71.9154,-0.8698
20.626689,72.0074,-2.4656
20.636687,71.5204,-3.9551
20.646686,70.6586,-5.2933
20.656684,69.8240,-6.6760
20.666682,69.1996,-8.1914
20.676681,69.0014,-9.5483
20.686679,69.3739,-10.8049
20.696678,69.9084,-12.3498
20.706676,70.4002,-14.0839
20.716674,71.1367,-15.7024
20.726673,72.1339,-17.0836
20.736671,73.4596,-18.1788
20.746669,75.2140,-18.9347
20.756668,77.4741,-19.2711
20.766666,80.0972,-19.2399
20.776665,82.5123,-19.2228
20.786663,83.8682,-19.2534
20.796661,84.9397,-18.9928
20.806660,85.9878,-18.6305
20.816658,86.9340,-18.1887
20.826656,87.7065,-17.7378
20.836655,88.1878,-17.2409
20.846653,88.3044,-16.4760
20.856652,87.9792,-15.4949
20.866650,87.1943,-14.7437
20.876648,86.0762,-14.3250
20.886647,84.9178,-14.4177
20.896645,83.8013,-15.1592
20.906644,82.5480,-16.0371
20.916642,81.3873,-16.9153
20.926640,80.7353,-17.7928
20.936639,80.4144,-18.6712
20.946637,79.9379,-19.3808
20.956636,79.2725,-19.6289
20.966634,78.9439,-19.2168
20.976632,79.1789,-18.3063
20.986631,79.6781,-17.0565
20.996629,80.7403,-15.7519
21.006627,82.0479,-14.6184
21.016626,83.2456,-13.7135
21.026624,84.4621,-12.8904
21.036623,85.9240,-11.9610
21.046621,87.6887,-10.8470
21.056619,89.5578,-9.6388
21.066618,91.2739,-8.3523
21.076616,92.6697,-7.0279
21.086615,93.6988,-5.7268
21.096613,94.3938,-4.6660
21.106611,94.7399,-3.9402
21.116610,94.8628,-3.5179
21.126608,95.0603,-3.1658
21.136606,95.6943,-2.6043
21.146605,97.1277,-1.6262
21.156603,99.0609,-0.3776
21.166602,101.0892,0.9926
21.176600,102.7184,2.4254
21.186598,103.4293,3.7418
21.196597,103.1444,4.5946
21.206595,102.2415,4.8101
21.216594,101.3008,4.7561
21.226592,101.2825,4.6958
21.236590,101.9290,5.0734
21.246589,102.6977,5.7656
21.256587,103.3702,6.6714
21.266585,103.9345,7.7232
21.276584,104.4035,8.7432
21.286582,104.6787,9.6244
21.296581,104.7733,10.3154
21.306579,104.7677,10.8590
21.316578,104.7616,11.3913
21.326577,104.8614,11.9840
21.336575,105.0709,12.5891
21.346573,105.3636,13.1461
21.356572,105.7267,13.5746
21.366570,106.0937,13.7711
21.376569,106.3616,13.6995
21.386567,106.5205,13.4207
21.396565,106.6073,13.0829
21.406564,106.6263,12.8405
21.416562,106.5042,12.7462
21.426561,106.1659,12.8541
21.436559,105.6391,13.1820
21.446557,105.0211,13.7508
21.456556,104.4358,14.5090
21.466554,103.9433,15.3277
21.476552,103.5459,16.0867
21.486551,103.2578,16.6534
21.496549,103.0250,16.8876
21.506548,102.6607,16.7376
21.516546,102.0118,16.3433
21.526544,101.0139,15.8974
21.536543,99.7397,15.3204
21.546541,98.2999,14.5238
21.556539,96.8042,13.4899
21.566538,95.2965,12.2463
21.576536,93.7864,10.9524
21.586535,92.2790,9.8903
21.596533,90.7071,9.1583
21.606531,89.0011,8.7085
21.616530,87.2545,8.3683
21.626528,85.5232,7.8800
21.636526,83.8431,7.2917
21.646525,82.2888,6.7077
21.656523,80.8252,6.1485
21.666522,79.4619,5.6214
21.676520,78.2120,5.1264
21.686518,77.0632,4.6298
21.696517,76.0153,4.1023
21.706515,75.1041,3.4894
21.716514,74.3328,2.7265
21.726512,73.6833,1.6890
21.736510,73.0691,0.4017
21.746509,72.3292,-0.8477
21.756507,71.3916,-1.9279
21.766505,70.5488,-3.0652
21.776504,70.3322,-4.7181
21.786502,70.5827,-6.5966
21.796501,70.5122,-8.0861
21.806499,69.8099,-9.2033
21.816497,69.1059,-10.1777
21.826496,68.6581,-11.2555
21.836494,68.5318,-12.4247
21.846493,68.7118,-13.3485
21.856491,69.0845,-14.3106
21.866489,69.2237,-15.4821
21.876488,69.6126,-16.7034
21.886486,70.5942,-17.8334
21.896484,71.9263,-18.8703
21.906483,73.6641,-19.6270
21.916481,75.8837,-19.9127
21.926480,78.2939,-20.1424
21.936478,80.5652,-20.5446
21.946476,82.4589,-21.1206
21.956475,83.9910,-21.6434
21.966473,85.3372,-22.0084
21.976471,86.4210,-22.1362
21.986470,87.2745,-22.2167
21.996468,87.8478,-22.1369
22.006467,88.2746,-21.6383
22.016465,88.4544,-20.4098
22.026463,88.1057,-18.9019
22.036462,87.1442,-17.8841
22.046460,85.9117,-17.4443
22.056459,84.7894,-17.5267
22.066457,83.6324,-17.9764
22.076455,82.3494,-18.5218
22.086454,81.3465,-19.3416
22.096452,80.9206,-20.3034
22.106451,80.6963,-21.2837
22.116449,80.1773,-21.9354
22.126447,79.2499,-22.3638
22.136446,78.4472,-22.1315
22.146444,78.3988,-20.8330
22.156442,79.2492,-18.7589
22.166441,80.7619,-16.7101
22.176439,82.2738,-15.2529
22.186438,83.4825,-14.3926
22.196436,84.4087,-13.8213
22.206434,85.5243,-13.1585
22.216433,87.1144,-12.2275
22.226431,88.8979,-11.1049
22.236430,90.5160,-9.8507
22.246428,91.8151,-8.5573
22.256426,92.7913,-7.3741
22.266425,93.3701,-6.4032
22.276423,93.5497,-5.8064
22.286421,93.5676,-5.4726
22.296420,93.9798,-4.9910
22.306418,95.0775,-4.1609
22.316416,96.6276,-2.9978
22.326414,98.2732,-1.6972
22.336412,99.6995,-0.4438
22.346411,100.6044,0.5655
22.356409,100.7670,1.1539
22.366408,100.5113,1.4686
22.376406,100.2868,1.6672
22.386404,100.5023,1.8009
22.396403,101.1546,1.8717
22.406401,101.8640,2.0584
22.416399,102.3945,2.3951
22.426398,102.8191,2.9132
22.436396,103.2492,3.6383
22.446395,103.6705,4.4181
22.456393,103.9224,5.1557
22.466391,104.0053,5.7925
22.476390,104.0049,6.3738
22.486388,104.0050,6.9703
22.496386,104.0626,7.6256
22.506385,104.2630,8.3469
22.516383,104.6535,9.0276
22.526382,105.1021,9.5668
22.536380,105.5528,9.8566
22.546378,106.0374,9.8758
22.556377,106.5133,9.6720
22.566375,106.8714,9.3507
22.576373,107.1211,9.0276
22.586372,107.3240,8.7806
22.596370,107.4774,8.6556
22.606369,107.5320,8.7143
22.616367,107.4470,9.0160
22.626365,107.2041,9.5862
22.636364,106.8214,10.3846
22.646362,106.3474,11.2814
22.656360,105.8944,12.0449
22.666359,105.5547,12.5805
22.676357,105.3404,12.8581
22.686356,105.0633,12.9490
22.696354,104.5039,12.9415
22.706352,103.6619,12.7989
22.716351,102.5735,12.4335
22.726349,101.3304,11.8350
22.736348,100.1200,10.9153
22.746346,99.0149,9.7173
22.756344,97.7896,8.4137
22.766343,96.1197,7.1112
22.776341,93.9820,5.8823
22.786339,91.8492,4.7861
22.796338,89.9785,3.9589
22.806336,88.1541,3.4347
22.816335,86.3705,2.9826
22.826333,84.6516,2.5403
22.836331,83.0368,2.0441
22.846330,81.5585,1.4883
22.856328,80.2449,0.8611
22.866326,79.0343,0.2415
22.876325,77.8856,-0.2648
22.886323,76.7796,-0.6407
22.896322,75.6642,-0.9221
22.906320,74.4926,-1.1548
22.916318,73.3528,-1.6253
22.926317,72.5831,-2.8007
22.936315,72.6595,-4.7696
22.946313,73.3385,-6.9567
22.956312,73.5342,-8.4119
22.966310,72.8065,-8.8244
22.976309,71.8807,-8.9532
22.986307,71.0715,-9.2756
22.996305,70.4157,-10.1140
23.006304,70.0104,-11.2971
23.016302,69.8539,-12.6663
23.026301,69.8984,-14.2011
23.036299,70.0507,-15.7763
23.046297,70.5438,-17.2660
23.056296,71.5377,-18.6841
23.066294,72.6964,-19.9433
23.076292,74.0174,-21.0361
23.086291,75.5561,-21.9406
23.096289,77.2153,-22.4556
23.106288,78.9724,-22.5897
23.116286,80.8210,-22.6590
23.126284,82.5811,-22.6847
23.136283,84.1058,-22.6252
23.146281,85.3744,-22.5277
23.156280,86.4239,-22.3277
23.166278,87.2526,-21.9254
23.176276,87.7626,-21.4956
23.186275,87.9172,-20.9226
23.196273,87.7893,-20.1005
23.206272,87.5730,-18.8949
23.216270,87.0522,-17.9025
23.226268,86.1228,-17.3320
23.236267,85.0531,-17.0586
23.246265,84.0546,-17.3144
23.256263,82.9877,-18.0037
23.266262,81.8945,-18.8539
23.276260,81.1130,-19.8172
23.286259,80.6755,-20.8510
23.296257,80.2225,-21.6190
23.306255,79.6327,-21.8640
23.316254,79.0994,-21.5476
23.326252,78.9863,-20.4098
23.336251,79.4770,-18.5173
23.346249,80.5846,-16.3441
23.356247,82.0467,-14.5803
23.366246,83.2311,-13.6049
23.376244,84.0537,-13.1061
23.386242,84.9010,-12.5817
23.396241,86.3811,-11.6283
23.406239,88.4248,-10.2764
23.416238,90.6743,-8.7861
23.426236,92.8393,-7.2604
23.436234,94.7601,-5.5842
23.446233,96.3302,-3.8446
23.456231,97.4337,-2.1123
23.466230,97.9774,-0.6585
23.476228,98.1482,0.2951
23.486226,98.2944,0.9306
23.496225,98.7316,1.5697
23.506223,100.0183,2.5149
23.516221,101.5651,3.6571
23.526220,102.8417,4.8757
23.536218,103.4348,6.1501
23.546217,103.2566,7.2876
23.556215,102.6035,7.8556
23.566213,101.9515,7.9528
23.576212,102.0100,7.7973
23.586210,102.5773,7.8586
23.596208,103.2527,8.2387
23.606207,103.8109,8.9351
23.616205,104.2462,9.9744
23.626204,104.6774,11.2820
23.636202,105.0947,12.6165
23.646200,105.3877,13.7391
23.656199,105.4849,14.5911
23.666197,105.4531,15.1813
23.676195,105.4013,15.6093
23.686194,105.4170,16.0169
23.696192,105.5140,16.5210
23.706191,105.7405,17.1446
23.716189,106.1021,17.8607
23.726187,106.5789,18.5679
23.736186,107.0671,19.1005
23.746184,107.4591,19.3534
23.756183,107.7259,19.2623
23.766181,107.8576,18.8271
23.776179,107.8488,18.1677
23.786178,107.7196,17.5014
23.796176,107.5121,17.0637
23.806174,107.2699,17.0370
23.816173,107.0040,17.4376
23.826171,106.6972,18.1026
23.836170,106.3905,18.8220
23.846168,106.2255,19.4335
23.856166,106.2049,19.8303
23.866165,106.0991,19.9662
23.876163,105.6454,19.8974
23.886161,104.7839,19.6673
23.896160,103.6862,19.2398
23.906158,102.5390,18.6138
23.916157,101.4303,17.7246
23.926155,100.3378,16.6290
23.936153,99.2224,15.5241
23.946152,97.9351,14.3875
23.956150,96.2421,13.1066
23.966148,94.1316,11.7989
23.976147,92.0295,10.6204
23.986145,90.1548,9.7104
23.996144,88.4448,9.0886
24.006142,86.7902,8.6027
24.016140,85.1471,8.1304
24.026139,83.5249,7.5980
24.036137,81.9379,6.9780
24.046135,80.4266,6.3004
24.056134,78.9778,5.6634
24.066132,77.5752,5.1543
24.076131,76.2290,4.7772
24.086129,74.9368,4.4593
24.096127,73.7480,4.0521
24.106126,72.6497,3.4934
24.116124,72.0183,2.3362
24.126122,72.3427,0.2130
24.136121,73.1487,-1.9835
24.146119,73.4434,-3.6161
24.156118,72.8756,-4.2535
24.166116,72.1384,-4.4981
24.176114,71.5515,-5.0102
24.186113,71.0324,-6.0350
24.196111,70.4471,-7.2631
24.206110,70.0865,-8.7931
24.216108,70.0090,-10.5988
24.226106,70.0575,-12.3756
24.236105,70.6292,-14.0802
24.246103,71.5514,-15.7450
24.256101,72.5948,-17.3328
24.266100,73.8723,-18.6430
24.276098,75.4296,-19.5369
24.286097,77.2139,-20.0202
24.296095,79.1553,-20.1930
24.306093,81.1513,-20.2804
24.316092,82.9491,-20.3590
24.326090,84.4431,-20.4227
24.336088,85.7052,-20.3089
24.346087,86.7737,-19.9285
24.356085,87.6781,-19.4130
24.366084,88.2264,-18.8863
24.376082,88.3868,-18.3051
24.386080,88.3278,-17.3994
24.396079,88.1076,-16.1386
24.406077,87.4595,-15.2353
24.416076,86.3503,-14.9602
24.426074,85.1423,-15.1405
24.436072,84.0837,-15.9031
24.446071,82.9494,-16.7831
24.456069,81.7905,-17.6437
24.466067,80.8436,-18.5841
24.476066,80.1220,-19.6112
24.486064,79.4954,-20.4111
24.496063,78.6574,-20.7231
24.506061,77.9091,-20.4079
24.516059,77.8141,-19.1308
24.526058,78.5115,-17.1200
24.536056,79.9830,-14.9722
24.546055,81.9826,-13.4305
24.556053,83.5433,-12.9388
24.566051,84.4200,-12.7827
24.576050,85.6012,-12.3486
24.586048,87.4839,-11.3189
24.596047,89.6469,-9.8530
24.606045,91.7171,-8.1843
24.616043,93.5484,-6.5029
24.626042,95.0818,-4.9519
24.636040,96.1790,-3.6499
24.646038,96.8169,-2.6073
24.656037,96.9894,-2.0511
24.666035,97.0010,-1.8372
24.676034,97.6137,-1.4019
24.686032,98.8108,-0.5440
24.696030,100.1178,0.6567
24.706029,101.2508,2.0031
24.716027,101.9776,3.2204
24.726025,102.0812,4.0207
24.736024,101.7481,4.2813
24.746022,101.4390,4.1119
24.756021,101.6301,3.6568
24.766019,102.2481,3.3760
24.776017,102.9224,3.3843
24.786016,103.4525,3.6333
24.796014,103.8867,4.1945
24.806012,104.3326,5.0966
24.816011,104.7953,6.2475
24.826009,105.1966,7.4947
24.836008,105.5091,8.6217
24.846006,105.7816,9.5243
24.856004,106.0151,10.1570
24.866003,106.1222,10.5510
24.876001,106.1454,10.9157
24.885999,106.3619,11.4104
24.895998,106.8136,11.9989
24.905996,107.2796,12.4334
24.915995,107.5966,12.5436
24.925993,107.8099,12.3283
24.935991,107.9932,11.9061
24.945990,108.1677,11.4501
24.955988,108.2825,11.0531
24.965986,108.2792,10.8025
24.975985,108.1352,10.7631
24.985983,107.8462,10.9819
24.995982,107.4034,11.4633
25.005980,106.8495,12.1109
25.015978,106.2643,12.7758
25.025977,105.7765,13.3452
25.035975,105.4427,13.7539
25.045973,105.1207,13.9565
25.055972,104.5420,13.9196
25.065970,103.5613,13.6418
25.075969,102.2885,13.0489
25.085967,100.8808,12.3132
25.095965,99.5411,11.5033
25.105964,98.3332,10.5619
25.115962,97.1286,9.6237
25.125960,95.7202,8.7597
25.135959,94.0537,7.9386
25.145957,92.3197,7.0399
25.155956,90.6298,6.3272
25.165954,88.9936,5.7317
25.175952,87.3815,5.1508
25.185951,85.7659,4.5638
25.195949,84.2043,3.9961
25.205948,82.7037,3.4270
25.215946,81.2116,2.8557
25.225944,79.7063,2.3183
25.235943,78.2473,1.7847
25.245941,76.8819,1.1919
25.255939,75.6199,0.4585
25.265938,74.4434,-0.4425
25.275936,73.3630,-1.4456
25.285935,72.5720,-2.5394
25.295933,72.6126,-4.2815
25.305931,73.4714,-6.3138
25.315931,74.4478,-8.0042
25.325929,74.5766,-9.1637
25.335927,73.6868,-9.8076
25.345926,72.6107,-10.3896
25.355924,71.7518,-11.3438
25.365923,71.1176,-12.6038
25.375921,70.8612,-13.9285
25.385919,71.1573,-15.4006
25.395918,71.6096,-16.9096
25.405916,72.2998,-18.3534
25.415914,73.2489,-19.8489
25.425913,74.2745,-21.1957
25.435911,75.5772,-22.2672
25.445910,77.1951,-23.0761
25.455908,79.1178,-23.3172
25.465906,81.2741,-23.0696
25.475905,83.4844,-22.8992
25.485903,85.1364,-22.9217
25.495901,86.0320,-22.8539
25.505900,86.6288,-22.4285
25.515898,87.1934,-21.7786
25.525897,87.6942,-21.1436
25.535895,87.9969,-20.5578
25.545893,88.1091,-19.9336
25.555892,88.1208,-18.9471
25.565890,87.7406,-17.9414
25.575889,86.8266,-17.3991
25.585887,85.6179,-17.0394
25.595885,84.4568,-17.0125
25.605884,83.2574,-17.2877
25.615882,81.9182,-17.7090
25.625880,80.7045,-18.3182
25.635879,79.9051,-19.1536
25.645877,79.4837,-19.9013
25.655876,79.0595,-20.1907
25.665874,78.5058,-19.8843
25.675872,78.3154,-18.8883
25.685871,78.7603,-17.3452
25.695869,79.6513,-15.7647
25.705868,80.8764,-14.4706
25.715866,82.2344,-13.7975
25.725864,83.4086,-13.3414
25.735863,84.8049,-12.6760
25.745861,86.6615,-11.5980
25.755859,88.8004,-10.1302
25.765858,90.8837,-8.4005
25.775856,92.8057,-6.5191
25.785855,94.5357,-4.5217
25.795853,95.9413,-2.5997
25.805851,96.8614,-1.0099
25.815850,97.1859,-0.0717
25.825848,97.1665,0.2743
25.835846,97.3827,0.5592
25.845845,98.4212,1.1086
25.855843,99.9080,1.9611
25.865842,101.3544,3.0882
25.875840,102.3987,4.4388
25.885838,102.6961,5.6561
25.895837,102.3366,6.3417
25.905835,101.7887,6.5744
25.915833,101.6288,6.4059
25.925832,102.0237,6.1774
25.935830,102.5462,6.0305
25.945829,102.9198,6.0068
25.955827,103.2035,6.2689
25.965825,103.4783,6.8802
25.975824,103.7436,7.7948
25.985822,103.9153,8.9088
25.995820,104.0081,10.1292
26.005819,104.1461,11.3381
26.015817,104.3527,12.3930
26.025816,104.5954,13.2903
26.035814,104.8816,14.0088
26.045812,105.2102,14.5990
26.055811,105.6295,15.0746
26.065809,106.1443,15.4216
26.075807,106.7369,15.6184
26.085806,107.3695,15.5680
26.095804,107.8914,15.2395
26.105803,108.2350,14.6955
26.115801,108.4266,14.0729
26.125799,108.4306,13.4998
26.135798,108.1988,13.1419
26.145796,107.7729,13.1336
26.155794,107.2251,13.5361
26.165793,106.6601,14.2953
26.175791,106.1491,15.1631
26.185790,105.6963,15.8627
26.195788,105.3572,16.2711
26.205786,105.1721,16.4066
26.215785,104.9650,16.3258
26.225783,104.4296,16.0291
26.235782,103.4059,15.4737
26.245780,102.0696,14.6221
26.255778,100.5879,13.7284
26.265777,99.0961,12.8627
26.275775,97.6317,12.0190
26.285773,96.1322,11.2539
26.295772,94.5598,10.5943
26.305770,92.9179,9.9558
26.315769,91.2086,9.1049
26.325767,89.4011,8.1619
26.335765,87.5893,7.3720
26.345764,85.8264,6.6302
26.355762,84.1257,5.8519
26.365760,82.5370,5.0292
26.375759,81.0122,4.2609
26.385757,79.5226,3.5817
26.395755,78.0749,2.9750
26.405754,76.7001,2.4037
26.415752,75.4137,1.7653
26.425751,74.2528,0.8753
26.435749,73.2232,-0.1578
26.445747,72.4581,-1.0136
26.455746,72.2770,-2.2949
26.465744,72.6403,-4.1030
26.475743,73.0473,-5.8772
26.485741,72.6959,-7.0442
26.495739,71.7838,-7.8947
26.505738,71.0032,-8.9382
26.515736,70.4439,-10.3374
26.525734,70.0858,-11.8313
26.535733,69.9439,-13.4087
26.545731,69.8498,-15.1266
26.555730,70.0489,-16.8177
26.565728,70.9083,-18.3370
26.575726,72.0481,-19.7690
26.585725,73.3415,-21.2958
26.595723,74.8707,-22.6332
26.605721,76.6414,-23.4297
26.615720,78.6629,-23.6212
26.625718,80.9580,-23.4766
26.635717,83.4147,-23.3244
26.645715,85.7094,-23.2943
26.655713,87.4224,-23.3664
26.665712,88.5377,-23.2054
26.675710,89.5497,-22.7185
26.685709,90.5373,-22.0890
26.695707,91.3191,-21.5710
26.705705,91.8283,-21.1316
26.715704,92.0779,-20.4939
26.725702,91.8728,-19.4243
26.735700,91.0508,-18.4605
26.745699,89.7387,-17.9347
26.755697,88.3221,-17.8436
26.765696,86.9304,-18.2983
26.775694,85.3794,-18.9944
26.785692,83.8188,-19.7550
26.795691,82.6895,-20.5971
26.805689,82.0432,-21.3909
26.815688,81.5158,-21.9347
26.825686,80.8892,-21.9876
26.835684,80.4520,-21.3325
26.845683,80.7163,-19.7172
26.855681,81.5900,-17.8771
26.865679,82.6053,-16.3625
26.875678,83.5121,-15.6483
26.885676,84.1587,-15.5707
26.895675,84.8518,-15.4137
26.905673,86.1679,-14.7905
26.915671,88.0226,-13.5212
26.925670,90.0497,-11.7792
26.935668,92.0053,-9.7855
26.945666,93.7404,-7.6461
26.955665,95.0983,-5.5358
26.965663,95.9378,-3.6519
26.975662,96.3606,-2.3478
26.985660,96.5627,-1.8182
26.995658,96.8101,-1.7488
