time_s,roll_deg,pitch_deg
8.998561,96.2856,11.3721
9.008559,94.5881,10.4056
9.018558,92.9637,9.6931
9.028556,91.4178,9.2266
9.038554,89.8705,8.7878
9.048553,88.2985,8.1654
9.058551,86.6998,7.4542
9.068550,85.1425,6.7394
9.078548,83.6525,5.9805
9.088546,82.2166,5.1273
9.098545,80.8257,4.1887
9.108543,79.4951,3.1821
9.118542,78.2507,2.1542
9.128540,77.1009,1.1026
9.138538,76.0170,0.0357
9.148537,74.9668,-1.0029
9.158535,73.9883,-2.0496
9.168534,73.2478,-2.8949
9.178532,73.0394,-4.0203
9.188530,73.4745,-5.9543
9.198529,73.9250,-8.1093
9.208527,73.4152,-9.5413
9.218526,72.3309,-10.3889
9.228524,71.4113,-11.1967
9.238522,70.8246,-12.2352
9.248521,70.6201,-13.2027
9.258519,70.7534,-14.1559
9.268518,70.9650,-15.4597
9.278516,71.4537,-16.8361
9.288514,72.5932,-18.2192
9.298513,74.0566,-19.6959
9.308511,75.6269,-21.3314
9.318510,77.4165,-22.7723
9.328508,79.4785,-23.6057
9.338506,81.8542,-23.9081
9.348505,84.4255,-23.8382
9.358503,86.8349,-24.0251
9.368502,87.7389,-24.4480
9.378500,88.4535,-24.3964
9.388498,89.2717,-24.0261
9.398497,90.0600,-23.5758
9.408495,90.5452,-23.1176
9.418494,90.7245,-22.6232
9.428492,90.6789,-21.9538
9.438490,90.3393,-21.2572
9.448489,89.5982,-20.7133
9.458487,88.5533,-20.3363
9.468486,87.3955,-20.3722
9.478484,86.1168,-20.8496
9.488482,84.7230,-21.5416
9.498481,83.5012,-22.2293
9.508479,82.7034,-22.9650
9.518478,82.1965,-23.7726
9.528476,81.7169,-24.4188
9.538474,80.8935,-24.7465
9.548473,80.0642,-24.4044
9.558471,79.9696,-23.1163
9.568470,80.6944,-21.0970
9.578468,82.1464,-18.9581
9.588467,84.0416,-17.4673
9.598465,85.3995,-17.0528
9.608463,85.7907,-17.0099
9.618462,86.4297,-16.7118
9.628460,88.1497,-15.6355
9.638458,90.3641,-13.7744
9.648457,92.4974,-11.4670
9.658455,94.2508,-9.0186
9.668454,95.5307,-6.5224
9.678452,96.2184,-4.4003
9.688450,96.3354,-3.0633
9.698449,96.3186,-2.3116
9.708447,96.9257,-1.8223
9.718446,98.1897,-1.5449
9.728444,99.8246,-1.4513
9.738442,101.6007,-1.4797
9.748441,103.1205,-1.2694
9.758439,103.9738,-0.7753
9.768438,103.9512,-0.1806
9.778436,103.5317,0.4327
9.788434,103.2404,1.0332
9.798433,103.3927,1.4554
9.808431,103.9386,1.6203
9.818430,104.5880,1.5542
9.828428,105.1285,1.6090
9.838426,105.6071,2.0715
9.848425,106.1541,2.8643
9.858423,106.6541,3.7260
9.868422,106.9816,4.5434
9.878420,107.2682,5.2898
9.888418,107.6057,5.9396
9.898417,107.9244,6.5536
9.908415,108.1394,7.1532
9.918414,108.1763,7.7388
9.928412,108.0919,8.2691
9.938410,108.0131,8.7357
9.948409,108.0280,9.1097
9.958407,108.1072,9.3586
9.968405,108.1897,9.4406
9.978404,108.2845,9.3621
9.988402,108.4248,9.1544
9.998401,108.5727,8.8947
10.008399,108.6332,8.7193
10.018397,108.4962,8.7094
10.028396,108.0480,8.9231
10.038394,107.2606,9.3969
10.048393,106.2095,10.0587
10.058391,105.1342,10.7332
10.068389,104.2720,11.2946
10.078388,103.5884,11.7126
10.088386,102.8766,12.0162
10.098385,101.9866,12.2019
10.108383,100.9609,11.8900
10.118381,99.7419,10.7483
10.128380,98.4227,9.1114
10.138378,97.1789,7.5245
10.148377,95.8355,6.2590
10.158375,94.1574,5.3446
10.168373,92.2729,4.7576
10.178372,90.4377,4.4554
10.188370,88.7415,4.1545
10.198369,87.1175,3.8010
10.208367,85.5419,3.4348
10.218365,84.0535,3.0059
10.228364,82.6803,2.4671
10.238362,81.4329,1.8118
10.248361,80.3219,1.0428
10.258359,79.3037,0.2632
10.268357,78.3061,-0.4663
10.278356,77.2507,-1.1212
10.288354,76.1060,-1.6456
10.298352,74.8877,-1.9790
10.308350,73.6990,-2.1860
10.318348,72.8499,-2.5601
10.328347,72.7407,-3.5904
10.338345,73.5938,-5.2706
10.348343,74.3770,-7.0441
10.358342,73.8240,-8.1701
10.368340,72.6003,-8.7550
10.378339,71.6327,-9.3839
10.388337,70.8928,-10.3565
10.398335,70.4165,-11.3773
10.408334,70.5781,-12.3489
10.418332,71.2206,-13.4731
10.428331,72.1152,-14.7425
10.438329,73.2321,-16.1563
10.448327,74.5510,-17.5354
10.458326,75.9038,-18.6794
10.468324,77.4762,-19.4469
10.478323,79.3819,-19.7605
10.488321,81.5187,-19.6127
10.498319,83.5602,-19.4973
10.508318,84.9088,-19.2654
10.518316,85.9009,-18.9472
10.528315,86.7875,-18.5525
10.538313,87.4506,-17.9525
10.548311,87.8524,-17.1670
10.558310,88.0269,-16.1576
10.568308,88.1596,-14.9563
10.578307,88.1426,-13.8668
10.588305,87.6417,-13.3908
10.598303,86.6178,-13.5801
10.608302,85.3330,-14.1873
10.618300,84.0266,-15.1067
10.628299,82.7373,-15.9301
10.638297,81.5929,-16.5930
10.648295,80.7374,-17.2461
10.658294,80.2005,-17.9353
10.668292,79.7661,-18.4710
10.678291,79.2450,-18.3871
10.688289,78.8143,-17.3471
10.698287,79.0338,-15.3761
10.708286,79.8696,-12.7716
10.718284,81.0388,-10.1795
10.728283,82.3073,-8.2547
10.738281,83.2950,-7.6255
10.748279,83.3566,-8.1356
10.758278,83.2367,-8.9185
10.768276,84.2361,-9.3400
10.778275,86.0540,-8.6825
10.788273,87.8764,-7.2755
10.798271,89.3945,-5.5497
10.808270,90.6134,-3.8647
10.818268,91.3881,-2.4371
10.828267,91.6257,-1.5864
10.838265,91.6741,-1.2083
10.848263,92.2759,-0.9908
10.858262,94.0736,-0.8730
10.868260,96.2476,-0.8960
10.878259,98.3807,-0.9479
10.888257,99.9916,-0.5963
10.898255,100.6578,0.0320
10.908254,100.4191,0.6199
10.918252,99.8906,1.2037
10.928251,99.4989,1.7346
10.938249,99.3866,2.2044
10.948247,99.4972,2.7008
10.958246,99.6692,3.3167
10.968244,99.7798,4.0745
10.978242,99.8691,4.9323
10.988241,100.1355,5.7877
10.998239,100.6123,6.5464
11.008238,101.2066,7.1972
11.018236,101.8190,7.7670
11.028234,102.4023,8.2933
11.038233,102.9664,8.7915
11.048231,103.5151,9.2525
11.058230,104.0872,9.6081
11.068228,104.6484,9.8687
11.078226,105.1963,10.0493
11.088225,105.6663,10.1587
11.098223,105.9986,10.2085
11.108222,106.1606,10.2498
11.118220,106.1333,10.3612
11.128218,105.9386,10.5881
11.138217,105.6093,10.9558
11.148215,105.1772,11.4110
11.158214,104.6585,11.8985
11.168212,104.1573,12.3802
11.178210,103.7790,12.7944
11.188209,103.4913,13.1743
11.198207,103.1296,13.6077
11.208206,102.4873,14.0077
11.218204,101.4063,14.0892
11.228202,100.0447,13.7117
11.238201,98.7007,13.0714
11.248199,97.5945,12.4005
11.258197,96.6963,11.6191
11.268196,95.7266,10.7076
11.278194,94.5403,9.7005
11.288193,93.1575,8.6065
11.298191,91.5570,7.4305
11.308190,89.9473,6.3021
11.318189,88.3840,5.2770
11.328187,86.8609,4.3513
11.338186,85.3947,3.5246
11.348184,84.0256,2.7888
11.358182,82.8019,2.1145
11.368181,81.7401,1.4778
11.378179,80.8236,0.8930
11.388178,79.9835,0.3467
11.398176,79.1134,-0.1898
11.408174,78.1890,-0.7044
11.418173,77.2415,-1.1475
11.428171,76.3161,-1.5229
11.438170,75.4479,-1.8372
11.448168,74.7735,-2.2474
11.458166,74.4725,-3.0492
11.468165,74.7453,-4.7137
11.478163,75.2833,-7.1229
11.488162,74.9369,-9.2632
11.498160,73.7990,-10.8348
11.508158,72.6426,-11.8317
11.518157,71.7221,-12.4661
11.528155,71.3409,-12.8863
11.538153,71.5428,-13.0032
11.548152,72.2302,-13.2305
11.558150,72.9963,-13.6669
11.568149,74.1136,-14.6280
11.578147,75.4204,-15.7368
11.588145,76.7965,-16.7431
11.598144,78.2389,-17.5966
11.608142,79.7069,-18.4034
11.618141,81.0890,-19.1302
11.628139,82.3621,-19.6435
11.638137,83.3360,-19.8400
11.648136,84.0203,-19.9418
11.658134,84.6091,-20.0459
11.668133,85.0658,-19.9331
11.678131,85.4549,-19.5854
11.688129,85.7242,-19.0295
11.698128,85.7915,-18.2631
11.708126,85.6785,-17.4263
11.718125,85.3726,-16.7560
11.728123,84.7593,-16.3481
11.738121,83.8077,-16.2775
11.748120,82.6955,-16.6303
11.758118,81.5852,-17.2735
11.768117,80.4848,-17.9263
11.778115,79.4266,-18.5123
11.788113,78.5416,-19.1314
11.798112,77.8097,-19.8813
11.808110,77.2074,-20.2868
11.818109,76.8695,-20.0142
11.828107,76.9293,-19.0593
11.838105,77.4486,-17.5505
11.848104,78.5311,-15.7579
11.858102,80.0548,-14.3179
11.868101,81.6756,-13.7116
11.878099,82.7304,-13.8628
11.888097,84.2379,-13.8102
11.898096,86.3954,-12.7151
11.908094,88.6067,-10.7422
11.918093,90.5997,-8.4340
11.928091,92.1747,-6.2146
11.938089,93.0892,-4.4694
11.948088,93.3811,-3.2297
11.958086,93.5166,-2.1862
11.968085,94.3337,-1.1010
11.978083,96.0928,-0.0586
11.988081,98.2654,0.6497
11.998080,100.3893,0.9381
12.008078,102.0214,1.0813
12.018076,102.6260,1.4246
12.028075,102.1491,1.9007
12.038073,101.2357,2.5347
12.048072,100.7044,3.2003
12.058070,100.9413,3.8512
12.068068,101.5185,4.4963
12.078067,102.1099,5.0458
12.088065,102.6462,5.7434
12.098064,103.1884,6.7290
12.108062,103.7354,7.7216
12.118060,104.1971,8.5479
12.128059,104.6049,9.1290
12.138057,104.9712,9.5511
12.148056,105.3191,9.9118
12.158054,105.6875,10.3208
12.168052,106.0754,10.8041
12.178051,106.4393,11.2876
12.188049,106.7358,11.7610
12.198048,107.0163,12.2159
12.208046,107.2300,12.6148
12.218044,107.3144,12.9540
12.228043,107.2638,13.2230
12.238041,107.0775,13.4444
12.248040,106.8133,13.6583
12.258038,106.4974,13.9517
12.268036,106.1488,14.3884
12.278035,105.8038,14.9792
12.288033,105.4544,15.5547
12.298032,105.0106,15.9810
12.308033,104.4534,16.2534
12.318031,103.8346,16.4547
12.328030,103.1474,16.5933
12.338028,102.2946,16.6623
12.348026,101.2180,16.6318
12.358025,100.0005,16.1492
12.368023,98.6963,15.1231
12.378022,97.4069,13.9503
12.388020,96.1662,12.8749
12.398018,94.8479,11.9856
12.408017,93.4756,11.2444
12.418015,92.1184,10.6751
12.428014,90.6716,10.1666
12.438012,89.1562,9.5665
12.448010,87.6458,8.9285
12.458009,86.1386,8.2580
12.468007,84.6335,7.5311
12.478006,83.1300,6.7269
12.488004,81.6957,5.8430
12.498002,80.4026,4.9029
12.508001,79.2867,3.9617
12.517999,78.3150,3.0331
12.527997,77.3954,2.1231
12.537996,76.4297,1.2667
12.547994,75.3663,0.5649
12.557993,74.2732,0.0714
12.567991,73.4038,-0.2873
12.577989,73.3602,-1.0550
12.587988,73.9422,-2.6386
12.597986,74.0318,-4.7301
12.607985,73.1536,-6.5618
12.617983,72.0102,-8.0214
12.627981,71.0569,-9.1073
12.637980,70.4774,-10.0756
12.647978,70.1377,-10.9745
12.657977,70.0283,-11.8195
12.667975,70.1036,-12.8125
12.677973,70.4396,-13.9148
12.687972,71.3773,-15.3222
12.697970,72.6461,-16.7328
12.707969,73.9428,-18.0201
12.717967,75.3142,-19.0864
12.727965,76.8164,-19.7215
12.737964,78.3295,-19.8461
12.747962,79.5776,-19.6257
12.757961,80.6243,-19.3486
12.767959,81.5738,-19.1146
12.777957,82.3969,-18.7518
12.787956,83.0215,-18.2431
12.797954,83.3845,-17.5941
12.807953,83.5430,-17.0172
12.817951,83.5799,-16.7119
12.827949,83.5713,-16.5850
12.837948,83.4256,-16.5954
12.847946,82.9552,-16.7172
12.857945,82.1935,-16.8690
12.867943,81.3307,-17.0594
12.877941,80.4058,-17.2526
12.887940,79.3962,-17.2847
12.897938,78.3589,-17.3785
12.907937,77.4504,-17.7768
12.917935,76.7270,-18.4219
12.927933,76.0912,-19.0506
12.937932,75.6230,-19.1022
12.947930,75.5996,-18.2827
12.957929,76.1148,-16.7677
12.967927,76.9921,-15.0393
12.977925,78.0168,-13.5620
12.987924,78.8754,-12.7658
12.997922,79.4726,-12.5378
13.007920,80.1683,-12.3216
13.017919,81.4360,-11.6257
13.027917,83.3250,-10.2408
13.037916,85.3928,-8.4018
13.047914,87.2968,-6.3929
13.057912,88.9060,-4.3634
13.067911,90.1121,-2.4357
13.077909,90.8186,-0.7799
13.087908,91.0222,0.3937
13.097906,91.0103,1.1964
13.107904,91.5135,2.0181
13.117903,92.8957,2.8910
13.127901,94.6384,3.6093
13.137900,96.3893,4.1008
13.147898,97.7156,4.5821
13.157896,98.4021,5.0349
13.167895,98.5052,5.4245
13.177893,98.4759,5.5653
13.187892,98.6542,5.5380
13.197890,99.1476,5.3711
13.207888,99.7795,5.2822
13.217887,100.4169,5.5616
13.227885,101.0740,6.3596
13.237883,101.7506,7.5756
13.247882,102.3738,8.8620
13.257880,102.8498,9.9880
13.267879,103.2276,10.7834
13.277877,103.5721,11.2116
13.287875,103.8576,11.4912
13.297874,104.1246,11.7957
13.307868,104.4718,12.1710
13.317867,104.9223,12.5301
13.327865,105.2701,12.7617
13.337863,105.4558,12.8507
13.347862,105.5893,12.8607
13.357860,105.7213,12.9545
13.367859,105.7996,13.1976
13.377857,105.7414,13.5617
13.387855,105.4988,14.0119
13.397854,105.0895,14.5816
13.407852,104.6210,15.2421
13.417851,104.1691,15.9728
13.427849,103.8000,16.7066
13.437847,103.5120,17.2860
13.447846,103.2278,17.6466
13.457844,102.9015,17.7338
13.467842,102.3234,17.6608
13.477841,101.4538,17.6168
13.487839,100.4128,17.6882
13.497838,99.3776,17.5791
13.507836,98.3764,17.0161
13.517834,97.3879,15.9388
13.527833,96.3648,14.4604
13.537831,95.1825,12.9282
13.547830,93.7524,11.6995
13.557828,92.1629,10.8851
13.567826,90.5697,10.3837
13.577825,89.0378,9.8974
13.587823,87.5308,9.2836
13.597822,85.9886,8.6026
13.607820,84.3886,7.8688
13.617818,82.7956,7.0457
13.627817,81.2876,6.1056
13.637815,79.9413,5.0502
13.647813,78.7673,3.8947
13.657812,77.7121,2.7397
13.667810,76.7257,1.6527
13.677809,75.7480,0.6514
13.687807,74.7815,-0.2271
13.697805,73.8628,-0.9930
13.707804,73.2774,-1.7785
13.717802,73.6287,-2.9366
13.727801,74.4589,-4.9043
13.737799,74.5392,-6.8856
13.747797,73.5747,-8.2872
13.757796,72.3980,-9.2534
13.767794,71.2815,-10.0884
13.777793,70.4239,-11.0751
13.787791,69.8661,-11.8847
13.797789,69.6209,-12.8614
13.807788,69.4165,-13.7943
13.817786,69.7450,-14.6706
13.827785,70.7731,-16.0583
13.837783,72.0647,-17.8047
13.847781,73.6208,-19.4291
13.857780,75.4620,-20.7418
13.867778,77.5315,-21.6147
13.877777,79.6768,-22.0691
13.887775,81.6642,-22.4765
13.897773,83.3108,-22.8733
13.907772,84.5353,-23.0698
13.917770,85.5876,-22.8529
13.927768,86.5463,-22.3995
13.937767,87.2744,-21.6996
13.947765,87.7606,-20.9686
13.957764,87.9845,-20.3429
13.967762,88.0819,-19.7469
13.977760,88.0327,-19.1502
13.987759,87.5156,-18.7030
13.997757,86.5161,-18.5372
14.007756,85.3263,-18.6402
14.017754,84.1611,-19.1451
14.027752,82.9575,-19.7437
14.037751,81.7287,-20.3424
14.047749,80.7038,-21.0520
14.057748,79.9289,-21.8280
14.067746,79.2031,-22.3687
14.077744,78.4868,-22.2372
14.087743,78.2347,-21.2333
14.097741,78.7206,-19.4134
14.107740,79.8064,-17.3174
14.117738,81.2379,-15.5539
14.127736,82.5017,-14.7260
14.137735,83.0547,-14.6284
14.147733,83.4845,-14.6815
14.157732,84.6770,-14.3539
14.167730,86.5826,-13.1767
14.177728,88.6503,-11.4557
14.187727,90.5638,-9.5280
14.197725,92.2516,-7.6946
14.207724,93.5911,-6.0977
14.217722,94.3621,-4.8632
14.227720,94.5615,-4.1504
14.237719,94.4858,-3.8032
14.247717,94.6026,-3.4243
14.257715,95.7222,-2.6039
14.267714,97.4487,-1.5393
14.277712,99.3114,-0.5658
14.287711,100.8938,0.2930
14.297709,101.8379,1.0568
14.307711,101.9308,1.6561
14.317710,101.4747,1.9335
14.327708,100.9472,2.0205
14.337707,100.9981,1.9417
14.347705,101.5445,1.9097
14.357703,102.0870,2.0439
14.367702,102.4020,2.4710
14.377700,102.6691,3.2253
14.387699,102.9776,4.1668
14.397697,103.2713,5.1392
14.407695,103.4984,6.0101
14.417694,103.6726,6.7604
14.427692,103.9194,7.4164
14.437691,104.2781,7.9609
14.447689,104.6657,8.3688
14.457687,105.0236,8.5699
14.467686,105.4031,8.5770
14.477684,105.9122,8.4242
14.487682,106.3555,8.1473
14.497681,106.5789,7.8738
14.507679,106.6507,7.7355
14.517678,106.6094,7.7911
14.527676,106.4657,8.0373
14.537674,106.2447,8.4798
14.547673,105.9596,9.1016
14.557671,105.5869,9.9151
14.567670,105.1363,10.7649
14.577668,104.6101,11.4259
14.587666,104.0965,11.7720
14.597665,103.6721,11.8816
14.607663,103.1954,11.8666
14.617662,102.4417,11.7873
14.627660,101.4458,11.4767
14.637658,100.3501,10.6964
14.647657,99.2082,9.5200
14.657655,97.9927,8.2826
14.667653,96.5555,7.1521
14.677652,94.8233,6.2349
14.687650,92.9630,5.5177
14.697649,91.1642,4.9663
14.707647,89.4505,4.4317
14.717645,87.7560,3.8555
14.727644,86.0393,3.2720
14.737642,84.3369,2.7046
14.747641,82.7387,2.1149
14.757639,81.2757,1.4638
14.767637,79.9343,0.7205
14.777636,78.6931,-0.0532
14.787634,77.5375,-0.7741
14.797633,76.3974,-1.4508
14.807631,75.2191,-2.0782
14.817629,74.0069,-2.5676
14.827628,72.8562,-2.7877
14.837626,72.2081,-2.6154
14.847624,72.4027,-2.7993
14.857623,72.8374,-4.1763
14.867621,73.2856,-5.9955
14.877620,72.9157,-7.2111
14.887618,71.9915,-7.9806
14.897616,71.1206,-8.6510
14.907615,70.5015,-9.6547
14.917613,70.1361,-10.8130
14.927612,70.1613,-11.9991
14.937610,70.4387,-13.3497
14.947608,70.9502,-14.7742
14.957607,72.0348,-16.3380
14.967605,73.4656,-17.9699
14.977604,75.2029,-19.6975
14.987602,77.1613,-21.2893
14.997600,79.3228,-22.2960
15.007599,81.6660,-22.6476
15.017597,84.1028,-22.6714
15.027596,86.3686,-23.0476
15.037594,87.3247,-23.5407
15.047592,87.9911,-23.2852
15.057591,88.8867,-22.8601
15.067589,89.7245,-22.3636
15.077588,90.3927,-21.7022
15.087586,90.8312,-20.7943
15.097584,91.0171,-19.6011
15.107583,90.7132,-18.4080
15.117581,89.7543,-17.8412
15.127580,88.3352,-17.7157
15.137578,86.8071,-18.0443
15.147576,85.1939,-18.9346
15.157575,83.4995,-19.9564
15.167573,82.1891,-20.9234
15.177572,81.6171,-21.7783
15.187570,81.1212,-22.5727
15.197568,80.1521,-22.9432
15.207567,78.8572,-22.6401
15.217565,78.2433,-21.1969
15.227564,78.7263,-18.9427
15.237562,80.0070,-16.5793
15.247560,81.8784,-14.9018
15.257559,83.4845,-14.6892
15.267557,83.5586,-15.1878
15.277555,83.9172,-15.5556
15.287554,85.6104,-15.1517
15.297552,87.7420,-13.9114
15.307551,89.7958,-12.1989
15.317545,91.5316,-10.3120
15.327543,92.9333,-8.4175
15.337542,93.7839,-6.6853
15.347540,94.0188,-5.3617
15.357539,93.9470,-4.5112
15.367537,94.3690,-3.6989
15.377535,95.7145,-2.7630
15.387534,97.6065,-1.7997
15.397532,99.5798,-1.0299
15.407531,101.0891,-0.4948
15.417529,101.7964,-0.1171
15.427527,101.7845,0.2482
15.437526,101.4952,0.5596
15.447524,101.3805,0.7214
15.457522,101.6370,0.7577
15.467521,102.0390,0.7285
15.477519,102.3959,0.7591
15.487518,102.6666,1.0784
15.497516,103.0462,1.8003
15.507514,103.5314,2.8671
15.517513,103.9998,4.0680
15.527511,104.4004,5.2269
15.537510,104.7302,6.2177
15.547508,105.0369,6.9318
15.557506,105.2836,7.3338
15.567505,105.4404,7.5538
15.577503,105.6540,7.7830
15.587502,106.1171,8.0572
15.597500,106.7647,8.3209
15.607498,107.3538,8.4541
15.617497,107.6546,8.4389
15.627495,107.7107,8.4722
15.637494,107.6890,8.6441
15.647492,107.6110,8.9766
15.657490,107.4615,9.4062
15.667489,107.2067,9.9344
15.677487,106.8523,10.6030
15.687485,106.3985,11.3999
15.697484,105.9131,12.2160
15.707482,105.5002,12.8656
15.717481,105.1860,13.1928
15.727479,104.8925,13.2165
15.737477,104.4259,13.1310
15.747476,103.5792,13.0477
15.757474,102.3617,12.8778
15.767473,101.0424,12.4350
15.777471,99.7997,11.7165
15.787469,98.5980,10.7147
15.797468,97.2616,9.5510
15.807466,95.7110,8.5507
15.817464,94.0524,7.8848
15.827463,92.4080,7.4745
15.837461,90.8050,7.1299
15.847460,89.1763,6.6080
15.857458,87.4837,6.0062
15.867456,85.7386,5.4277
15.877455,84.0290,4.8719
15.887453,82.4277,4.2553
15.897452,80.9412,3.5307
15.907450,79.5454,2.7153
15.917448,78.2147,1.9370
15.927447,76.9474,1.3034
15.937445,75.7238,0.7696
15.947444,74.4903,0.3264
15.957442,73.2775,-0.0093
15.967440,72.2106,-0.2929
15.977439,71.7771,-0.6954
15.987437,72.3743,-1.7936
15.997435,73.0678,-3.4997
16.007434,73.1201,-4.7304
16.017432,72.4394,-5.4074
16.027431,71.6898,-6.0414
16.037429,71.1668,-7.0632
16.047427,70.8408,-8.5389
16.057426,70.8018,-10.0033
16.067424,71.0613,-11.6074
16.077423,71.4402,-13.3027
16.087421,72.4896,-15.1068
16.097419,74.1431,-16.9525
16.107418,75.8749,-18.9000
16.117416,77.6854,-20.7674
16.127415,79.6967,-22.2365
16.137413,81.9605,-22.9732
16.147411,84.3004,-23.1410
16.157410,86.5354,-23.3290
16.167408,88.1163,-23.6670
16.177407,89.0678,-23.6653
16.187405,89.9455,-23.2887
16.197403,90.7862,-22.8749
16.207402,91.4128,-22.4751
16.217400,91.8109,-21.8598
16.227398,92.0120,-20.8389
16.237397,91.9644,-19.6295
16.247395,91.3143,-18.8267
16.257394,90.0788,-18.4423
16.267392,88.6776,-18.4466
16.277390,87.3182,-18.9751
16.287389,85.8850,-19.8858
16.297387,84.4245,-20.9040
16.307386,83.3994,-22.0455
16.317386,82.6682,-23.2087
16.327384,81.8611,-24.0786
16.337383,81.3330,-24.5187
16.347381,81.2118,-24.2998
16.357379,81.3840,-23.1258
16.367377,81.8397,-21.2021
16.377376,82.6250,-18.9428
16.387375,83.4401,-16.9290
16.397373,84.0534,-15.4874
16.407372,84.6919,-14.7326
16.417369,85.4737,-14.4401
16.427368,86.6238,-14.2747
16.437367,88.2525,-13.8827
16.447365,90.2035,-12.8981
16.457364,92.3069,-11.3475
16.467361,94.3924,-9.6347
16.477360,96.2978,-8.1121
16.487359,97.8234,-6.6976
16.497357,98.6691,-5.5749
16.507355,98.8347,-5.0895
16.517354,98.8094,-4.9972
16.527351,99.0832,-4.7911
16.537350,100.4418,-3.8520
16.547349,102.4755,-2.2979
16.557347,104.4223,-0.5031
16.567346,105.5220,1.2339
16.577343,105.4141,2.4243
16.587342,104.5194,3.0003
16.597341,103.6836,3.2623
16.607339,103.8346,3.4902
16.617338,104.3562,4.0245
16.627335,104.8116,4.7845
16.637334,105.2460,5.7062
16.647333,105.6939,6.8008
16.657331,106.1075,7.9046
16.667330,106.3300,8.7868
16.677328,106.3371,9.4395
16.687325,106.2891,9.9998
16.697324,106.2532,10.5647
16.707323,106.2056,11.3057
16.717322,106.2730,12.2037
16.727320,106.4515,13.1605
16.737317,106.6888,14.0344
16.747316,106.9700,14.6540
16.757315,107.3028,14.9096
16.767314,107.6564,14.8268
16.777312,107.9582,14.5359
16.787310,108.1550,14.1779
16.797309,108.1927,13.8727
16.807306,108.0604,13.7121
16.817305,107.7458,13.7991
16.827304,107.2749,14.2192
16.837302,106.7333,14.9654
16.847301,106.1765,15.8970
16.857298,105.6104,16.7553
16.867297,105.0895,17.3201
16.877296,104.6658,17.5131
16.887294,104.2082,17.4099
16.897293,103.4845,17.1938
16.907290,102.4038,16.9231
16.917288,101.0494,16.6031
16.927288,99.7274,15.9336
16.937286,98.4612,14.8036
16.947285,97.1170,13.4200
16.957283,95.5362,12.1800
16.967280,93.7546,11.3727
16.977279,91.9924,11.0321
16.987278,90.3859,10.8622
16.997276,88.8013,10.4352
17.007275,87.2061,9.6605
17.017272,85.5911,8.7592
17.027271,83.9481,7.9433
17.037270,82.3177,7.2842
17.047268,80.7614,6.7159
17.057267,79.2631,6.2284
17.067265,77.7781,5.7778
17.077263,76.2723,5.3643
17.087261,74.7772,4.9191
17.097260,73.2766,4.4297
17.107259,71.7986,3.8628
17.117257,70.4666,3.2491
17.127256,69.5084,2.7547
17.137253,69.2429,1.6548
17.147252,69.7283,-0.2087
17.157251,70.6585,-2.0691
17.167249,71.0685,-3.2067
17.177247,70.5387,-3.6302
17.187245,69.8521,-3.9995
17.197243,69.3791,-5.0195
17.207243,69.1400,-6.4905
17.217241,69.2526,-8.1586
17.227239,69.6105,-10.0814
17.237238,70.2707,-12.2569
17.247235,71.7360,-14.3953
17.257234,73.6804,-16.3391
17.267233,75.8577,-18.2825
17.277231,71.2407,-19.9112
17.287230,67.0469,-20.7454
17.297227,62.9889,-20.8411
17.307226,66.2374,-20.6553
17.317223,69.2496,-20.6252
17.327221,71.0724,-20.9062
17.337220,72.3563,-20.6657
17.347218,73.6436,-20.1973
17.357216,74.7521,-19.7106
17.367215,75.6172,-19.2735
17.377213,76.2890,-18.6146
17.387212,76.8439,-17.5158
17.397210,76.9572,-16.4463
17.407208,76.3207,-16.0321
17.417207,75.1706,-15.9742
17.427205,73.9846,-16.3644
17.437204,72.7962,-17.0699
17.447202,71.5463,-17.8579
17.457200,70.6294,-18.6291
17.467199,70.3603,-19.5549
17.477197,70.3143,-20.4471
17.487196,70.0995,-20.9855
17.497194,69.5412,-21.0059
17.507192,69.1812,-20.1781
17.517191,69.5868,-18.4466
17.527189,70.6420,-16.2662
17.537188,72.2046,-14.1987
17.547186,74.0509,-12.7992
17.557184,75.6246,-12.2039
17.567183,76.8597,-12.0064
17.577181,78.4015,-11.7771
17.587180,80.5119,-11.2353
17.597178,82.7731,-10.1813
17.607176,85.0009,-8.6491
17.617175,86.9953,-6.9764
17.627173,88.5923,-5.4434
17.637171,89.6540,-4.1171
17.647170,90.0460,-3.3647
17.657168,90.0628,-3.2239
17.667167,90.2363,-3.1852
17.677165,90.7824,-2.9339
17.687163,92.2593,-2.0272
17.697162,94.3436,-0.3845
17.707160,96.3368,1.5432
17.717159,97.6877,3.3650
17.727157,98.0608,4.6115
17.737155,97.5775,5.0005
17.747154,96.6946,4.8684
17.757152,96.1561,4.6562
17.767151,96.4924,4.7803
17.777149,97.0972,5.2769
17.787147,97.5677,5.9068
17.797146,97.9064,6.6570
17.807144,98.2907,7.5876
17.817142,98.7562,8.6013
17.827141,99.2333,9.4996
17.837139,99.6296,10.1827
17.847138,99.9448,10.7552
17.857136,100.3307,11.3945
17.867134,100.8596,12.1592
17.877133,101.4300,13.0222
17.887131,101.9512,13.8906
17.897129,102.5236,14.6706
17.907128,103.2059,15.2028
17.917126,103.7871,15.3088
17.927125,104.1463,15.0284
17.937123,104.3782,14.4950
17.947121,104.5571,13.8784
17.957120,104.7095,13.3534
17.967118,104.7999,13.0057
17.977117,104.7575,12.8677
17.987115,104.5502,12.9635
