"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.272569154E1,1.665736084E0,9.576934662E0,-4.973856812E0
3.273569054E1,3.200195160E0,8.367898865E0,-3.902684326E0
3.274568854E1,3.986360321E0,7.986641693E0,-2.656076660E0
3.275568654E1,3.452570343E0,7.304809570E0,-2.352657623E0
3.276568554E1,1.966909790E0,6.762337646E0,-3.675007782E0
3.277568354E1,5.340893555E-1,6.841822357E0,-5.307812347E0
3.278568154E1,-5.297483826E-1,7.510781250E0,-6.382577362E0
3.279568054E1,-9.300160217E-1,8.207881622E0,-6.137536926E0
3.280567854E1,-1.221909027E0,7.758067017E0,-5.029840393E0
3.281567654E1,-1.060095520E0,6.995103607E0,-3.457061005E0
3.282567554E1,-8.988807678E-1,7.645351410E0,-2.542313232E0
3.283567354E1,-1.374741211E0,1.168634811E1,-2.123484192E0
3.284567254E1,-2.715952148E0,1.741927643E1,-1.629661102E0
3.285567054E1,-4.364923096E0,1.966580475E1,-1.394350433E0
3.286566854E1,-4.819228363E0,1.604977432E1,-1.860930176E0
3.287566754E1,-4.684508514E0,1.199096466E1,-4.769082642E-1
3.288566554E1,-4.364773407E0,1.017299515E1,1.697021027E0
3.289566354E1,-3.070415039E0,9.004225616E0,3.006797333E0
3.290566254E1,-1.035696259E0,8.362210693E0,4.012256470E0
3.291566054E1,6.444099426E-1,7.422315216E0,4.927902374E0
3.292565954E1,1.796114960E0,7.268435211E0,4.338128815E0
3.293565754E1,3.159479828E0,7.133266296E0,1.696122894E0
3.294565554E1,3.630250854E0,6.773564301E0,-8.653504944E-1
3.295565454E1,3.075055389E0,7.009922791E0,-1.590292969E0
3.296565254E1,2.568059692E0,7.570806427E0,-1.621727600E0
3.297565054E1,2.068099365E0,8.170459442E0,-1.836381226E0
3.298564954E1,1.064735870E0,8.953032074E0,-1.328786774E0
3.299564754E1,-2.245330811E-2,9.328002319E0,-6.164181519E-1
3.300564654E1,-1.038390656E0,9.567055206E0,3.197351074E-1
3.301564454E1,-1.668131104E0,9.458979950E0,7.439529419E-1
3.302564254E1,-2.142195282E0,8.823102264E0,9.370513916E-1
3.303564154E1,-2.321522369E0,8.251141663E0,6.834786987E-1
3.304563954E1,-2.246228943E0,7.632029114E0,6.411167908E-1
3.305563754E1,-1.819316711E0,7.174131317E0,3.520678711E-1
3.306563654E1,-1.771715698E0,6.679859161E0,-3.767665100E-1
3.307563454E1,-1.646126862E0,6.787185974E0,-1.023122406E0
3.308563354E1,-1.209185486E0,7.356152802E0,-1.056802368E-1
3.309563154E1,-5.721102905E-1,8.089178467E0,1.253044281E0
3.310562954E1,-1.526824951E-1,8.407266998E0,2.015708313E0
3.311562854E1,-2.185455322E-2,8.803493042E0,2.373015289E0
3.312562654E1,1.916015625E-2,9.543254700E0,2.347867584E0
3.313562454E1,-2.350112915E-2,1.025846741E1,2.280357971E0
3.314562354E1,-3.867956543E-1,1.061218185E1,2.253264313E0
3.315562154E1,-1.169368286E0,1.090871521E1,2.242786102E0
3.316561954E1,-2.070344696E0,1.133966904E1,1.830094299E0
3.317561854E1,-3.061733093E0,1.154100037E1,1.160686340E0
3.318561654E1,-4.209546204E0,1.140942398E1,4.920268250E-1
3.319561554E1,-5.235961761E0,1.130973129E1,1.390608215E-1
3.320561354E1,-5.788911896E0,1.119626724E1,7.680528259E-1
3.321561154E1,-5.640869751E0,1.095197525E1,1.941462708E0
3.322561054E1,-4.784201202E0,1.084764221E1,2.941233673E0
3.323560854E1,-3.512595520E0,1.080378342E1,2.982098694E0
3.324560654E1,-1.783840485E0,1.063508423E1,1.998643799E0
3.325560554E1,-2.704875183E-1,1.159039764E1,2.189496918E0
3.326560354E1,4.610412598E-1,1.410382095E1,4.124223633E0
3.327560254E1,6.421646118E-1,1.808075089E1,4.636907501E0
3.328560054E1,2.800675964E-1,2.025827271E1,2.598296814E0
3.329559854E1,-1.863325195E0,1.892424683E1,6.870712280E-2
3.330559754E1,-4.325255585E0,1.687530762E1,-1.586101685E0
3.331559554E1,-4.157604218E0,1.423180481E1,-2.641556854E0
3.332558904E1,-2.205513611E0,1.062056442E1,-3.063978424E0
3.333558804E1,-6.171665955E-1,7.998916168E0,-3.074606323E0
3.334558604E1,1.063837738E0,9.369615784E0,-2.659220123E0
3.335558404E1,2.347268829E0,1.218241653E1,-1.870959320E0
3.336558304E1,3.326831818E0,1.342243790E1,-1.316811676E0
3.337558104E1,3.908073120E0,1.392569138E1,-9.066645813E-1
3.338558004E1,3.193908234E0,1.412058609E1,-4.065545654E-1
3.339557804E1,2.122885437E0,1.453687042E1,8.232879639E-2
3.340557604E1,1.361867981E0,1.524010803E1,7.506889343E-1
3.341557504E1,1.230740662E0,1.571522003E1,1.154698792E0
3.342557304E1,1.672172699E0,1.603615265E1,1.264869690E0
3.343557104E1,2.202220459E0,1.590113342E1,1.260229340E0
3.344557004E1,2.386187897E0,1.441891571E1,1.000818787E0
3.345556804E1,1.853445740E0,1.185055664E1,7.676037598E-1
3.346556704E1,1.274000702E0,9.377399597E0,3.182382202E-1
3.347556504E1,-2.514770508E-2,7.338938599E0,-3.776646423E-1
3.348556304E1,-2.887495422E-1,6.859186249E0,-1.224603424E0
3.349556204E1,3.357518005E-1,6.800358582E0,-2.330503693E0
3.350556004E1,-4.355941772E-2,6.945856018E0,-3.322790222E0
3.351555804E1,-1.218017120E0,7.441026306E0,-2.128124542E0
3.352555704E1,-2.371668091E0,8.937913513E0,5.505551147E-1
3.353555504E1,-2.722987518E0,9.887688446E0,9.011260986E-1
3.354555404E1,-2.014959869E0,9.122479706E0,1.227447510E-1
3.355555204E1,-8.237370300E-1,8.095465393E0,-6.866221619E-1
3.356555004E1,-6.376739502E-2,6.722670135E0,-1.681154022E0
3.357554904E1,2.956352234E-1,5.737418976E0,-2.157313843E0
3.358554704E1,9.062155151E-1,5.343587952E0,-1.647923126E0
3.359554504E1,1.622326355E0,5.418731689E0,-1.267863464E0
3.360554404E1,1.202000427E0,4.864284668E0,-1.314566345E0
3.361554204E1,1.139580231E0,4.087699585E0,-1.576072540E0
3.362554104E1,1.440304871E0,3.253634033E0,-1.863175507E0
3.363553904E1,1.435664520E0,2.324815521E0,-1.802850952E0
3.364553704E1,1.294508057E0,1.602268066E0,-1.890119476E0
3.365553604E1,8.466394043E-1,1.270557861E0,-1.757495270E0
3.366553404E1,9.237290955E-1,1.199156342E0,-1.295555878E0
3.367553204E1,1.525028687E0,1.417402496E0,-5.788462830E-1
3.368553104E1,1.745520172E0,1.994901581E0,3.460803223E-1
3.369552904E1,1.804198151E0,2.584226074E0,1.204096069E0
3.370552804E1,1.926942902E0,3.416794739E0,2.147883453E0
3.371552604E1,2.622247009E0,5.095104675E0,3.536096649E0
3.372552404E1,2.550995178E0,7.709418182E0,6.594835968E0
3.373552304E1,2.291434937E0,1.206506058E1,1.035546570E1
3.374552104E1,2.550995178E0,1.920206909E1,1.404873550E1
3.375551904E1,5.170248413E-1,2.838098145E1,1.631232834E1
3.376551804E1,-5.485492859E0,3.151321793E1,1.674253372E1
3.377551604E1,-7.169640656E0,2.430825073E1,1.247909958E1
3.378551504E1,-8.428971863E-1,1.444106964E1,9.005273438E0
3.379551304E1,2.315085754E0,7.293133850E0,8.462801514E0
3.380551104E1,3.438050537E0,4.154909821E0,7.649991760E0
3.381551004E1,5.441334686E0,4.294419708E0,5.279970245E0
3.382550804E1,7.947872314E0,7.418123932E0,3.158881073E0
3.383550704E1,9.316476288E0,1.474718307E1,3.175945587E0
3.384550504E1,5.487438812E0,2.084071152E1,4.756359100E0
3.385550304E1,2.679128723E0,2.443788116E1,7.758665771E0
3.386550204E1,-1.646875305E0,2.358525421E1,2.802023163E0
3.387550004E1,-3.429218903E0,1.523307266E1,-5.685476990E0
3.388549804E1,-1.612895966E0,5.226681061E0,-7.172933807E0
3.389549704E1,1.905986481E0,1.554667053E0,-7.232509918E0
3.390549504E1,5.112019501E0,2.800077209E0,-4.478237457E0
3.391549404E1,5.506449280E0,3.910468140E0,-1.435963898E0
3.392549204E1,3.775748291E0,3.987557831E0,-1.974394226E0
3.393549004E1,1.782942352E0,4.106859741E0,-5.127138062E0
3.394548904E1,-2.592608643E-1,4.773273926E0,-8.183332672E0
3.395548704E1,-1.253044281E0,6.788832550E0,-8.968599701E0
3.396548504E1,-1.010548553E0,9.302704926E0,-7.623047791E0
3.397548404E1,-5.995033264E-1,9.989626465E0,-5.684129791E0
3.398548204E1,-3.921844482E-2,9.741891632E0,-3.405568085E0
3.399548104E1,-7.574249268E-2,1.120943985E1,-2.068548431E0
3.400547904E1,-1.553768921E0,1.601804031E1,-1.288370819E0
3.401547704E1,-4.022435303E0,2.074865295E1,2.691403198E-1
3.402547604E1,-5.767805786E0,1.942989532E1,1.548230438E0
3.403547404E1,-7.110812988E0,1.413256119E1,3.580554199E0
3.404547204E1,-6.324049072E0,9.994715881E0,4.264931030E0
3.405547104E1,-4.077670441E0,8.503516846E0,3.192561035E0
3.406546904E1,-1.942510529E0,8.322094116E0,2.149829407E0
3.407546704E1,-4.290078735E-1,7.549700317E0,2.031874695E0
3.408546604E1,8.526269531E-1,7.052584076E0,2.640808411E0
3.409546404E1,1.514550476E0,7.459288330E0,2.201921082E0
3.410546304E1,1.837429047E0,8.059689789E0,6.607260132E-1
3.411546104E1,2.765798492E0,8.072113953E0,-7.620652771E-1
3.412545904E1,2.667303314E0,8.048762512E0,-1.056053925E0
3.413545804E1,1.749412079E0,8.334817657E0,-7.753875732E-1
3.414545604E1,5.999523926E-1,8.351732483E0,6.900650024E-2
3.415545404E1,-3.311114502E-1,8.351283417E0,6.827302551E-1
3.416545304E1,-7.258406067E-1,8.514444122E0,6.366261292E-1
3.417545104E1,-6.200106812E-1,9.030121765E0,3.174897766E-1
3.418545004E1,-5.879772949E-1,9.631720734E0,7.036866760E-1
3.419544804E1,-1.050365753E0,9.138795776E0,1.390757904E0
3.420544604E1,-1.613644409E0,8.114326172E0,1.258283386E0
3.421544504E1,-1.170565796E0,7.920928345E0,8.196954346E-1
3.422544304E1,-6.997947693E-1,7.744295654E0,-8.217910767E-2
3.423544104E1,-6.873706055E-1,7.455246735E0,-1.202299805E0
3.424544004E1,-5.149291992E-1,7.363487549E0,-1.576671295E0
3.425543804E1,-2.360591125E-1,7.170538788E0,-1.535357208E0
3.426543704E1,1.995350647E-1,7.201374664E0,-1.843566284E0
3.427543504E1,3.402424622E-1,7.825576630E0,-1.503922577E0
3.428543304E1,2.441423035E-1,8.685987396E0,-2.294728088E-1
3.429543204E1,1.233435059E-1,9.950707397E0,7.816744995E-1
3.430543004E1,-7.259902954E-2,1.077803696E1,1.405277710E0
3.431542804E1,-3.293151855E-2,1.085961731E1,2.143841858E0
3.432543150E1,1.633103943E-1,1.056398209E1,2.916834412E0
3.433542950E1,3.408412170E-1,1.039947418E1,3.566483459E0
3.434542850E1,2.335144043E-2,1.056742493E1,3.539389801E0
3.435542650E1,-1.155447235E0,1.124087448E1,2.303859100E0
3.436542450E1,-2.720592499E0,1.191986252E1,1.225052490E0
3.437542350E1,-4.208348694E0,1.166374512E1,7.824229431E-1
3.438542150E1,-5.325625305E0,1.121737335E1,4.421804810E-1
3.439541950E1,-5.639223175E0,1.103819595E1,1.296304321E-1
3.440541850E1,-5.652545471E0,1.068283493E1,7.523355103E-1
3.441541650E1,-4.916526031E0,1.055679703E1,1.459614716E0
3.442541450E1,-3.078947296E0,1.150447632E1,1.854643250E0
3.443541350E1,-1.169667664E0,1.327379700E1,2.802023163E0
3.444541150E1,-4.035607910E-1,1.614886826E1,3.805985413E0
3.445541050E1,-8.539741516E-1,1.962673599E1,2.730921021E0
3.446540850E1,-2.655627594E0,2.016232224E1,1.719923401E-1
3.447540650E1,-4.276606750E0,1.819870560E1,-8.020321655E-1
3.448540550E1,-4.139192505E0,1.525298126E1,-9.262738037E-1
3.449540350E1,-2.056124268E0,1.178020294E1,-9.963281250E-1
3.450540150E1,-3.709286499E-1,8.595874786E0,-1.249601440E0
3.451540050E1,7.493417358E-1,8.257129211E0,-9.090596008E-1
3.452539850E1,1.731449432E0,1.091844498E1,-1.001267853E0
3.453539650E1,2.402204590E0,1.236997650E1,-1.115779724E0
3.454539550E1,2.839445343E0,1.275961624E1,-7.885601807E-1
3.455539350E1,3.325035553E0,1.379291748E1,-7.848179626E-1
3.456539250E1,3.509901123E0,1.579799789E1,-6.150709534E-1
3.457539050E1,3.698808289E0,1.763512756E1,-4.465214539E-1
3.458538850E1,4.193529510E0,1.865810028E1,-7.185058594E-3
3.459538750E1,4.576133881E0,1.820663910E1,3.245251465E-1
3.460538550E1,4.262985077E0,1.579036377E1,2.951861572E-1
3.461538350E1,3.424578552E0,1.299717224E1,2.197430420E-1
3.462538250E1,2.448757782E0,1.081381256E1,2.167492676E-1
3.463538050E1,1.827699280E0,9.179810486E0,1.672023010E-1
3.464537950E1,1.177451477E0,7.692503357E0,1.790277100E-1
3.465537750E1,-8.053253174E-2,6.806645508E0,-1.773811340E-1
3.466537550E1,-1.518592072E0,7.101831665E0,-2.145039368E0
3.467537450E1,-1.957479401E0,9.472601624E0,-1.223256226E0
3.468537250E1,-2.148182831E0,1.090093140E1,2.227368164E-1
3.469537050E1,-3.228186951E0,1.098056580E1,3.197351074E-1
3.470536950E1,-2.983146515E0,1.060394897E1,-4.954696655E-1
3.471536750E1,-2.688110046E0,9.230704651E0,-9.487271118E-1
3.472536650E1,-2.477647705E0,7.797285461E0,-1.081351318E0
3.473536450E1,-2.037862244E0,6.450086975E0,-1.934577026E0
3.474536250E1,-8.777746582E-1,5.579347687E0,-2.542911987E0
3.475536150E1,6.631210327E-1,4.405339050E0,-1.676064606E0
3.476535950E1,1.015188904E0,2.987337799E0,-8.991801453E-1
3.477535750E1,1.327289886E0,2.461780701E0,-1.697470093E0
3.478535650E1,1.741628265E0,2.492317200E0,-2.344275055E0
3.479535450E1,2.235151978E0,2.480042725E0,-2.383343811E0
3.480535350E1,1.943109283E0,1.980531464E0,-2.294428711E0
3.481535150E1,1.277742920E0,1.445693665E0,-2.604733429E0
3.482534950E1,1.114881592E0,1.075513458E0,-2.732268219E0
3.483534850E1,9.506730652E-1,6.806346130E-1,-2.044298859E0
3.484534650E1,1.406624908E0,9.684860229E-1,-1.266815643E0
3.485534450E1,1.687590637E0,1.406175842E0,-1.666035461E-1
3.486534350E1,1.115779724E0,1.976340179E0,9.252259827E-1
3.487534150E1,1.372645569E0,2.856060791E0,1.788031769E0
3.488534050E1,1.869612122E0,4.158801727E0,3.379073181E0
3.489533850E1,2.079775085E0,6.462211761E0,5.811963959E0
3.490533650E1,2.522554321E0,1.051114197E1,9.662257233E0
3.491533550E1,3.773802338E0,1.730805771E1,1.357856323E1
3.492533350E1,3.946543121E0,2.712464401E1,1.632400406E1
3.493533150E1,-5.837860107E-1,3.408651672E1,1.700179459E1
3.494533050E1,-6.959627380E0,2.806903015E1,1.433883224E1
3.495532850E1,-3.748055878E0,1.688937836E1,1.043569885E1
3.496532750E1,2.300565948E0,9.450747070E0,8.774154053E0
3.497532550E1,4.467609558E0,5.701044617E0,7.861352234E0
3.498532350E1,6.117328949E0,5.713768158E0,4.858297119E0
3.499532250E1,9.021439819E0,9.551337891E0,3.351380768E0
3.500532050E1,9.294771423E0,1.706541229E1,3.960164795E0
3.501531950E1,4.276307373E0,2.092798004E1,4.785398712E0
3.502531750E1,1.353186035E0,2.252860153E1,4.879552917E0
3.503531550E1,-1.014141083E0,2.123499161E1,-4.716990967E0
3.504531450E1,-1.905088348E0,1.182600769E1,-1.138906631E1
3.505531250E1,2.269281006E-1,3.268752594E0,-8.331374817E0
3.506531050E1,3.813170471E0,1.668131104E0,-3.682043152E0
3.507530950E1,5.817203064E0,3.070115662E0,3.040177917E-1
3.508530750E1,5.375920715E0,3.933669891E0,8.852590942E-1
3.509530550E1,3.189417572E0,3.675456848E0,-3.026406555E0
3.510530450E1,2.504292297E-1,3.868854675E0,-7.140451355E0
3.511530250E1,-1.571132813E0,5.516029358E0,-8.433911591E0
3.512530150E1,-1.878593445E0,7.831863556E0,-6.844516754E0
3.513529950E1,-1.561403046E0,8.568032684E0,-5.066214752E0
3.514529750E1,-4.896318054E-1,8.271649017E0,-3.263214111E0
3.515529650E1,-3.112028503E-1,9.605824585E0,-2.281555481E0
3.516529450E1,-8.584648132E-1,1.593870529E1,-1.182690582E0
3.517529250E1,-2.813399506E0,2.291479843E1,2.420466614E-1
3.518529150E1,-5.738167419E0,2.247636017E1,2.087558899E0
3.519528950E1,-7.630981293E0,1.592463455E1,4.232298889E0
3.520528850E1,-6.613996124E0,1.017553986E1,3.470832367E0
3.521528650E1,-4.773273926E0,8.593779144E0,2.198927307E0
3.522528450E1,-2.870879974E0,7.979306946E0,1.568288727E0
3.523528350E1,-5.014572144E-1,7.255861359E0,1.333876190E0
3.524528150E1,1.290466461E0,7.483837280E0,2.000889130E0
3.525527950E1,2.083068237E0,7.869884491E0,1.956581268E0
3.526527850E1,2.945424957E0,7.959997101E0,1.332978058E0
3.527527650E1,3.326532440E0,8.053103485E0,3.731739807E-1
3.528527550E1,2.975512390E0,7.883206787E0,-1.781295776E-1
3.529527350E1,2.205663300E0,7.765252075E0,-7.783813477E-2
3.530527150E1,1.099463654E0,7.822582855E0,4.287084961E-1
3.531527050E1,1.160087585E-1,7.774383087E0,6.102809143E-1
3.532526850E1,-4.102967834E-1,8.300688629E0,6.462062073E-1
3.533526192E1,-7.643106079E-1,9.436826019E0,8.678952026E-1
3.534526092E1,-1.065035248E0,9.459728394E0,1.260678406E0
3.535525892E1,-1.074166260E0,8.773555298E0,1.049617310E0
3.536525692E1,-4.965174866E-1,8.372988281E0,2.944377136E-1
3.537525592E1,-6.167175293E-2,7.912545776E0,-5.674699402E-1
3.538525392E1,-1.091230774E-1,6.858587494E0,-2.342628479E0
3.539525292E1,2.888992310E-2,6.199807434E0,-3.828738098E0
3.540525092E1,3.778143311E-1,6.267915802E0,-3.258573761E0
3.541524892E1,6.987469482E-1,6.776258698E0,-1.369202728E0
3.542524792E1,1.343007202E0,7.818840637E0,6.899153137E-1
3.543524592E1,1.584904175E0,9.091045074E0,3.093018036E0
3.544524392E1,1.103804626E0,1.024858795E1,4.558620300E0
3.545524292E1,2.523751831E-1,1.080722626E1,4.452940063E0
3.546524092E1,-5.218148804E-1,1.069570816E1,3.564986572E0
3.547523992E1,-1.087638245E0,1.048569489E1,2.702180786E0
3.548523792E1,-1.539847870E0,1.063014450E1,2.103276215E0
3.549523592E1,-1.818119202E0,1.077100159E1,1.080902252E0
3.550523492E1,-2.517614594E0,1.116992203E1,-1.028361511E-1
3.551523292E1,-3.806883545E0,1.186283112E1,-7.379653931E-1
3.552523092E1,-5.175038452E0,1.200458633E1,-6.173162842E-1
3.553522992E1,-6.069129181E0,1.160072617E1,-4.790039063E-2
3.554522792E1,-6.463109894E0,1.095092743E1,1.351689148E0
3.555522692E1,-6.204597473E0,1.047027695E1,2.599494324E0
3.556522492E1,-4.743336182E0,1.023855881E1,2.770887909E0
3.557522292E1,-2.190544739E0,1.064241898E1,2.733615417E0
3.558522192E1,6.245013428E-1,1.250230133E1,3.764371948E0
3.559521992E1,2.518213348E0,1.654838745E1,4.077221375E0
3.560521792E1,2.633323975E0,1.971729767E1,2.053429871E0
3.561521692E1,4.029620361E-1,1.912887131E1,1.548679504E0
3.562521492E1,-3.000660095E0,1.630813705E1,1.508712616E0
3.563521292E1,-4.478387146E0,1.388288040E1,1.209484863E-1
3.564521192E1,-3.738176422E0,1.178484329E1,-9.883946228E-1
3.565520992E1,-3.163671112E0,1.037956558E1,-1.865570526E0
3.566520892E1,-1.625918884E0,9.526639252E0,-2.287093964E0
3.567520692E1,6.947053528E-1,1.104987167E1,-2.251168671E0
3.568520492E1,2.421963501E0,1.328517334E1,-2.017803955E0
3.569520392E1,3.367547150E0,1.418435349E1,-1.599274292E0
3.570520192E1,3.818858643E0,1.463746124E1,-8.437953186E-1
3.571519992E1,3.639980621E0,1.545251633E1,-4.161346436E-2
3.572519892E1,3.377725983E0,1.658880341E1,5.625302124E-1
3.573519692E1,3.183430023E0,1.740535538E1,1.071920929E0
3.574519592E1,3.385210419E0,1.786280411E1,1.196761322E0
3.575519392E1,4.169130249E0,1.798839294E1,8.852590942E-1
3.576519192E1,4.667593689E0,1.684986053E1,4.459226990E-1
3.577519092E1,4.126768341E0,1.394889313E1,3.890409851E-1
3.578518892E1,2.853665771E0,1.046443909E1,3.068618774E-1
3.579518692E1,6.271957397E-1,7.763605499E0,-5.837860107E-2
3.580518592E1,-6.008505249E-1,6.812183990E0,-1.047671356E0
3.581518392E1,-1.874551849E0,7.197782135E0,-1.885628815E0
3.582518292E1,-3.445085907E0,7.974965973E0,-1.128353577E0
3.583518092E1,-4.266128540E0,9.114097137E0,5.005590820E-1
3.584517892E1,-3.764970703E0,9.623787231E0,-1.059197388E0
3.585517792E1,-3.159180450E0,8.628955994E0,-2.404150543E0
3.586517592E1,-2.617007904E0,7.041357422E0,-2.338586884E0
3.587517392E1,-1.714235229E0,5.967640228E0,-2.596500549E0
3.588517292E1,-3.911366272E-1,5.700595551E0,-3.013383636E0
3.589517092E1,3.864962769E-1,4.954546967E0,-2.193837891E0
3.590516892E1,9.797126770E-1,3.881877594E0,-1.475631409E0
3.591516792E1,1.895807648E0,3.184328156E0,-2.258952484E0
3.592516592E1,2.941383362E0,2.378254395E0,-2.089355164E0
3.593516492E1,3.580554199E0,1.866318970E0,-1.559606781E0
3.594516292E1,3.572770386E0,1.467548218E0,-1.609004059E0
3.595516092E1,2.828368378E0,1.062041473E0,-1.512305145E0
3.596515992E1,2.020648041E0,1.000818787E0,-1.636247406E0
3.597515792E1,1.463656311E0,9.145980835E-1,-1.570833435E0
3.598515592E1,1.434616699E0,6.518943787E-1,-8.140072632E-1
3.599515492E1,1.242715759E0,7.875123596E-1,-9.205856323E-2
3.600515292E1,1.080303497E0,1.422641602E0,5.444178772E-1
3.601515192E1,9.783654785E-1,2.444865875E0,1.390458527E0
3.602514992E1,9.729766846E-1,3.780688019E0,2.830314331E0
3.603514792E1,1.317560120E0,5.369484100E0,5.179828491E0
3.604514692E1,1.956132202E0,8.055348816E0,8.776698761E0
3.605514492E1,2.621049500E0,1.266815643E1,1.302321808E1
3.606514292E1,3.871998138E0,1.939307190E1,1.534489014E1
3.607514192E1,3.189866638E0,2.752790543E1,1.455303680E1
3.608513992E1,-8.896000671E-1,3.106400208E1,1.441696976E1
3.609513892E1,-5.215005341E0,2.490910126E1,1.160102554E1
3.610513692E1,-2.152673492E0,1.583751572E1,7.706424408E0
3.611513492E1,1.961221619E0,9.476044464E0,6.214327240E0
3.612513392E1,2.782713318E0,6.189927979E0,5.979465637E0
3.613513192E1,3.570525055E0,5.831124115E0,5.870941315E0
3.614512992E1,6.055507507E0,7.405999146E0,4.554578705E0
3.615512892E1,8.296347656E0,1.044438080E1,5.052144012E0
3.616512692E1,7.674091644E0,1.460048813E1,7.024143219E0
3.617512592E1,4.328848114E0,1.637265289E1,6.958429871E0
3.618512392E1,1.611548767E0,1.673564804E1,3.993695068E0
3.619512192E1,-3.065625000E-1,1.579410599E1,-4.661306763E0
3.620512092E1,1.089733887E-1,1.286619461E1,-9.301058350E0
3.621511892E1,8.882528687E-1,8.334817657E0,-7.219936066E0
3.622511792E1,2.583028564E0,6.380930786E0,-4.149970093E0
3.623511592E1,3.542383575E0,7.004533997E0,-1.895807648E0
3.624511392E1,3.266207886E0,7.435338135E0,-1.901046753E-1
3.625511292E1,1.716929626E0,7.033423920E0,-9.948312378E-1
3.626511092E1,-4.587959290E-1,6.696624298E0,-4.509522400E0
3.627510892E1,-1.849104767E0,7.313641205E0,-7.324867859E0
3.628510792E1,-2.257605286E0,7.638615417E0,-7.427254944E0
3.629510592E1,-1.489103394E0,7.096293182E0,-5.270988922E0
3.630510392E1,-2.266287231E-1,6.855893097E0,-2.930755463E0
3.631510292E1,3.150947571E-1,7.714507599E0,-1.598525848E0
3.632510092E1,-9.086105347E-2,1.121288269E1,-1.247954865E0
3.633510450E1,-1.223555603E0,1.814062637E1,-5.297483826E-1
3.634510250E1,-3.581003265E0,2.113514923E1,3.016227722E-1
3.635510050E1,-5.568420410E0,1.712738342E1,7.315287781E-1
3.636509950E1,-6.419400787E0,1.179127991E1,2.014361115E0
3.637509750E1,-5.878874817E0,8.733438721E0,3.008743286E0
3.638509550E1,-4.127516785E0,8.337961121E0,3.506757660E0
3.639509450E1,-1.641037445E0,8.429570618E0,4.056264954E0
3.640509250E1,4.810995483E-1,7.547155609E0,4.017196198E0
3.641509150E1,1.595681763E0,7.050488434E0,2.885399780E0
3.642508950E1,2.600392456E0,7.099137268E0,3.903881836E-1
3.643508750E1,3.929478607E0,7.320975952E0,-1.395098877E0
3.644508650E1,3.674558716E0,7.079528046E0,-1.915267181E0
3.645508450E1,2.516267395E0,6.941065979E0,-2.032922516E0
3.646508250E1,1.377585297E0,6.984625397E0,-1.840871887E0
3.647508150E1,7.375163269E-1,8.155191193E0,-1.757644958E0
3.648507950E1,7.185058594E-2,9.106013947E0,-1.705702972E0
3.649507850E1,-6.201603699E-1,9.792636108E0,-1.617835693E0
3.650507650E1,-9.864486694E-1,1.023900787E1,-3.308120728E-2
3.651507450E1,-1.061891785E0,9.956096191E0,1.180145874E0
3.652507350E1,-1.169667664E0,8.358767853E0,9.502239990E-1
3.653507150E1,-7.566764832E-1,7.640711060E0,8.032296753E-1
3.654506950E1,-2.418969727E-1,7.044949951E0,8.143066406E-1
3.655506850E1,3.586541748E-1,6.754404144E0,7.460485840E-1
3.656506650E1,1.032253418E0,7.541766815E0,5.218148804E-1
3.657506450E1,1.269060974E0,8.231233063E0,-2.381547546E-1
3.658506350E1,1.458866272E0,8.138426056E0,-1.175056458E-1
3.659506150E1,1.330583038E0,8.393046570E0,1.021475830E0
3.660506050E1,4.546046448E-1,8.945547638E0,1.558109894E0
3.661505850E1,-6.932084656E-1,9.794132996E0,1.894011383E0
3.662505650E1,-1.766626282E0,1.037791901E1,1.977088623E0
3.663505550E1,-2.678380280E0,1.065334625E1,1.990710297E0
3.664505350E1,-3.099304962E0,1.071561676E1,2.021845551E0
3.665505150E1,-3.208577728E0,1.094014984E1,1.725012817E0
3.666505050E1,-3.770509186E0,1.161135406E1,1.120569763E0
3.667504850E1,-4.822671204E0,1.209185486E1,7.237449646E-1
3.668504750E1,-5.672903137E0,1.193258606E1,6.774911499E-1
3.669504550E1,-5.717061310E0,1.142304565E1,4.011657715E-1
3.670504350E1,-4.738246765E0,1.074929672E1,6.935078430E-1
3.671504250E1,-3.317551117E0,1.045321243E1,1.953437805E0
3.672504050E1,-1.669627991E0,1.092682755E1,2.242037659E0
3.673503850E1,-1.381626892E-1,1.226639191E1,2.367027740E0
3.674503750E1,1.026864624E0,1.359158615E1,2.290237427E0
3.675503550E1,9.604028320E-1,1.619976242E1,1.759141846E0
3.676503350E1,-2.954855347E-1,1.868893616E1,6.423143005E-1
3.677503250E1,-2.158511353E0,1.849074829E1,8.592132568E-2
3.678503050E1,-1.663939819E0,1.671933197E1,-2.896476746E-1
3.679502950E1,5.346881104E-1,1.383752472E1,4.775070190E-2
3.680502750E1,8.517288208E-1,1.056443115E1,-7.444020081E-1
3.681502550E1,-2.622546387E-1,9.201515350E0,-1.996697845E0
3.682502450E1,4.992118835E-1,1.050784882E1,-2.497406616E0
3.683502250E1,2.072739716E0,1.221714432E1,-1.742526398E0
3.684502050E1,3.425476685E0,1.329864532E1,-8.542735291E-1
3.685501950E1,3.981869659E0,1.448268311E1,-1.721420288E-1
3.686501750E1,3.963907013E0,1.620739655E1,5.171745300E-1
3.687501650E1,3.955225067E0,1.827489716E1,2.927911377E-1
