"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
9.299473875E0,9.845027161E-1,1.870360565E0,-2.276615753E0
9.309471750E0,1.665736084E0,1.795216827E0,-2.080074463E0
9.319470750E0,1.758243713E0,1.575623474E0,-2.096839600E0
9.329468750E0,1.003213806E0,1.212927704E0,-2.140099640E0
9.339466750E0,5.077441406E-1,6.839277649E-1,-1.902693329E0
9.349465750E0,2.773731995E-1,3.945794678E-1,-1.474284210E0
9.359463750E0,5.498066711E-1,3.879931641E-1,-7.411088562E-1
9.369462750E0,1.064137115E0,7.884104919E-1,2.511776733E-1
9.379460750E0,1.324595490E0,1.617835693E0,1.046922913E0
9.389458750E0,1.398092651E0,2.837499390E0,1.719174957E0
9.399457750E0,1.816472626E0,4.701722717E0,2.762954407E0
9.409455750E0,2.351011047E0,7.145091705E0,5.181624756E0
9.419454750E0,2.890339508E0,1.126497437E1,8.630153503E0
9.429452750E0,3.694766693E0,1.828537537E1,1.258567795E1
9.439450750E0,3.392096100E0,2.837918518E1,1.498339188E1
9.449449750E0,-6.891668701E-1,3.515813828E1,1.602357880E1
9.459447750E0,-5.303770752E0,3.027783691E1,1.326960571E1
9.469446750E0,-2.042502594E0,1.961086899E1,9.304501190E0
9.479444750E0,2.592159576E0,1.061233154E1,7.920030212E0
9.489442750E0,4.311633911E0,5.110073547E0,6.792275391E0
9.499441750E0,4.799918518E0,3.966601410E0,5.146896973E0
9.509439750E0,5.934109955E0,4.924010468E0,3.305276642E0
9.519438750E0,7.536677399E0,7.446564789E0,3.066672821E0
9.529436750E0,8.018525391E0,1.311662384E1,4.559368744E0
9.539434750E0,5.438041534E0,1.831740875E1,5.832621002E0
9.549433750E0,2.816842346E0,2.123933258E1,5.154531097E0
9.559431750E0,-1.752854919E-1,2.047921326E1,-1.930086365E0
9.569430750E0,-1.430724792E0,1.341121124E1,-8.078550568E0
9.579428750E0,-2.251318359E-1,5.667364655E0,-7.548203430E0
9.589427750E0,2.770289154E0,2.803520050E0,-6.156846771E0
9.599425750E0,5.129533081E0,3.903582458E0,-2.646047516E0
9.609423750E0,5.790558472E0,5.190905457E0,1.705403595E0
9.619422750E0,4.610711975E0,5.141957245E0,1.288670197E0
9.629420750E0,2.317031708E0,5.460644531E0,-2.969375153E0
9.639418750E0,-2.888992310E-1,6.327192535E0,-6.544540558E0
9.649417750E0,-2.282303925E0,7.546556854E0,-7.491172028E0
9.659415750E0,-2.581381989E0,8.847651215E0,-5.888903961E0
9.669414750E0,-2.513123932E0,9.074429626E0,-4.193978577E0
9.679412750E0,-2.670596466E0,1.065379532E1,-3.029550018E0
9.689410750E0,-3.921844482E0,1.541748917E1,-1.963616638E0
9.699409750E0,-5.654341736E0,1.904744064E1,-1.129700775E0
9.709407750E0,-6.360872498E0,1.823118805E1,-1.454375610E0
9.719406750E0,-6.681655426E0,1.529893570E1,-1.410067749E-1
9.729404750E0,-6.010900269E0,1.181912201E1,1.390159149E0
9.739402750E0,-5.017715607E0,9.158554688E0,1.791474609E0
9.749401750E0,-3.825594635E0,7.801177368E0,2.459235992E0
9.759399750E0,-1.437161407E0,6.562353516E0,3.531456299E0
9.769398750E0,1.693578186E0,6.132896576E0,5.623056793E0
9.779396750E0,3.748504944E0,6.432274017E0,5.603896637E0
9.789394750E0,3.859573975E0,7.248975677E0,3.665577393E0
9.799393750E0,3.256927185E0,7.440427551E0,7.143145752E-1
9.809391750E0,3.048410797E0,7.369475098E0,-1.830992432E0
9.819390750E0,2.772235107E0,6.875202942E0,-2.840642853E0
9.829388750E0,2.255958710E0,6.761589203E0,-2.884052582E0
9.839386750E0,1.651964722E0,7.669301605E0,-3.195704498E0
9.849385750E0,1.049018555E0,8.554411011E0,-3.710484009E0
9.859383750E0,3.739224243E-1,9.707163849E0,-3.212918701E0
9.869382750E0,-6.709048462E-1,1.066157913E1,-1.165775757E0
9.879380750E0,-1.332828369E0,1.064675995E1,2.679428101E-1
9.889378750E0,-1.346300354E0,1.030217651E1,9.148974609E-1
9.899377750E0,-1.235530701E0,9.337881775E0,1.495839386E0
9.909375750E0,-1.120120697E0,8.289761353E0,1.656754761E0
9.919374750E0,-1.006656647E0,7.718698883E0,1.728006592E0
9.929372750E0,-6.095324707E-1,7.488926697E0,1.526824951E0
9.939370750E0,-1.856140137E-1,7.738308105E0,1.120120697E0
9.949369750E0,1.121168518E-1,8.283324738E0,6.843768311E-1
9.959367750E0,-4.640350342E-2,8.689729614E0,5.499563599E-1
9.969365750E0,-6.120771790E-1,9.151070251E0,8.162525940E-1
9.979364750E0,-8.822653198E-1,9.359287262E0,1.019978943E0
9.989362750E0,-6.041436768E-1,9.492959290E0,7.560777283E-1
9.999361750E0,-3.844006348E-1,1.000684067E1,7.132667542E-1
1.000935975E1,-2.766247559E-1,1.014185989E1,1.395547943E0
1.001935775E1,-2.155517578E-2,9.890831909E0,2.212998047E0
1.002935675E1,-1.001417542E-1,1.006012985E1,2.929857330E0
1.003935475E1,-1.203647003E0,1.043435165E1,3.261567535E0
1.004935375E1,-3.127895508E0,1.070124664E1,3.461851044E0
1.005935175E1,-5.156626740E0,1.105795486E1,3.528612213E0
1.006934975E1,-6.208639069E0,1.161689255E1,2.934347992E0
1.007934875E1,-5.795348511E0,1.210472809E1,1.930984497E0
1.008934675E1,-4.349205780E0,1.237401810E1,1.255888367E0
1.009934575E1,-2.729873199E0,1.216714828E1,7.342231750E-1
1.010934375E1,-1.662592621E0,1.169817352E1,3.516188049E-1
1.011934175E1,-1.198407898E0,1.550236267E1,1.337468719E0
1.012934075E1,-4.805007935E-1,2.103470810E1,1.769919434E0
1.013933875E1,-1.247056732E0,2.090672424E1,-5.840853882E-1
1.014933775E1,-2.103725281E0,1.764216293E1,-1.830094299E0
1.015933575E1,-1.251996460E0,1.347617615E1,-9.915380859E-1
1.016933375E1,-7.150630188E-1,9.931696930E0,-6.396199036E-1
1.017933275E1,-8.409512329E-1,1.005728577E1,-1.116827545E0
1.018933075E1,5.861810303E-1,1.253463409E1,-2.004930725E0
1.019932975E1,2.286345520E0,1.418704788E1,-2.035317535E0
1.020932775E1,3.302432556E0,1.511616577E1,-1.640289001E0
1.021932575E1,3.780388641E0,1.588317078E1,-1.319506073E0
1.022932475E1,3.595822449E0,1.737377106E1,-9.225315857E-1
1.023932275E1,3.198847961E0,1.905327850E1,-3.152444458E-1
1.024932175E1,2.984044647E0,1.930490524E1,1.356179810E-1
1.025931975E1,2.674338684E0,1.808254715E1,6.114784241E-1
1.026931775E1,2.380499725E0,1.551493652E1,8.454418945E-1
1.027931675E1,2.153871002E0,1.226055405E1,1.224453735E0
1.028931475E1,1.475332031E0,9.596693573E0,1.321302338E0
1.029931275E1,7.932005310E-1,7.851023712E0,1.147513733E0
1.030931100E1,8.348139954E-1,6.312972107E0,5.342390442E-1
1.031930900E1,9.723779297E-1,5.464835815E0,-5.201683044E-1
1.032930800E1,1.031055908E0,5.453609161E0,-1.799557800E0
1.033930600E1,-5.882766724E-2,5.596561890E0,-4.026327209E0
1.034930400E1,-1.147813110E0,6.579268341E0,-5.218148804E0
1.035930300E1,-1.970951385E0,8.179740143E0,-5.575904846E-1
1.036930100E1,-2.638563080E0,9.700278168E0,2.484533386E0
1.037930000E1,-2.516267395E0,9.247320099E0,1.154100037E0
1.038929800E1,-2.207758942E0,7.598798218E0,4.032614136E-1
1.039929600E1,-1.726809082E0,6.223607941E0,-1.625619507E-1
1.040929500E1,-1.130299530E0,4.299808502E0,-1.919757843E0
1.041929300E1,-3.420387268E-1,2.832859039E0,-2.243684235E0
1.042929200E1,1.308279419E-1,2.097138977E0,-1.704804840E0
1.043929000E1,6.514453125E-1,2.263143768E0,-1.654509430E0
1.044928800E1,1.028810577E0,2.858455811E0,-2.108066254E0
1.045928700E1,1.092727661E0,3.292553101E0,-2.068249054E0
1.046928500E1,9.862989807E-1,3.031645660E0,-2.311493225E0
1.047928400E1,5.369334412E-1,2.204016724E0,-2.444117432E0
1.048928200E1,8.292755127E-2,1.428629150E0,-1.974543915E0
1.049928000E1,3.725752258E-1,1.244212646E0,-1.187779999E0
1.050927900E1,3.014730835E-1,1.392105103E0,-8.592132568E-2
1.051927700E1,4.694238281E-1,2.049537964E0,7.393125916E-1
1.052927600E1,7.560777283E-1,3.007994843E0,1.586700439E0
1.053927400E1,8.574169922E-1,4.270768890E0,3.106490021E0
1.054927200E1,1.208287354E0,6.494245148E0,5.419779510E0
1.055927100E1,1.483115845E0,1.037522461E1,8.964558105E0
1.056926900E1,2.231709137E0,1.725776230E1,1.247835114E1
1.057926800E1,2.833757172E0,2.639880341E1,1.431293610E1
1.058926600E1,1.035845947E0,3.193998047E1,1.584215607E1
1.059926400E1,-3.054997101E0,2.629342255E1,1.555550217E1
1.060926300E1,-2.278711395E0,1.726419891E1,1.228914459E1
1.061926100E1,1.682950287E0,1.125763962E1,9.319320374E0
1.062926000E1,2.398761749E0,6.869963837E0,7.194189606E0
1.063925800E1,2.359094238E0,4.844226379E0,5.202730865E0
1.064925600E1,3.338208160E0,4.871020660E0,3.791465607E0
1.065925500E1,4.857249298E0,6.849905548E0,3.235072632E0
1.066925300E1,6.066135406E0,1.157288406E1,4.020489349E0
1.067925200E1,4.556973724E0,1.710687607E1,4.536915436E0
1.068925000E1,5.144801331E-1,1.869537277E1,3.010090485E0
1.069924800E1,-1.175056458E0,1.891451706E1,-2.499202881E0
1.070924700E1,-5.966592407E-1,1.720357498E1,-9.005572815E0
1.071924500E1,4.011657715E-2,1.203781723E1,-1.016581009E1
1.072924400E1,1.386416931E0,7.902067566E0,-6.856342163E0
1.073924200E1,3.159330139E0,6.761888580E0,-2.995271301E0
1.074924000E1,4.597838745E0,6.547983398E0,3.263962555E0
1.075923900E1,5.633684692E0,5.581443329E0,5.164859619E0
1.076923700E1,3.903432770E0,4.828808441E0,-4.808001709E-1
1.077923600E1,2.280208282E0,5.391937408E0,-4.842729492E0
1.078923400E1,7.363188171E-1,6.030509491E0,-6.162534943E0
1.079923200E1,-1.968406677E-1,6.406228180E0,-4.553381195E0
1.080923100E1,6.541397095E-2,6.728058929E0,-3.440146179E0
1.081922900E1,-3.207829285E-1,7.999365234E0,-2.727178802E0
1.082922800E1,-1.711091766E0,1.280781601E1,-1.917063446E0
1.083922600E1,-3.893553314E0,1.929831894E1,-1.872456207E0
1.084922400E1,-5.074447632E0,2.034419403E1,-2.625989227E0
1.085922300E1,-5.452261963E0,1.617057312E1,-2.871478729E0
1.086922100E1,-5.921386414E0,1.337738159E1,4.532574463E-1
1.087922000E1,-5.210814056E0,1.036175262E1,2.003284149E0
1.088921800E1,-4.044289856E0,8.303083649E0,2.780168610E0
1.089921600E1,-1.223705292E0,6.925797729E0,3.985462189E0
1.090921500E1,1.738634491E0,6.002218323E0,5.512137451E0
1.091921300E1,2.700683899E0,6.097270660E0,4.935985565E0
1.092921200E1,2.533032532E0,6.760242004E0,3.189267883E0
1.093921000E1,2.396366730E0,7.120243378E0,1.210233307E0
1.094920800E1,2.479144592E0,7.316634979E0,-3.528163147E-1
1.095920700E1,2.480192413E0,7.511978760E0,-1.199605408E0
1.096920500E1,2.117197266E0,8.385861511E0,-1.421593781E0
1.097920300E1,1.672322388E0,9.595795441E0,-1.216819611E0
1.098920200E1,1.099164276E0,9.865235138E0,-1.462907867E0
1.099920000E1,5.532495117E-1,9.398954773E0,-1.428629150E0
1.100919900E1,-3.637435913E-2,8.997190247E0,-9.927355957E-1
1.101919700E1,-8.845106506E-1,8.779393158E0,-3.592529297E-1
1.102919500E1,-1.612746277E0,8.241262207E0,1.288819885E-1
1.103919400E1,-2.020648041E0,7.672894135E0,6.212081909E-2
1.104919200E1,-1.947300568E0,7.700137482E0,-1.351689148E-1
1.105919100E1,-1.218466187E0,7.630232849E0,-5.111869812E-1
1.106918900E1,-6.197113037E-1,7.758965149E0,-4.113446045E-1
1.107918700E1,-4.845423889E-1,8.429271240E0,-9.864486694E-2
1.108918600E1,-7.939489746E-1,9.253607025E0,5.992039490E-1
1.109918400E1,-1.124761047E0,9.761351166E0,1.524729309E0
1.110918300E1,-1.298699341E0,9.742490387E0,2.344724121E0
1.111918100E1,-9.386979675E-1,9.355545044E0,2.972967682E0
1.112917900E1,-1.528321838E-1,9.260792084E0,3.118165741E0
1.113917800E1,5.116360474E-1,1.015218842E1,2.989134064E0
1.114917600E1,4.034111023E-1,1.153725815E1,2.528990936E0
1.115917500E1,-1.083746338E0,1.199006653E1,2.274071045E0
1.116917300E1,-2.966231689E0,1.200608322E1,2.086960144E0
1.117917100E1,-3.805087280E0,1.225007584E1,1.635498962E0
1.118917000E1,-4.044738922E0,1.242191849E1,1.412911835E0
1.119916800E1,-3.675905914E0,1.232761459E1,1.811682587E0
1.120916700E1,-2.520758057E0,1.198991684E1,2.323019257E0
1.121916500E1,-1.648072815E0,1.210951813E1,3.196602631E0
1.122916300E1,-1.886676636E0,1.403376663E1,4.183799744E0
1.123916200E1,-2.836900635E0,1.723815308E1,3.228636017E0
1.124916000E1,-4.928650818E0,1.917527481E1,-8.008346558E-2
1.125915800E1,-7.337890778E0,1.769889496E1,-2.881956940E0
1.126915700E1,-7.285050659E0,1.445843353E1,-2.444117432E0
1.127915500E1,-4.267326050E0,1.082294357E1,-1.461710358E0
1.128915400E1,-1.700763245E0,7.728877716E0,-1.047671356E0
1.129915200E1,2.933898926E-2,8.638985138E0,-3.438349915E-1
1.130915050E1,1.023272095E0,1.140957367E1,-4.222718811E-1
1.131914950E1,1.849104767E0,1.288745041E1,-6.589297485E-1
1.132914750E1,2.659968567E0,1.364786911E1,-9.382489014E-1
1.133914650E1,2.865341492E0,1.431742676E1,-1.020727386E0
1.134914450E1,2.750380554E0,1.534893173E1,-9.990225220E-1
1.135914250E1,2.646346893E0,1.681483337E1,-1.066681824E0
1.136914150E1,2.634970551E0,1.814721268E1,-1.071621552E0
1.137913950E1,2.586920471E0,1.824196564E1,-9.174421692E-1
1.138913850E1,2.414179688E0,1.636621628E1,-6.743476868E-1
1.139913650E1,2.291884003E0,1.378468460E1,1.366658020E-1
1.140913450E1,1.982477417E0,1.125988495E1,7.128176880E-1
1.141913350E1,1.704355774E0,9.475146332E0,8.108638000E-1
1.142913150E1,2.116598511E0,8.641380157E0,5.670208740E-1
1.143913050E1,2.641856232E0,7.985144806E0,2.189945984E-1
1.144912850E1,2.789898376E0,7.299420776E0,-2.522254944E-1
1.145912650E1,2.697241058E0,7.109016724E0,-9.189390564E-1
1.146912550E1,2.650687866E0,6.782994690E0,-1.626966705E0
1.147912350E1,2.207758942E0,6.873406677E0,-2.979254608E0
1.148912250E1,-5.575904846E-1,7.437733154E0,-7.134164429E-1
1.149912050E1,-1.775607605E0,8.526718597E0,1.791773987E0
1.150911850E1,-2.109862518E0,9.521250458E0,9.581575012E-1
1.151911750E1,-2.409090271E0,7.761809235E0,4.939727783E-1
1.152911550E1,-2.243534546E0,5.523962860E0,-6.268963623E-1
1.153911350E1,-1.997296600E0,3.298540649E0,-1.205293579E0
1.154911250E1,-1.129551086E0,2.181862793E0,-1.304836578E0
1.155911050E1,-4.745132446E-1,1.862127686E0,-8.448431396E-1
1.156910950E1,5.912704468E-1,2.011517029E0,-1.288670197E0
1.157910750E1,1.219813385E0,2.421364746E0,-1.657054138E0
1.158910550E1,1.406475220E0,2.782863007E0,-1.821262665E0
1.159910450E1,1.525777130E0,2.806364136E0,-1.907183990E0
1.160910250E1,1.646725616E0,2.470312958E0,-1.610500946E0
1.161910150E1,1.409169617E0,2.087409210E0,-1.061742096E0
1.162909950E1,9.044192505E-1,1.856439514E0,-6.215075684E-1
1.163909750E1,4.528083801E-1,1.798060913E0,2.739303589E-2
1.164909650E1,6.825805664E-1,2.138453064E0,7.911048889E-1
1.165909450E1,1.391805725E0,2.994522858E0,1.656006317E0
1.166909350E1,1.416354675E0,3.985462189E0,2.965333557E0
1.167909150E1,1.206191711E0,5.580245819E0,4.253105621E0
1.168908950E1,9.620494080E-1,8.244255981E0,6.157894592E0
1.169908850E1,7.740403748E-1,1.196461945E1,8.954528961E0
1.170908650E1,1.232985992E0,1.722752518E1,1.131077911E1
1.171908550E1,1.314416656E0,2.382640274E1,1.339399704E1
1.172908350E1,-1.035845947E-1,2.735486526E1,1.421938065E1
1.173908150E1,-1.381028137E0,2.217039642E1,1.313398773E1
1.174908050E1,7.909552002E-1,1.506676849E1,1.103116058E1
1.175907850E1,2.658621368E0,9.981992340E0,8.540639648E0
1.176907750E1,2.747835846E0,6.879843292E0,6.683601379E0
1.177907550E1,3.115770721E0,5.968837738E0,5.439089355E0
1.178907350E1,5.104085999E0,7.946525116E0,4.597988434E0
1.179907250E1,8.770411835E0,1.475272156E1,4.928800507E0
1.180907050E1,9.352401581E0,2.356968658E1,4.970114594E0
1.181906950E1,6.183790741E0,2.627575928E1,7.089257812E-1
1.182906750E1,3.162024536E0,2.180320999E1,-3.813469849E0
1.183906550E1,9.108558655E-1,1.455228836E1,-6.239474945E0
1.184906450E1,6.215075684E-1,7.910150757E0,-7.558981018E0
1.185906250E1,2.857557678E0,4.314028931E0,-6.607409821E0
1.186906150E1,4.476890259E0,2.946323090E0,-3.824546814E0
1.187905950E1,5.032834167E0,2.424358521E0,-4.742138672E-1
1.188905750E1,4.731660461E0,2.875819702E0,-1.138682098E0
1.189905650E1,3.155737610E0,4.204157410E0,-4.552483063E0
1.190905450E1,1.057700500E0,6.003715210E0,-7.317832489E0
1.191905350E1,-7.587721252E-1,8.344248047E0,-7.497608643E0
1.192905150E1,-2.007325745E0,1.088970474E1,-6.451284485E0
1.193904950E1,-2.662962341E0,1.420995026E1,-4.728367310E0
1.194904850E1,-3.817212067E0,1.715522552E1,-2.554138641E0
1.195904650E1,-5.000351715E0,1.799453018E1,-1.367705841E0
1.196904550E1,-5.193899231E0,1.650078644E1,-2.048939209E0
1.197904350E1,-6.289770355E0,1.482846405E1,-2.043550415E0
1.198904150E1,-6.730753326E0,1.314341812E1,-2.630030823E-1
1.199904050E1,-5.668562164E0,1.065678909E1,1.474284210E0
1.200903850E1,-4.893923035E0,9.182205505E0,2.830014954E0
1.201903650E1,-3.129242706E0,7.834258575E0,4.992717590E0
1.202903550E1,2.131567383E-1,5.666017456E0,7.246131592E0
1.203903350E1,2.028132477E0,4.543501740E0,7.040159912E0
1.204903250E1,3.088227997E0,5.535788269E0,4.396208038E0
1.205903050E1,3.200793915E0,6.814728699E0,4.284091187E-1
1.206902850E1,2.544109497E0,6.922803955E0,-1.768572235E0
1.207902750E1,2.430046692E0,7.368876343E0,-2.355801086E0
1.208902550E1,2.159708862E0,7.279811554E0,-2.627935181E0
1.209902450E1,1.771715698E0,7.810907135E0,-3.237467651E0
1.210902250E1,1.832489319E0,8.735684052E0,-3.375031586E0
1.211902050E1,1.481020203E0,9.618697815E0,-1.947150879E0
1.212901950E1,8.204438782E-1,9.276359711E0,-6.468049622E-1
1.213901750E1,-2.323168945E-1,8.498128052E0,1.890568542E-1
1.214901650E1,-1.082548828E0,8.283773804E0,7.108717346E-1
1.215901450E1,-1.654210052E0,8.247100067E0,7.964936829E-1
1.216901250E1,-1.611099701E0,8.058492279E0,5.357359314E-1
1.217901150E1,-1.120569763E0,7.872279510E0,3.418890381E-1
1.218900950E1,-7.291337585E-1,7.821535034E0,5.173242188E-1
1.219900850E1,-6.162684631E-1,7.848778381E0,5.481600952E-1
1.220900650E1,-8.390052795E-1,8.088729401E0,9.259744263E-1
1.221900450E1,-1.362167358E0,9.021290131E0,1.597328339E0
1.222900350E1,-1.923949127E0,9.951306152E0,2.014660492E0
1.223900150E1,-2.211052094E0,1.024754013E1,2.322869568E0
1.224900050E1,-2.137105865E0,1.041384430E1,2.285148010E0
1.225899850E1,-2.154020691E0,1.079944244E1,2.112407227E0
1.226899650E1,-2.281106415E0,1.150058441E1,1.774260406E0
1.227899550E1,-2.752625885E0,1.217268677E1,1.137933655E0
1.228899350E1,-3.651955719E0,1.222268280E1,6.105802917E-1
1.229899250E1,-4.687352600E0,1.142768600E1,1.492845612E0
1.230899404E1,-4.984484711E0,1.057206528E1,2.557282104E0
1.231899204E1,-4.048630829E0,1.028271698E1,2.982098694E0
1.232899104E1,-2.215393066E0,1.049781967E1,2.957250366E0
1.233898904E1,-5.574407959E-1,1.099164276E1,3.097658386E0
1.234898704E1,3.442840576E-3,1.197539703E1,3.053799591E0
1.235898604E1,-2.005828857E-1,1.391251877E1,2.826721802E0
1.236898404E1,-1.167572021E-1,1.689117462E1,2.764600983E0
1.237898304E1,-1.178798676E0,1.998104919E1,1.137783966E0
1.238898104E1,-3.349285126E0,1.926463898E1,-1.669627991E0
1.239897904E1,-4.812492371E0,1.490345810E1,-2.045047302E0
1.240897804E1,-4.824018402E0,1.116558105E1,-1.817221069E0
1.241897604E1,-3.827390900E0,9.554930420E0,-2.843486938E0
1.242897504E1,-1.725910950E0,9.392967224E0,-2.733765106E0
1.243897304E1,5.611830139E-1,1.172661438E1,-2.322270813E0
1.244897104E1,2.309547272E0,1.405023239E1,-2.015408936E0
1.245897004E1,3.467988281E0,1.512903900E1,-1.384620667E0
1.246896804E1,3.664978638E0,1.554292831E1,-6.676116943E-1
1.247896704E1,3.077001343E0,1.624421997E1,8.592132568E-2
1.248896504E1,2.444267120E0,1.738080643E1,5.767506409E-1
1.249896304E1,2.364632721E0,1.861753464E1,6.406677246E-1
1.250896204E1,2.646945648E0,1.907483368E1,5.813909912E-1
1.251896004E1,2.878963165E0,1.813314194E1,5.236111450E-1
1.252895804E1,2.613565063E0,1.492022324E1,9.473799133E-1
1.253895704E1,1.681154022E0,1.140867554E1,1.381477203E0
1.254895504E1,9.942324829E-1,8.890462189E0,1.620380402E0
1.255895404E1,9.991722107E-1,7.193590851E0,1.148711243E0
1.256895204E1,1.063538361E0,5.781577148E0,1.582209778E-1
1.257895004E1,8.074209595E-1,5.497767334E0,-1.804647217E0
1.258894904E1,5.257067871E-1,6.517895966E0,-3.961811371E0
1.259894704E1,3.679348755E-1,7.973918152E0,-3.197949829E0
1.260894604E1,-8.095166016E-1,9.124575348E0,-1.136137390E-1
1.261894404E1,-1.328936462E0,1.022583527E1,2.574645996E-2
1.262894204E1,-1.906734924E0,9.937534790E0,-1.024469604E0
1.263894104E1,-1.982627106E0,8.225844269E0,-2.053878937E0
1.264893904E1,-2.004331970E0,6.452332306E0,-1.772464142E0
1.265893804E1,-1.253643036E0,4.893623657E0,-1.382525024E0
1.266893604E1,-3.324586487E-1,3.582350464E0,-8.692424011E-1
1.267893404E1,8.637039185E-2,2.537672882E0,-7.060816956E-1
1.268893304E1,9.202862549E-1,2.129322052E0,-1.390757904E0
1.269893104E1,1.319206696E0,2.290536804E0,-1.825903015E0
1.270893004E1,1.525926819E0,2.548300781E0,-1.506916351E0
1.271892804E1,1.523681488E0,2.406246185E0,-1.188229065E0
1.272892604E1,8.940907288E-1,1.950294342E0,-9.692344666E-1
1.273892504E1,2.601589966E-1,1.667831726E0,-6.526428223E-1
1.274892304E1,-1.347198486E-2,1.631607056E0,-4.595443726E-2
1.275892204E1,1.083746338E-1,1.951042786E0,5.203179932E-1
1.276892004E1,5.242098999E-1,2.639610901E0,1.199755096E0
1.277891804E1,8.214916992E-1,3.624263306E0,2.205513611E0
1.278891704E1,9.749226379E-1,4.632267151E0,3.520079956E0
1.279891504E1,7.182064819E-1,6.009104004E0,5.440586243E0
1.280891404E1,8.554710388E-1,8.828640747E0,7.824828186E0
1.281891204E1,2.146386566E0,1.329654968E1,1.051638107E1
1.282891004E1,3.046913910E0,1.854867783E1,1.227866638E1
1.283890904E1,2.602488098E0,2.355157425E1,1.248433868E1
1.284890704E1,-2.709365845E-1,2.407802948E1,1.226908630E1
1.285890604E1,-2.047442322E0,1.933903427E1,1.064556244E1
1.286890404E1,-4.911286926E-1,1.410022842E1,8.405021667E0
1.287890204E1,1.356628876E0,1.014515305E1,7.498656464E0
1.288890104E1,1.737137604E0,7.550448761E0,7.085515594E0
1.289889904E1,2.960244141E0,6.183790741E0,6.580465851E0
1.290889804E1,4.998106384E0,6.358627167E0,5.409450989E0
1.291889604E1,7.742200012E0,9.220974884E0,4.789589996E0
1.292889404E1,9.065897369E0,1.429691940E1,4.723577271E0
1.293889304E1,7.478598175E0,1.876048737E1,3.758085022E0
1.294889104E1,4.286635895E0,1.918814804E1,-1.388961639E0
1.295889004E1,2.305655365E0,1.619856491E1,-5.286706238E0
1.296888804E1,1.652713165E0,1.286350021E1,-6.312822418E0
1.297888604E1,1.702260132E0,9.628277893E0,-5.281616821E0
1.298888504E1,2.787353668E0,7.928263092E0,-2.246228943E0
1.299888304E1,3.817212067E0,7.443720703E0,4.803511047E-1
1.300888104E1,3.757486267E0,7.200775909E0,8.144563293E-1
1.301888004E1,2.252815247E0,6.879244537E0,-1.596430206E0
1.302887804E1,2.598596191E-1,6.360573120E0,-4.567901001E0
1.303887704E1,-9.999206543E-1,6.876699829E0,-6.053262177E0
1.304887504E1,-1.322948914E0,7.998167725E0,-5.582491150E0
1.305887304E1,-1.338666229E0,8.118367767E0,-4.284689941E0
1.306887204E1,-9.578581238E-1,7.925868073E0,-2.973566437E0
1.307887004E1,-1.393152924E0,9.148076477E0,-2.103725281E0
1.308886904E1,-2.670446777E0,1.336420898E1,-1.448088684E0
1.309886704E1,-4.133354645E0,1.824690536E1,-8.843609619E-1
1.310886504E1,-5.199587402E0,1.804677155E1,-1.567240906E0
1.311886404E1,-5.817502441E0,1.438852890E1,-1.271755371E0
1.312886204E1,-5.975873108E0,1.137514526E1,1.007255402E0
1.313886104E1,-5.204676819E0,8.846603394E0,2.022144928E0
1.314885904E1,-3.633693695E0,8.043673096E0,2.775677948E0
1.315885704E1,-8.002359009E-1,7.695946198E0,3.597019958E0
1.316885604E1,1.855990448E0,7.295678558E0,4.517455902E0
1.317885404E1,3.791465607E0,7.478149109E0,4.106260986E0
1.318885304E1,3.965553589E0,7.633825378E0,2.120340729E0
1.319885104E1,3.538042603E0,7.498207397E0,-2.077679443E-1
1.320884904E1,2.639012146E0,7.431146851E0,-1.709145813E0
1.321884804E1,1.157842255E0,7.366780701E0,-2.246228943E0
1.322884604E1,-4.311035156E-2,7.072642365E0,-2.624192963E0
1.323884404E1,-6.894662476E-1,7.635921021E0,-2.871179352E0
1.324884304E1,-8.735833740E-1,8.739875336E0,-2.465822296E0
1.325884104E1,-1.251547394E0,9.167835388E0,-8.634045410E-1
1.326884004E1,-1.121767273E0,9.388775940E0,3.414399719E-1
1.327883804E1,-7.601193237E-1,9.755962372E0,9.919871521E-1
1.328883604E1,-6.607260132E-1,9.200018463E0,1.409468994E0
1.329883504E1,-1.167572021E-1,8.185877380E0,1.186283112E0
1.330882888E1,8.448431396E-1,7.507637787E0,4.436773682E-1
1.331882788E1,1.624721375E0,7.195237427E0,-4.710704041E-1
1.332882587E1,1.905238037E0,6.897955627E0,-7.768844604E-2
1.333882387E1,1.842518463E0,7.133565674E0,8.854087830E-1
1.334882288E1,1.676214294E0,7.700885925E0,1.419647827E0
1.335882088E1,1.113235016E0,8.951984253E0,1.526974640E0
1.336881988E1,8.277786255E-2,1.027882507E1,1.571282501E0
1.337881788E1,-9.397457886E-1,1.089120163E1,1.843865662E0
1.338881587E1,-1.783391418E0,1.099778000E1,2.146386566E0
1.339881487E1,-2.488724670E0,1.103175934E1,2.387984161E0
1.340881288E1,-2.856060791E0,1.128682892E1,2.182162170E0
1.341881188E1,-3.547323303E0,1.119312378E1,1.822759552E0
1.342880988E1,-4.525838470E0,1.100227066E1,1.520538025E0
1.343880787E1,-5.172044678E0,1.063358734E1,1.370998993E0
1.344880687E1,-5.205874329E0,1.038240967E1,1.782642975E0
1.345880488E1,-4.441414032E0,1.052760773E1,1.914219360E0
