"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
7.773466125E0,3.824903816E-2,3.191587925E-1,-1.663321108E-1
7.783464125E0,1.941090524E-1,-5.498151854E-2,-2.921324968E-1
7.793463125E0,2.086738795E-1,-2.728259563E-1,-4.044971168E-1
7.803461125E0,7.562950999E-2,-2.161601633E-1,-4.846656919E-1
7.813460125E0,-1.911683530E-1,2.771588787E-2,-3.660463691E-1
7.823458125E0,-6.785606146E-1,-1.574453115E-1,-8.616814017E-2
7.833456125E0,-1.173557758E0,-9.643061757E-1,9.726719558E-2
7.843455125E0,-1.585765362E0,-1.614219427E0,8.244342357E-2
7.853453125E0,-2.037379742E0,-1.796534419E0,-2.517595887E-1
7.863452125E0,-2.483740568E0,-1.700563312E0,-6.797695756E-1
7.873450125E0,-2.763285398E0,-1.521443129E0,-9.491807818E-1
7.883448125E0,-2.806824207E0,-1.171506524E0,-9.431443810E-1
7.893447125E0,-3.010124207E0,-8.528277278E-1,-1.075365305E0
7.903445125E0,-3.137929916E0,-5.798792839E-1,-1.222965956E0
7.913444125E0,-3.148487568E0,-4.326421022E-1,-1.373773813E0
7.923442125E0,-3.127537251E0,-3.213964403E-1,-1.382697701E0
7.933440125E0,-3.090799570E0,-3.195298314E-1,-1.294712186E0
7.943439125E0,-3.011375189E0,-4.889681339E-1,-1.212286592E0
7.953437125E0,-2.874274492E0,-7.930033803E-1,-1.159656286E0
7.963435125E0,-2.716335058E0,-1.081014037E0,-1.031991720E0
7.973434125E0,-2.585968971E0,-1.196424723E0,-7.351139188E-1
7.983432125E0,-2.503844976E0,-1.108537078E0,-2.766025364E-1
7.993431125E0,-2.443721294E0,-9.252290726E-1,1.824553162E-1
8.003429125E0,-2.406156778E0,-7.983397841E-1,4.821740091E-1
8.013427125E0,-2.430968046E0,-6.844017506E-1,6.162314415E-1
8.023426125E0,-2.347556114E0,-5.834816694E-1,4.014406502E-1
8.033424125E0,-2.126309633E0,-6.004114151E-1,7.522177696E-2
8.043423125E0,-1.420005798E0,-1.584180713E0,-1.899692863E-1
8.053421125E0,-5.477510691E-1,-3.111538172E0,-5.025538206E-1
8.063419125E0,-7.432814240E-1,-3.317382336E0,-8.489612937E-1
8.073418125E0,-1.672466516E0,-2.792062521E0,-1.093814731E0
8.083416125E0,-2.255306482E0,-2.348213196E0,-1.038414836E0
8.093415125E0,-2.289656639E0,-2.334604025E0,-1.003573775E0
8.103413125E0,-2.130814791E0,-2.809827089E0,-1.106931806E0
8.113411125E0,-1.938371420E0,-3.276373625E0,-1.386729360E0
8.123410125E0,-1.656220555E0,-3.288109779E0,-1.427505970E0
8.133408125E0,-1.320486784E0,-3.477604389E0,-1.167540431E0
8.143407125E0,-8.055918813E-1,-3.468083382E0,-1.007751226E0
8.153405125E0,-1.983637512E-1,-3.294962168E0,-9.564616680E-1
8.163403125E0,3.058844209E-1,-2.988445044E0,-8.665109277E-1
8.173402125E0,7.226603627E-1,-2.519286156E0,-7.145791650E-1
8.183400125E0,1.086361885E0,-1.997388244E0,-5.839315057E-1
8.193399125E0,1.414706469E0,-1.323014021E0,-5.191375613E-1
8.203397125E0,1.705429435E0,-5.663735867E-1,-4.825148880E-1
8.213395125E0,1.918108940E0,1.011115387E-1,-4.321675599E-1
8.223394125E0,2.105073929E0,5.301247835E-1,-3.888412714E-1
8.233392125E0,2.316740751E0,8.231776953E-1,-3.709637523E-1
8.243391125E0,2.550838709E0,1.077614665E0,-4.194002151E-1
8.253389125E0,2.745055676E0,1.216736078E0,-5.067284703E-1
8.263387125E0,2.756528378E0,1.046792626E0,-4.479671419E-1
8.273386125E0,2.566916227E0,4.421612918E-1,-1.286267042E-1
8.283384125E0,2.304718971E0,2.561779618E-1,5.261885524E-1
8.293383125E0,1.696868420E0,9.721909165E-1,1.102382064E0
8.303381125E0,3.704043627E-1,1.417584538E0,6.991055012E-1
8.313379875E0,-9.195908904E-1,5.050721169E-1,-4.359169900E-1
8.323377875E0,-1.526827574E0,-3.525347710E-1,-8.254501820E-1
8.333375875E0,-1.377266884E0,-1.044896126E0,-9.070624709E-1
8.343374875E0,-9.829505086E-1,-1.217661858E0,-7.522160411E-1
8.353372875E0,-6.946151257E-1,-7.627760768E-1,-3.431497216E-1
8.363371875E0,-6.210880280E-1,-2.826275527E-1,1.602655947E-1
8.373369875E0,-7.815730572E-1,-6.644786149E-2,8.413799405E-1
8.383367875E0,-8.098050952E-1,-3.650200963E-1,1.356283665E0
8.393366875E0,-9.724757671E-1,-5.415796638E-1,1.638834119E0
8.403364875E0,-9.108072519E-1,1.100421846E-1,1.471323371E0
8.413363875E0,-6.153614521E-1,1.053269386E0,1.105456471E0
8.423361875E0,-1.869062632E-1,1.832161069E0,8.228614330E-1
8.433359875E0,2.364282161E-1,2.302871943E0,5.843170285E-1
8.443358875E0,5.754226446E-1,2.272765160E0,5.026054978E-1
8.453356875E0,8.982537389E-1,1.847283125E0,5.681432486E-1
8.463355875E0,1.214316607E0,1.557325244E0,6.980597973E-1
8.473353875E0,1.489581704E0,1.639425397E0,8.894355893E-1
8.483351875E0,1.738967776E0,1.890871882E0,1.135848284E0
8.493350875E0,1.845783114E0,2.200567245E0,1.446391702E0
8.503348875E0,1.845368981E0,2.474866152E0,1.776259065E0
8.513347875E0,1.759051919E0,2.542835236E0,1.983997345E0
8.523345875E0,1.591555476E0,2.380881548E0,2.066677809E0
8.533343875E0,1.280683637E0,2.116430521E0,1.909431577E0
8.543342875E0,8.144391775E-1,1.491433620E0,1.157464504E0
8.553340875E0,4.460009038E-1,6.776471734E-1,-1.299789846E-1
8.563339875E0,5.274825096E-1,3.467358053E-1,-1.459989786E0
8.573337875E0,1.256402969E0,4.550811946E-1,-2.235134363E0
8.583335875E0,2.986019850E0,8.760910630E-1,-1.920083761E0
8.593334875E0,4.163013935E0,9.774573445E-1,-1.373870730E0
8.603332875E0,4.312506199E0,1.368041992E0,-1.179041028E0
8.613331875E0,3.360328436E0,2.067833900E0,-1.139870763E0
8.623329875E0,1.925393939E0,2.292497396E0,-8.644839525E-1
8.633327875E0,7.912794948E-1,1.787662268E0,-4.963066876E-1
8.643326875E0,3.944896162E-1,1.359146833E0,-2.288451791E-1
8.653324875E0,5.530555248E-1,1.196495056E0,-8.212897927E-2
8.663322875E0,7.533323765E-1,9.341980219E-1,9.816152975E-3
8.673321875E0,7.834529877E-1,9.397243261E-1,1.195077673E-1
8.683319875E0,6.505088806E-1,1.185506701E0,1.982301772E-1
8.693318875E0,5.712846518E-1,1.655626297E0,2.886146903E-1
8.703316875E0,5.992050767E-1,2.197548628E0,3.471913934E-1
8.713314875E0,6.450625658E-1,2.491193533E0,3.161527812E-1
8.723313875E0,7.631812692E-1,2.427473068E0,2.193859667E-1
8.733311875E0,9.782916903E-1,2.108478785E0,1.914768368E-1
8.743310875E0,1.204983115E0,1.640377283E0,2.659531832E-1
8.753308875E0,1.327098370E0,1.176215529E0,3.607484102E-1
8.763306875E0,1.297506332E0,9.275158644E-1,4.355586767E-1
8.773305875E0,1.198889971E0,9.109973907E-1,4.835203290E-1
8.783303875E0,1.128739119E0,9.608341455E-1,5.308585763E-1
8.793302875E0,1.140257478E0,9.756677151E-1,5.885410309E-1
8.803300875E0,1.237084627E0,9.148115516E-1,6.419396400E-1
8.813298875E0,1.338892698E0,7.111169696E-1,6.560115218E-1
8.823297875E0,1.416283488E0,4.303862453E-1,6.693136096E-1
8.833295875E0,1.381614447E0,2.267963737E-1,6.523357034E-1
8.843294875E0,1.245297194E0,1.903785765E-1,6.122359633E-1
8.853292875E0,1.020863771E0,2.551178932E-1,5.454513431E-1
8.863290875E0,7.220349312E-1,4.020952284E-1,5.426529050E-1
8.873289875E0,4.115082026E-1,7.133947611E-1,5.888068676E-1
8.883287875E0,8.582919091E-2,9.611465335E-1,5.623400807E-1
8.893286875E0,-1.781353503E-1,9.825450182E-1,4.367510080E-1
8.903284875E0,-2.247354984E-1,7.466135025E-1,1.978967637E-1
8.913282875E0,-5.420184135E-2,3.215106428E-1,-3.878502175E-2
8.923281875E0,1.302227080E-1,-8.928354084E-2,-2.088365108E-1
8.933279875E0,8.603687584E-2,-3.090420067E-1,-2.871592641E-1
8.943278875E0,-1.970563978E-1,-3.108665645E-1,-2.723264992E-1
8.953276875E0,-6.348351240E-1,-2.607573271E-1,-1.830160469E-1
8.963274875E0,-9.668018818E-1,-5.437455773E-1,-2.258060575E-1
8.973273875E0,-1.189192533E0,-1.161156297E0,-2.465518266E-1
8.983271875E0,-1.532434225E0,-1.767275095E0,-2.050394118E-1
8.993270875E0,-1.959476590E0,-2.116739273E0,-3.463946581E-1
9.003268875E0,-2.425420046E0,-2.073922634E0,-6.569098830E-1
9.013266875E0,-2.780411482E0,-1.708868504E0,-7.602311969E-1
9.023265875E0,-2.994530439E0,-1.385318041E0,-7.839309573E-1
9.033263875E0,-3.136203051E0,-1.048402429E0,-9.513902664E-1
9.043261875E0,-3.150393009E0,-7.911832333E-1,-1.133547306E0
9.053260875E0,-3.139251947E0,-7.082419991E-1,-1.246661663E0
9.063258875E0,-3.114372253E0,-6.423645020E-1,-1.253939748E0
9.073257875E0,-3.044826746E0,-5.665701032E-1,-1.182591796E0
9.083255875E0,-2.948100567E0,-6.743569970E-1,-1.120431900E0
9.093253875E0,-2.828761578E0,-9.766540527E-1,-1.047199726E0
9.103252875E0,-2.720896482E0,-1.251417994E0,-8.340103030E-1
9.113250875E0,-2.649268866E0,-1.416767716E0,-4.648317397E-1
9.123249875E0,-2.545169353E0,-1.465885878E0,3.030236997E-2
9.133247875E0,-2.430670500E0,-1.490400314E0,5.049058795E-1
9.143245875E0,-2.322753906E0,-1.497499585E0,7.729038000E-1
9.153244875E0,-2.271553755E0,-1.482951045E0,8.446472287E-1
9.163242875E0,-2.155902386E0,-1.546915054E0,6.571153402E-1
9.173241875E0,-1.946544886E0,-1.416826367E0,4.029949009E-1
9.183239875E0,-1.380764604E0,-1.961312294E0,2.295776755E-1
9.193237875E0,-5.256209970E-1,-3.317564011E0,-8.321672678E-2
9.203236875E0,-6.466859579E-1,-3.974454880E0,-5.065261126E-1
9.213234875E0,-1.659473419E0,-3.152205706E0,-8.580258489E-1
9.223233875E0,-2.300997734E0,-2.151813030E0,-9.998959303E-1
9.233231875E0,-2.197028875E0,-2.061702728E0,-1.032957792E0
9.243229875E0,-1.764553428E0,-2.455142498E0,-1.228371382E0
9.253228875E0,-1.465796590E0,-2.483452559E0,-1.389287233E0
9.263226875E0,-1.235720992E0,-2.449112177E0,-1.225931287E0
9.273225875E0,-9.348311424E-1,-2.646785736E0,-9.892044067E-1
9.283223875E0,-5.564560294E-1,-2.680901527E0,-8.581323028E-1
9.293221875E0,-1.457609087E-1,-2.652900696E0,-7.965940833E-1
9.303220875E0,1.841962487E-1,-2.620701313E0,-7.208220363E-1
9.313218750E0,4.761479497E-1,-2.502106905E0,-6.091349125E-1
9.323217750E0,7.845320702E-1,-2.120718718E0,-5.297164917E-1
9.333215750E0,1.070754766E0,-1.505169868E0,-5.023050904E-1
9.343213750E0,1.354698896E0,-8.773072362E-1,-5.044562221E-1
9.353212750E0,1.617201090E0,-3.601269126E-1,-5.190684199E-1
9.363210750E0,1.871120572E0,4.688872024E-3,-5.645509958E-1
9.373209750E0,2.126538277E0,2.479518503E-1,-6.558694839E-1
9.383207750E0,2.364283800E0,4.500767291E-1,-7.812662125E-1
9.393205750E0,2.513741255E0,6.045315266E-1,-8.719625473E-1
9.403204750E0,2.462360382E0,6.022377610E-1,-8.428854346E-1
9.413202750E0,2.146724224E0,5.075882077E-1,-7.032809258E-1
9.423201750E0,1.672850966E0,4.671758413E-1,-3.781208098E-1
9.433199750E0,1.174925566E0,7.228714824E-1,3.576476872E-2
9.443197750E0,4.107390642E-1,6.736747026E-1,-4.621511698E-2
9.453196750E0,-4.350798130E-1,1.750702262E-1,-7.651718855E-1
9.463194750E0,-1.032359600E0,-3.909693956E-1,-1.033627868E0
9.473193750E0,-1.209451079E0,-9.798467755E-1,-8.881720304E-1
9.483191750E0,-1.061557055E0,-1.181410789E0,-5.296571255E-1
9.493189750E0,-7.311570644E-1,-1.017037034E0,-1.679076999E-1
9.503188750E0,-4.983120263E-1,-6.935184598E-1,1.332209408E-1
9.513186750E0,-4.458509386E-1,-4.986174107E-1,5.604428649E-1
9.523185750E0,-3.654227257E-1,-7.210669518E-1,1.194898367E0
9.533183750E0,-4.493516982E-1,-9.289269447E-1,1.573590755E0
9.543181750E0,-1.132322192E0,-8.907369971E-1,1.560237169E0
9.553180750E0,-1.315425158E0,-1.050738618E-2,1.330653429E0
9.563178750E0,-7.141894698E-1,1.407326341E0,9.340407252E-1
9.573177750E0,-1.728223711E-1,2.586839199E0,4.462574124E-1
9.583175750E0,3.630603552E-1,3.009196520E0,1.752631068E-1
9.593174750E0,7.619081736E-1,2.772992611E0,1.449014843E-1
9.603172750E0,9.903185964E-1,1.804537535E0,3.016591370E-1
9.613170750E0,1.180685878E0,1.131058693E0,5.682487488E-1
9.623169750E0,1.489330053E0,1.386061907E0,9.414277673E-1
9.633167750E0,1.919503212E0,2.049785852E0,1.355152369E0
9.643165750E0,2.240539551E0,2.692806721E0,1.755833149E0
9.653164750E0,2.216870546E0,3.187251806E0,2.213466406E0
9.663162750E0,2.013216972E0,3.465683460E0,2.547384024E0
9.673161750E0,1.547300935E0,3.621727705E0,2.588972092E0
9.683159750E0,8.564208746E-1,3.064270735E0,1.998274803E0
9.693157750E0,1.713746041E-1,1.719972372E0,5.622038245E-1
9.703156750E0,7.482323050E-2,6.416137815E-1,-9.984337687E-1
9.713154750E0,1.143717289E0,1.060654372E-1,-1.822124124E0
9.723153750E0,2.479084730E0,-4.111779630E-1,-1.975639701E0
9.733151750E0,3.442302465E0,-8.429279923E-1,-1.804582953E0
9.743149750E0,3.907330275E0,-1.109087348E0,-1.394928694E0
9.753148750E0,3.743000984E0,-5.709148645E-1,-1.147772074E0
9.763146750E0,2.994649887E0,4.458979964E-1,-1.076998711E0
9.773145750E0,1.971916556E0,1.441368461E0,-9.514362216E-1
9.783143750E0,1.212426782E0,1.930619001E0,-7.076312304E-1
9.793141750E0,9.186452627E-1,1.990190148E0,-4.618408978E-1
9.803140750E0,9.380614161E-1,1.627410769E0,-2.559401095E-1
9.813138750E0,9.523413181E-1,1.124560118E0,-1.552076340E-1
9.823137750E0,8.534883261E-1,6.679151654E-1,-3.721540328E-3
9.833135750E0,6.594021916E-1,7.606490850E-1,1.257152855E-1
9.843133750E0,5.853856206E-1,1.281656742E0,2.418820113E-1
9.853132750E0,6.948492527E-1,1.714314699E0,2.938945889E-1
9.863130750E0,8.136683106E-1,1.711227417E0,1.816240698E-1
9.873129750E0,9.541960955E-1,1.461010695E0,3.672977211E-3
9.883127750E0,1.166510820E0,1.236945271E0,-7.049187273E-2
9.893125750E0,1.396988988E0,1.081645370E0,-2.440427244E-2
9.903124750E0,1.518831253E0,1.039864182E0,9.452834725E-2
9.913122750E0,1.423906565E0,1.032392383E0,1.780224442E-1
9.923121750E0,1.161230564E0,1.039357185E0,1.898480505E-1
9.933119750E0,9.076100588E-1,1.057730556E0,2.199612111E-1
9.943117750E0,7.973853946E-1,1.077053070E0,3.226797283E-1
9.953116750E0,8.364856839E-1,1.004871011E0,4.489271343E-1
9.963114750E0,9.122005105E-1,7.567839026E-1,5.278828740E-1
9.973112750E0,9.733759761E-1,3.437183201E-1,5.367783904E-1
9.983111750E0,1.038296700E0,5.628563464E-3,4.906373918E-1
9.993109750E0,1.063339710E0,-1.656023115E-1,4.142843187E-1
1.000310875E1,1.064809084E0,-2.146717161E-1,3.393215537E-1
1.001310675E1,1.048512697E0,-5.071765929E-2,3.224810660E-1
1.002310475E1,8.689025640E-1,2.886361778E-1,3.636837900E-1
1.003310375E1,4.389389157E-1,6.713465452E-1,4.401250482E-1
1.004310175E1,-1.412239820E-1,9.378142953E-1,4.439620674E-1
1.005310075E1,-6.185897589E-1,9.597651362E-1,2.952783108E-1
1.006309875E1,-7.073644400E-1,7.063308954E-1,-2.712516114E-3
1.007309675E1,-4.915860891E-1,4.064131677E-1,-2.789699435E-1
1.008309575E1,-3.861537576E-1,2.455366403E-1,-4.116865993E-1
1.009309375E1,-5.773660541E-1,2.713378966E-1,-3.903216720E-1
1.010309275E1,-1.003249645E0,3.091210723E-1,-3.721461892E-1
1.011309075E1,-1.338593602E0,-4.088367820E-1,-3.786738515E-1
1.012308875E1,-1.604802370E0,-1.766708970E0,-1.737522036E-1
1.013308775E1,-1.831131697E0,-2.578809500E0,-2.662028074E-1
1.014308575E1,-1.972223401E0,-2.623269796E0,-6.123141050E-1
1.015308475E1,-2.347660065E0,-2.226606369E0,-7.695119977E-1
1.016308275E1,-2.930736303E0,-1.594186306E0,-7.404962182E-1
1.017308075E1,-3.339291811E0,-1.001366138E0,-7.769386172E-1
1.018307975E1,-3.413198948E0,-5.380228758E-1,-9.135766625E-1
1.019307775E1,-3.328932285E0,-2.829868495E-1,-1.028924823E0
1.020307675E1,-3.227909088E0,-1.588028520E-1,-1.039330482E0
1.021307475E1,-3.129354715E0,-8.025529981E-2,-9.186468124E-1
1.022307275E1,-2.978616953E0,-1.662287712E-1,-7.522375584E-1
1.023307175E1,-2.765739918E0,-4.365119338E-1,-5.152508020E-1
1.024306975E1,-2.515986681E0,-7.397540212E-1,-1.728712022E-1
1.025306875E1,-2.269464970E0,-9.921428561E-1,2.111297250E-1
1.026306675E1,-2.089071512E0,-1.051771760E0,5.636432171E-1
1.027306475E1,-2.046630144E0,-9.795817733E-1,8.169173002E-1
1.028306375E1,-2.092975855E0,-8.297809362E-1,9.156821370E-1
1.029306175E1,-2.213445902E0,-6.654630899E-1,8.697159290E-1
1.030305975E1,-2.368458748E0,-4.490678608E-1,7.645236254E-1
1.031305800E1,-2.483044624E0,-1.716777831E-1,6.019996405E-1
1.032305600E1,-2.286418200E0,-3.864276111E-1,3.984203041E-1
1.033305500E1,-1.455788732E0,-1.563482523E0,6.059112027E-2
1.034305300E1,-3.682951629E-1,-3.137601137E0,-3.878843188E-1
1.035305100E1,-5.578568578E-1,-3.623600960E0,-7.555099726E-1
1.036305000E1,-1.680264115E0,-2.737573385E0,-9.589864612E-1
1.037304800E1,-2.243770599E0,-1.858573794E0,-9.699986577E-1
1.038304700E1,-2.089622498E0,-1.970072150E0,-1.103820920E0
1.039304500E1,-1.863850236E0,-2.642725468E0,-1.168575883E0
1.040304300E1,-1.582049251E0,-2.739060163E0,-1.197967172E0
1.041304200E1,-1.266818166E0,-2.616317034E0,-1.048848033E0
1.042304000E1,-9.145900607E-1,-2.634695053E0,-9.511588216E-1
1.043303900E1,-4.686934948E-1,-2.641824722E0,-1.005293965E0
1.044303700E1,6.385846436E-2,-2.577005386E0,-1.084162831E0
1.045303500E1,4.547803998E-1,-2.456216335E0,-1.064886093E0
1.046303400E1,7.144649625E-1,-2.102864265E0,-9.494201541E-1
1.047303200E1,9.688152075E-1,-1.515596032E0,-8.368240595E-1
1.048303100E1,1.239619017E0,-9.211964011E-1,-8.178515434E-1
1.049302900E1,1.499936104E0,-3.711598516E-1,-8.131864667E-1
1.050302700E1,1.778176308E0,-5.769380182E-2,-8.876469135E-1
1.051302600E1,2.046543837E0,1.528423876E-1,-9.603277445E-1
1.052302400E1,2.292170048E0,3.136353791E-1,-1.019510269E0
1.053302300E1,2.423474550E0,4.745281339E-1,-1.096360803E0
1.054302100E1,2.349994183E0,7.361590862E-1,-1.110992789E0
1.055301900E1,2.044095516E0,1.049101591E0,-1.035716653E0
1.056301800E1,1.688571811E0,1.406047106E0,-7.394184470E-1
1.057301600E1,1.443565488E0,1.777149558E0,-3.470871150E-1
1.058301500E1,9.181910753E-1,1.599585772E0,-1.101640090E-1
1.059301300E1,-1.867461577E-2,4.130095541E-1,-4.264617860E-1
1.060301100E1,-8.171886802E-1,-1.017468452E0,-6.605585814E-1
1.061301000E1,-1.146232367E0,-1.783746958E0,-4.400796890E-1
1.062300800E1,-1.081576347E0,-1.908714890E0,-1.392957717E-1
1.063300700E1,-8.589991927E-1,-1.521661758E0,1.381962895E-1
1.064300500E1,-6.212583184E-1,-1.093956709E0,3.473176360E-1
1.065300300E1,-4.732408822E-1,-7.425047755E-1,5.885172486E-1
1.066300200E1,-3.855499327E-1,-6.781899333E-1,9.269432425E-1
1.067300000E1,-4.403908253E-1,-6.545887589E-1,1.195134997E0
1.068299900E1,-7.635205388E-1,5.754558370E-3,9.960055351E-1
1.069299700E1,-8.243583441E-1,1.252676964E0,6.759865284E-1
1.070299500E1,-2.756329775E-1,2.766854048E0,5.543136597E-1
1.071299400E1,1.137382239E-1,4.028187275E0,3.889481425E-1
1.072299200E1,2.902592719E-1,4.166733742E0,2.253644466E-1
1.073299100E1,4.814225733E-1,3.334180355E0,2.078038305E-1
1.074298900E1,6.340170503E-1,1.650510550E0,2.338755280E-1
1.075298700E1,8.147668242E-1,-3.500647098E-2,4.541367888E-1
1.076298600E1,1.073485732E0,-3.828484714E-1,8.194312453E-1
1.077298400E1,1.336469650E0,3.141671121E-1,1.310737252E0
1.078298300E1,1.538783908E0,1.460207582E0,1.752988458E0
1.079298100E1,1.480192423E0,2.370548248E0,2.047045231E0
1.080297900E1,1.367007732E0,2.763263464E0,2.253624916E0
1.081297800E1,1.184528708E0,2.820776939E0,2.321480989E0
1.082297600E1,7.309393287E-1,2.327445984E0,1.953229308E0
1.083297500E1,1.693998426E-1,1.160114765E0,7.453427911E-1
1.084297300E1,-5.316931382E-2,2.124203593E-1,-8.082944751E-1
1.085297100E1,8.694239855E-1,-1.504289359E-1,-1.882919431E0
1.086297000E1,2.923959017E0,-4.796575308E-1,-1.804977655E0
1.087296800E1,4.085951805E0,-9.221987128E-1,-1.580707788E0
1.088296700E1,4.411279678E0,-1.060325980E0,-1.338265061E0
1.089296500E1,3.826754332E0,-2.905949652E-1,-1.167202234E0
1.090296300E1,2.608163357E0,7.877113819E-1,-8.742367029E-1
1.091296200E1,1.470567822E0,1.477087855E0,-5.407828093E-1
1.092296000E1,8.186598420E-1,1.738410115E0,-3.382782936E-1
1.093295900E1,5.543195605E-1,1.655135512E0,-2.146282345E-1
1.094295700E1,4.818347991E-1,1.552362204E0,-1.183705181E-1
1.095295500E1,4.329953790E-1,1.628601313E0,-1.021075621E-2
1.096295400E1,3.214418590E-1,1.836200833E0,1.118688956E-1
1.097295200E1,1.986813098E-1,1.965637922E0,2.094074190E-1
1.098295000E1,2.500115335E-1,2.022172928E0,2.683134675E-1
1.099294900E1,5.254388452E-1,1.923188210E0,2.739897072E-1
1.100294700E1,9.024229050E-1,1.676029325E0,2.820699513E-1
1.101294600E1,1.212138176E0,1.383953214E0,2.999006212E-1
1.102294400E1,1.406407595E0,1.066463828E0,3.361397684E-1
1.103294200E1,1.491645575E0,8.195648789E-1,3.798150718E-1
1.104294100E1,1.462938786E0,6.572495699E-1,4.168809354E-1
1.105293900E1,1.403163552E0,6.286901236E-1,4.416302443E-1
1.106293800E1,1.363840699E0,6.403528452E-1,4.834323227E-1
1.107293600E1,1.393038750E0,6.438959241E-1,5.298951268E-1
1.108293400E1,1.473648071E0,5.560262203E-1,5.604537129E-1
1.109293300E1,1.510453701E0,3.783978820E-1,5.559883714E-1
1.110293100E1,1.466023445E0,2.193299234E-1,4.662569463E-1
1.111293000E1,1.340295076E0,1.741328835E-1,3.394779861E-1
1.112292800E1,1.154933691E0,3.689441979E-1,2.558737695E-1
1.113292600E1,8.907926679E-1,7.411862016E-1,3.002497554E-1
1.114292500E1,5.655957460E-1,1.130484104E0,4.457075298E-1
1.115292300E1,2.267318964E-1,1.270602107E0,4.758198857E-1
1.116292200E1,-5.955847446E-4,1.093960047E0,2.974379659E-1
1.117292000E1,-1.927979104E-2,7.944771051E-1,8.136480302E-2
1.118291800E1,1.013507843E-1,5.689874291E-1,-1.229004934E-1
1.119291700E1,2.096831203E-1,4.937725663E-1,-2.913965583E-1
1.120291500E1,1.340718716E-1,6.557004452E-1,-3.223349154E-1
1.121291400E1,-2.855919898E-1,7.816932797E-1,-1.910759658E-1
1.122291200E1,-9.537056684E-1,3.770748377E-1,-5.796095729E-2
1.123291000E1,-1.427429914E0,-4.319612682E-1,-1.045058221E-1
1.124290900E1,-1.657930017E0,-9.792492986E-1,-3.484093845E-1
1.125290700E1,-1.668704629E0,-1.242655873E0,-7.990069389E-1
1.126290500E1,-1.658646464E0,-1.742667079E0,-1.072686434E0
1.127290400E1,-1.830068588E0,-2.150559664E0,-8.984381557E-1
1.128290200E1,-2.182801247E0,-2.172360182E0,-9.117852449E-1
1.129290100E1,-2.575891018E0,-2.040987968E0,-9.355742335E-1
1.130289900E1,-2.819194794E0,-1.780954719E0,-9.889076352E-1
1.131289750E1,-2.886898756E0,-1.562507510E0,-1.058909297E0
1.132289650E1,-2.890163422E0,-1.310649037E0,-1.008062243E0
1.133289450E1,-2.910167456E0,-1.068815827E0,-8.752864003E-1
1.134289350E1,-2.868439674E0,-9.152500629E-1,-6.728153229E-1
1.135289150E1,-2.734887123E0,-8.236961365E-1,-3.950095773E-1
1.136288950E1,-2.521373987E0,-7.835533619E-1,-3.350712731E-2
1.137288850E1,-2.267920017E0,-7.648233771E-1,3.354378939E-1
1.138288650E1,-2.028989077E0,-7.017455697E-1,6.028645039E-1
1.139288550E1,-1.906932116E0,-6.426241994E-1,7.238066196E-1
1.140288350E1,-1.886188269E0,-6.068073511E-1,6.725562215E-1
1.141288150E1,-1.905087709E0,-5.682187080E-1,4.955926239E-1
1.142288050E1,-1.933834314E0,-4.524613619E-1,3.730422854E-1
1.143287850E1,-1.968930602E0,-2.201295942E-1,3.552265465E-1
1.144287750E1,-1.977666020E0,3.785801306E-2,3.640000224E-1
1.145287550E1,-1.789949298E0,-5.132299662E-2,3.592143357E-1
1.146287350E1,-1.340649843E0,-7.736012936E-1,3.198279738E-1
1.147287250E1,-5.476909280E-1,-2.331840038E0,2.443891764E-1
1.148287050E1,-4.198836088E-1,-3.873716354E0,-1.786444336E-1
1.149286950E1,-1.336345792E0,-4.217508793E0,-6.262179613E-1
1.150286750E1,-2.140357971E0,-3.539123297E0,-6.990441680E-1
1.151286550E1,-2.431900978E0,-2.604238987E0,-6.601937413E-1
1.152286450E1,-2.127882481E0,-2.164276600E0,-6.082793474E-1
1.153286250E1,-1.560504675E0,-1.975214481E0,-6.162559986E-1
1.154286050E1,-1.020036340E0,-1.722482443E0,-5.640035868E-1
1.155285950E1,-5.332021713E-1,-1.721327662E0,-5.228066444E-1
1.156285750E1,-1.376880258E-1,-1.713723421E0,-5.879271626E-1
1.157285650E1,2.213369757E-1,-1.703279018E0,-6.866217852E-1
1.158285450E1,5.366567969E-1,-1.691658020E0,-7.429462671E-1
1.159285250E1,7.488638759E-1,-1.536153913E0,-7.282685041E-1
1.160285150E1,8.803809881E-1,-1.254052281E0,-6.757979989E-1
1.161284950E1,1.016497850E0,-1.024244070E0,-6.355930567E-1
1.162284850E1,1.134437203E0,-8.444801569E-1,-5.908423066E-1
1.163284650E1,1.290683270E0,-7.123056054E-1,-6.011708379E-1
1.164284450E1,1.493569374E0,-5.463489294E-1,-6.345246434E-1
1.165284350E1,1.704320550E0,-2.943428159E-1,-6.270102262E-1
1.166284150E1,1.866552472E0,-1.073374078E-1,-6.621676087E-1
1.167284050E1,1.926917315E0,5.375108123E-2,-6.954100132E-1
1.168283850E1,1.846205592E0,2.565935552E-1,-6.520813704E-1
1.169283650E1,1.626951814E0,4.827414751E-1,-5.530768037E-1
1.170283550E1,1.278737068E0,7.926915288E-1,-4.169094265E-1
1.171283350E1,8.345107436E-1,9.617393613E-1,-2.644453049E-1
1.172283250E1,3.465155959E-1,6.711272597E-1,-2.698615193E-1
