"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.113969367E1,-2.771993399E0,-4.915930927E-1,6.709136814E-2
3.114969167E1,-2.638821363E0,-9.141947031E-1,7.914111018E-2
3.115968967E1,-2.273739576E0,-1.749382973E0,3.465431184E-2
3.116968867E1,-1.437715888E0,-2.992542267E0,-2.161845714E-1
3.117968667E1,-7.425240278E-1,-3.965868473E0,-5.320990086E-1
3.118968467E1,-9.522993565E-1,-3.977485895E0,-7.541640401E-1
3.119968367E1,-1.695334077E0,-3.186061382E0,-9.022548795E-1
3.120968167E1,-2.035261631E0,-2.340296984E0,-1.009046316E0
3.121968067E1,-1.794536829E0,-2.142794609E0,-1.081755280E0
3.122967867E1,-1.278566122E0,-2.481422186E0,-1.128138781E0
3.123967667E1,-8.957292438E-1,-2.847542763E0,-1.177456021E0
3.124967567E1,-7.711273432E-1,-2.833343744E0,-1.178383350E0
3.125967367E1,-6.279303432E-1,-2.823760748E0,-9.958196282E-1
3.126967167E1,-2.805662155E-1,-2.821497202E0,-8.783531785E-1
3.127967067E1,1.148204952E-1,-2.789908171E0,-8.229992986E-1
3.128966867E1,4.676890671E-1,-2.514919996E0,-7.554634213E-1
3.129966767E1,7.550128102E-1,-2.063591480E0,-6.584911346E-1
3.130966567E1,1.027710795E0,-1.580669761E0,-5.800006390E-1
3.131966367E1,1.343325019E0,-1.015289307E0,-5.306705236E-1
3.132966300E1,1.653862357E0,-4.860007167E-1,-5.647901893E-1
3.133966100E1,1.912557840E0,-4.727075994E-2,-6.269989610E-1
3.134965900E1,2.178739071E0,2.929637730E-1,-7.168098092E-1
3.135965800E1,2.430291414E0,5.872860551E-1,-7.700848579E-1
3.136965600E1,2.554754972E0,8.308297396E-1,-8.101865053E-1
3.137965500E1,2.478740931E0,1.055735111E0,-7.943177223E-1
3.138965300E1,2.137274027E0,1.305904984E0,-7.045140266E-1
3.139965100E1,1.399460673E0,1.574471235E0,-3.418170810E-1
3.140965000E1,6.650549173E-1,1.952732444E0,-7.805334032E-2
3.141964800E1,-6.568218023E-2,1.197255969E0,-3.950569630E-1
3.142964600E1,-8.501260877E-1,9.289976209E-2,-1.028645873E0
3.143964500E1,-1.106186867E0,-5.153748989E-1,-1.233695030E0
3.144964300E1,-9.861413836E-1,-7.847248316E-1,-1.007745266E0
3.145964200E1,-7.643641233E-1,-7.968413234E-1,-5.025452375E-1
3.146964000E1,-5.988550782E-1,-7.751448154E-1,2.446126565E-2
3.147963800E1,-4.456256926E-1,-6.514829993E-1,4.163895845E-1
3.148963700E1,-3.144554198E-1,-5.318330526E-1,7.190544009E-1
3.149963500E1,-1.316600889E-1,-7.757241726E-1,1.243245006E0
3.150963400E1,-2.128199190E-1,-1.103521466E0,1.714106798E0
3.151963200E1,-1.003094316E0,-5.245118737E-1,1.683442473E0
3.152963000E1,-1.072434902E0,6.602283716E-1,1.155158997E0
3.153962900E1,-6.290163398E-1,1.986431599E0,8.075921535E-1
3.154962700E1,-3.174414337E-1,2.936943769E0,5.396243930E-1
3.155962500E1,-4.175554030E-3,3.069528341E0,3.148812056E-1
3.156962400E1,3.311451674E-1,2.322832823E0,2.038180679E-1
3.157962200E1,5.919616818E-1,1.090768218E0,3.706141412E-1
3.158962100E1,8.781819940E-1,5.195508599E-1,6.961557269E-1
3.159961900E1,1.236363173E0,5.954676867E-1,1.053478956E0
3.160961700E1,1.623315930E0,9.412826300E-1,1.380750418E0
3.161961600E1,1.924834728E0,1.241938710E0,1.753607392E0
3.162961400E1,2.016508579E0,1.669037104E0,2.095199823E0
3.163961200E1,1.923775911E0,2.108736753E0,2.346529484E0
3.164961100E1,1.682765603E0,2.294423580E0,2.487517595E0
3.165960900E1,1.211747289E0,2.140726328E0,2.349612474E0
3.166960800E1,6.336495280E-1,1.423272610E0,1.406817675E0
3.167960600E1,3.358200490E-1,5.312275290E-1,-1.311637610E-1
3.168960400E1,1.079492688E0,2.770673931E-1,-1.322843194E0
3.169960300E1,2.285777330E0,2.624368370E-1,-1.730277061E0
3.170960100E1,2.947691441E0,3.535140157E-1,-1.681855202E0
3.171959900E1,2.992451906E0,6.841056347E-1,-1.431769967E0
3.172959800E1,2.670381308E0,1.224604011E0,-1.298952222E0
3.173959600E1,2.228567123E0,1.609381914E0,-1.183661222E0
3.174959400E1,1.875694394E0,1.654931784E0,-1.074195147E0
3.175959300E1,1.806672692E0,1.305077195E0,-8.723421097E-1
3.176959100E1,1.787950397E0,9.178695679E-1,-6.439989805E-1
3.177959000E1,1.516601920E0,7.862401605E-1,-4.183046520E-1
3.178958800E1,1.112330437E0,8.632345796E-1,-2.621547282E-1
3.179958600E1,7.618951797E-1,1.013650537E0,-1.222205311E-1
3.180958500E1,6.179428101E-1,1.301185369E0,1.702523604E-2
3.181958300E1,6.511516571E-1,1.669876695E0,2.215376496E-1
3.182958100E1,7.299087644E-1,1.949873209E0,3.824517131E-1
3.183958000E1,7.395825386E-1,1.997691512E0,3.975558281E-1
3.184957800E1,6.943162680E-1,1.844700933E0,3.255016208E-1
3.185957700E1,6.973454952E-1,1.664450526E0,2.482970953E-1
3.186957500E1,8.277469277E-1,1.579719067E0,2.408418357E-1
3.187957300E1,1.113719225E0,1.613097429E0,2.910578251E-1
3.188957200E1,1.468593717E0,1.694500685E0,3.393459916E-1
3.189957000E1,1.736993670E0,1.678086996E0,3.886085749E-1
3.190956800E1,1.770009160E0,1.236577749E0,4.495912492E-1
3.191956700E1,1.656741738E0,5.036561489E-1,5.382086039E-1
3.192956500E1,1.561139822E0,-1.343828887E-1,6.623318791E-1
3.193956400E1,1.498796344E0,-4.495357871E-1,7.751449943E-1
3.194956200E1,1.428878188E0,-4.028345942E-1,8.358147740E-1
3.195956000E1,1.267861009E0,-1.573885530E-1,7.707784772E-1
3.196955900E1,1.030606389E0,1.035210863E-1,6.427749395E-1
3.197955700E1,8.280016184E-1,2.999097705E-1,5.421606898E-1
3.198955500E1,7.096821666E-1,4.708120227E-1,4.998705089E-1
3.199955400E1,6.033348441E-1,6.544865370E-1,4.601715207E-1
3.200955200E1,4.043644667E-1,7.760390639E-1,3.737135828E-1
3.201955100E1,1.689173579E-1,6.754764318E-1,2.179913372E-1
3.202954900E1,6.168889627E-2,3.221220970E-1,1.684091985E-2
3.203954700E1,1.313829422E-1,-1.361522079E-1,-1.714803129E-1
3.204954600E1,2.103789598E-1,-3.876851201E-1,-3.686602116E-1
3.205954400E1,1.092243642E-1,-2.778102756E-1,-6.190493107E-1
3.206954200E1,-1.242597550E-1,1.249640808E-1,-6.932681203E-1
3.207954100E1,-4.506983161E-1,3.135597110E-1,-4.807124734E-1
3.208953900E1,-8.042539358E-1,-8.616053313E-2,-2.443737090E-1
3.209953800E1,-1.108531356E0,-9.360651374E-1,-9.721130878E-2
3.210953600E1,-1.369063377E0,-1.694022179E0,-7.308573276E-2
3.211953400E1,-1.554963470E0,-2.156241417E0,-3.573278785E-1
3.212953300E1,-1.717716455E0,-2.237841845E0,-6.583881378E-1
3.213953100E1,-2.168544292E0,-1.973316073E0,-6.740162373E-1
3.214952900E1,-2.815209866E0,-1.359738827E0,-7.054050565E-1
3.215952800E1,-3.295320511E0,-7.778581977E-1,-8.558644056E-1
3.216952600E1,-3.410652876E0,-6.097728014E-1,-1.025308609E0
3.217952400E1,-3.260471821E0,-5.624322295E-1,-1.203991652E0
3.218952300E1,-3.191637993E0,-5.413357615E-1,-1.266188741E0
3.219952100E1,-3.178067446E0,-5.369898081E-1,-1.166697621E0
3.220952000E1,-3.096046448E0,-5.045973063E-1,-1.026729584E0
3.221951800E1,-2.976070166E0,-5.041641593E-1,-9.465031624E-1
3.222951600E1,-2.802839518E0,-6.026518345E-1,-8.370736241E-1
3.223951500E1,-2.671354294E0,-6.498999596E-1,-6.034186482E-1
3.224951300E1,-2.608159781E0,-6.150205135E-1,-2.610948980E-1
3.225951100E1,-2.592175245E0,-5.586157441E-1,1.358782351E-1
3.226951000E1,-2.577885866E0,-5.072388053E-1,4.153572917E-1
3.227950800E1,-2.534538031E0,-5.304201245E-1,5.278692842E-1
3.228950700E1,-2.338649988E0,-8.619602919E-1,4.564001858E-1
3.229950500E1,-2.267469645E0,-1.112174988E0,1.852034032E-1
3.230950300E1,-1.879930496E0,-1.795770645E0,3.652630746E-2
3.231950200E1,-1.045994639E0,-3.117082596E0,-1.950747371E-1
3.232950354E1,-5.664538741E-1,-3.857045174E0,-5.816013813E-1
3.233950154E1,-1.123177886E0,-3.545175314E0,-1.051237226E0
3.234950054E1,-1.981545806E0,-2.456610203E0,-1.277915716E0
3.235949854E1,-2.237142086E0,-1.669019103E0,-1.225782871E0
3.236949654E1,-2.040412188E0,-1.980600119E0,-1.181467056E0
3.237949554E1,-1.822960973E0,-2.644968271E0,-1.192602277E0
3.238949354E1,-1.657306790E0,-3.017682552E0,-1.194711685E0
3.239949254E1,-1.427400112E0,-3.128080368E0,-1.049905419E0
3.240949054E1,-1.102552533E0,-3.108957291E0,-8.106496930E-1
3.241948854E1,-6.966828108E-1,-2.988101244E0,-6.680724621E-1
3.242948754E1,-2.704375088E-1,-2.845637798E0,-5.840137601E-1
3.243948554E1,1.099778563E-1,-2.592069387E0,-4.545353651E-1
3.244948354E1,4.103163779E-1,-2.245955229E0,-3.056697249E-1
3.245948254E1,7.053909898E-1,-1.752078772E0,-2.741863728E-1
3.246948054E1,1.026903272E0,-1.087018847E0,-3.073491156E-1
3.247947954E1,1.329035044E0,-3.847060502E-1,-3.629961610E-1
3.248947754E1,1.616186380E0,1.659826785E-1,-4.030317366E-1
3.249947554E1,1.895160198E0,5.225404501E-1,-4.232798815E-1
3.250947454E1,2.155055761E0,7.252200842E-1,-4.549041092E-1
3.251947254E1,2.403123856E0,8.945345879E-1,-5.413464308E-1
3.252947154E1,2.617512941E0,1.073434114E0,-6.229885817E-1
3.253946954E1,2.683867693E0,1.107402325E0,-6.266335249E-1
3.254946754E1,2.605695724E0,9.285237193E-1,-5.698266625E-1
3.255946654E1,2.422608137E0,8.573884964E-1,-4.897683561E-1
3.256946454E1,1.837107539E0,1.084987402E0,-1.048640981E-1
3.257946254E1,7.655948400E-1,1.188015938E0,3.081163764E-1
3.258946154E1,-6.690068841E-1,4.928743839E-1,-2.869014442E-1
3.259945954E1,-1.429619312E0,-7.824161649E-2,-9.081445336E-1
3.260945854E1,-1.460806012E0,-5.082297325E-1,-8.340111971E-1
3.261945654E1,-1.196529150E0,-8.796616793E-1,-5.684956312E-1
3.262945454E1,-8.640783429E-1,-9.195597768E-1,-1.857988536E-1
3.263945354E1,-7.195030451E-1,-9.365856051E-1,1.999055445E-1
3.264945154E1,-8.069727421E-1,-9.460570812E-1,6.480069160E-1
3.265944954E1,-1.076704383E0,-7.973298430E-1,1.112600803E0
3.266944854E1,-1.107969046E0,-8.948479295E-1,1.626491070E0
3.267944654E1,-7.422073483E-1,-6.605745554E-1,1.473243475E0
3.268944554E1,-3.556937575E-1,1.990427226E-1,1.030951262E0
3.269944354E1,-6.939644367E-2,1.295396447E0,7.363269925E-1
3.270944154E1,2.502766252E-1,2.152296305E0,5.543662310E-1
3.271944054E1,4.422051013E-1,2.604436636E0,4.276266694E-1
3.272943854E1,6.328877211E-1,2.574311256E0,3.952522278E-1
3.273943754E1,9.290952682E-1,2.286917925E0,4.525380433E-1
3.274943554E1,1.246357679E0,1.943480611E0,5.908791423E-1
3.275943354E1,1.522727013E0,1.844073772E0,7.743965983E-1
3.276943254E1,1.791624784E0,1.984669209E0,9.621310830E-1
3.277943054E1,2.047116995E0,2.134889126E0,1.219678164E0
3.278942854E1,2.131329775E0,2.369318485E0,1.571345091E0
3.279942754E1,2.187911034E0,2.500789642E0,1.849783540E0
3.280942554E1,2.072016716E0,2.593402624E0,1.926356792E0
3.281942354E1,1.864611387E0,2.658418179E0,1.929669380E0
3.282942254E1,1.498772621E0,2.585370541E0,1.807233214E0
3.283942054E1,1.018850446E0,2.028777599E0,1.192236900E0
3.284941954E1,6.543594003E-1,1.153575659E0,-4.508876055E-2
3.285941754E1,6.988179684E-1,7.183232903E-1,-1.302980423E0
3.286941554E1,1.442623138E0,8.794757128E-1,-1.866628528E0
3.287941454E1,2.718570948E0,1.171248913E0,-1.543529749E0
3.288941254E1,3.439971209E0,1.259456277E0,-1.054417849E0
3.289941054E1,3.297890663E0,1.408490419E0,-8.162012100E-1
3.290940954E1,2.493800402E0,1.624447823E0,-8.810774088E-1
3.291940754E1,1.589164257E0,1.491020441E0,-8.504936099E-1
3.292940654E1,1.031607866E0,1.174886703E0,-4.855539799E-1
3.293940454E1,8.048904538E-1,9.533396363E-1,-2.501931190E-1
3.294940254E1,7.056895494E-1,1.022776008E0,-1.690071672E-1
3.295940154E1,6.456654668E-1,1.214693308E0,-9.967885911E-3
3.296939954E1,5.940803289E-1,1.564784646E0,1.719454676E-1
3.297939754E1,5.102093816E-1,1.883893728E0,2.923142314E-1
3.298939654E1,4.383982718E-1,2.025147676E0,3.642126322E-1
3.299939454E1,3.843827546E-1,2.029837132E0,3.461416662E-1
3.300939354E1,4.335167706E-1,2.055726528E0,2.866639793E-1
3.301939154E1,5.519693494E-1,2.131563663E0,2.348663360E-1
3.302938954E1,7.130495906E-1,2.213041067E0,2.584752738E-1
3.303938854E1,8.001789451E-1,2.136893034E0,3.346526027E-1
3.304938654E1,8.155493736E-1,1.911828995E0,4.045707285E-1
3.305938454E1,8.453983068E-1,1.640461683E0,3.701125383E-1
3.306938354E1,1.001965523E0,1.424674749E0,3.268716037E-1
3.307938154E1,1.184595585E0,1.098981380E0,3.361047804E-1
3.308938054E1,1.322728872E0,6.223527193E-1,4.059544504E-1
3.309937854E1,1.378780484E0,1.923334152E-1,4.830766618E-1
3.310937654E1,1.364571929E0,-6.746140122E-2,5.702523589E-1
3.311937554E1,1.284961104E0,-9.275511652E-2,6.690146327E-1
3.312937354E1,1.145774961E0,6.485395133E-2,7.550317645E-1
3.313937154E1,9.385612011E-1,2.721760273E-1,8.055664301E-1
3.314937054E1,6.954076886E-1,3.634239435E-1,8.111662865E-1
3.315936854E1,4.530890882E-1,3.682144284E-1,7.752646208E-1
3.316936654E1,2.749281526E-1,4.159369469E-1,6.623276472E-1
3.317936554E1,1.823220551E-1,5.930808187E-1,4.529502094E-1
3.318936354E1,1.739906222E-1,7.981638908E-1,2.265301198E-1
3.319936254E1,1.949385703E-1,7.566940188E-1,-1.332923211E-2
3.320936054E1,2.432957143E-1,3.654288054E-1,-2.665297985E-1
3.321935854E1,2.755658031E-1,-1.767408103E-1,-4.437787831E-1
3.322935754E1,1.980499923E-1,-4.957973361E-1,-5.042034984E-1
3.323935554E1,5.000556260E-2,-3.782778680E-1,-4.747726321E-1
3.324935354E1,-2.645204365E-1,-1.616829783E-1,-3.588582873E-1
3.325935254E1,-7.240938544E-1,-4.901567400E-1,-2.167295814E-1
3.326935054E1,-1.081028342E0,-1.117877960E0,-1.132111847E-1
3.327934954E1,-1.403606772E0,-1.371995449E0,4.666377231E-2
3.328934754E1,-1.674067497E0,-1.483461976E0,2.912562806E-3
3.329934554E1,-1.889937401E0,-1.832392097E0,-2.992970645E-1
3.330934454E1,-2.086736679E0,-1.975470424E0,-5.128703713E-1
3.331934254E1,-2.353753805E0,-1.843420982E0,-5.437794924E-1
3.332933604E1,-2.693330288E0,-1.572385311E0,-7.092251778E-1
3.333933504E1,-2.887305975E0,-1.328118443E0,-8.752930760E-1
3.334933304E1,-2.923645973E0,-1.161797047E0,-1.068886161E0
3.335933104E1,-2.889153481E0,-9.807054400E-1,-1.141360283E0
3.336933004E1,-2.832257032E0,-7.242331505E-1,-1.076563358E0
3.337932804E1,-2.788763285E0,-5.493488312E-1,-1.021833897E0
3.338932704E1,-2.763715267E0,-5.393840671E-1,-1.045706272E0
3.339932504E1,-2.761319876E0,-7.035165429E-1,-1.092193961E0
3.340932304E1,-2.771963358E0,-8.978772163E-1,-1.057964921E0
3.341932204E1,-2.757351637E0,-1.027690768E0,-8.368611932E-1
3.342932004E1,-2.684262514E0,-1.104033470E0,-4.470542967E-1
3.343931804E1,-2.528593302E0,-1.202792764E0,1.818864420E-2
3.344931704E1,-2.348282814E0,-1.325147390E0,3.602735698E-1
3.345931504E1,-2.184423208E0,-1.433472872E0,5.693167448E-1
3.346931404E1,-2.004001141E0,-1.595361114E0,5.017033219E-1
3.347931204E1,-1.856080890E0,-1.649853110E0,2.796661854E-1
3.348931004E1,-1.501948118E0,-2.041586637E0,6.884209812E-2
3.349930904E1,-9.392743707E-1,-2.886320591E0,-2.227377445E-1
3.350930704E1,-7.792687416E-1,-3.488724709E0,-5.399436951E-1
3.351930504E1,-1.364616036E0,-3.440250158E0,-8.441482186E-1
3.352930404E1,-2.004161358E0,-3.049968958E0,-1.004047871E0
3.353930204E1,-2.266044378E0,-2.701737881E0,-1.047977567E0
3.354930104E1,-2.119202137E0,-2.627880573E0,-1.126455903E0
3.355929904E1,-1.701717854E0,-2.620501041E0,-1.281010747E0
3.356929704E1,-1.187505841E0,-2.484794855E0,-1.411378384E0
3.357929604E1,-7.709692121E-1,-2.315411568E0,-1.444913149E0
3.358929404E1,-5.027273893E-1,-2.245009899E0,-1.325833678E0
3.359929204E1,-2.934843898E-1,-2.351533175E0,-1.212458968E0
3.360929104E1,-1.025123075E-1,-2.248862982E0,-1.081717730E0
3.361928904E1,1.669002473E-1,-1.918738842E0,-9.374537468E-1
3.362928804E1,4.615135193E-1,-1.605438709E0,-8.357018232E-1
3.363928604E1,7.342819571E-1,-1.186374664E0,-7.238001227E-1
3.364928404E1,1.029278398E0,-8.480815291E-1,-6.462405920E-1
3.365928304E1,1.311301589E0,-6.011138558E-1,-6.034717560E-1
3.366928104E1,1.569318414E0,-3.470922410E-1,-5.443032384E-1
3.367927904E1,1.818511724E0,-1.416153759E-1,-4.896150231E-1
3.368927804E1,2.042529583E0,5.867644399E-2,-4.676660597E-1
3.369927604E1,2.245845079E0,2.592307031E-1,-4.783662856E-1
3.370927504E1,2.317931414E0,5.605484247E-1,-4.054193795E-1
3.371927304E1,2.233935595E0,6.528130174E-1,-3.473913670E-1
3.372927104E1,2.007529736E0,5.621558428E-1,-2.641555965E-1
3.373927004E1,1.595095992E0,5.296413898E-1,9.625740349E-3
3.374926804E1,9.583544135E-1,6.385817528E-1,2.575420737E-1
3.375926604E1,4.336955026E-4,2.248544544E-1,-2.435507476E-1
3.376926504E1,-7.111533880E-1,-4.177476764E-1,-9.195212722E-1
3.377926304E1,-9.489786029E-1,-7.354576588E-1,-9.604732394E-1
3.378926204E1,-8.445954323E-1,-8.778491616E-1,-7.408093214E-1
3.379926004E1,-6.638613939E-1,-6.932220459E-1,-4.356176853E-1
3.380925804E1,-5.576283932E-1,-4.780849516E-1,-5.731246620E-2
3.381925704E1,-5.437799096E-1,-3.503064811E-1,4.494742155E-1
3.382925504E1,-4.640784562E-1,-5.656973720E-1,1.186023951E0
3.383925404E1,-4.228490591E-1,-8.214247823E-1,1.534495473E0
3.384925204E1,-1.164261103E0,-8.849627376E-1,1.647610307E0
3.385925004E1,-1.647622466E0,-1.770623177E-1,1.332747936E0
3.386924904E1,-9.623660445E-1,9.276025295E-1,7.967484593E-1
3.387924704E1,-3.453417718E-1,1.889277339E0,2.817158401E-1
3.388924504E1,2.219277769E-1,2.295038939E0,5.801857263E-2
3.389924404E1,6.610811949E-1,2.231781721E0,8.795761317E-2
3.390924204E1,9.078028202E-1,1.802468896E0,2.185222805E-1
3.391924104E1,1.091242433E0,1.618137479E0,3.620398343E-1
3.392923904E1,1.366462827E0,2.017441511E0,5.730649829E-1
3.393923704E1,1.751751304E0,2.631723404E0,8.175052404E-1
3.394923604E1,2.135486364E0,2.969996691E0,1.170246720E0
3.395923404E1,2.394596338E0,3.018353701E0,1.698532581E0
3.396923204E1,2.466398478E0,3.227445841E0,2.131903172E0
3.397923104E1,2.348615885E0,3.412970304E0,2.430965185E0
3.398922904E1,2.018124819E0,3.578875065E0,2.654154062E0
3.399922804E1,1.389159322E0,3.308042288E0,2.494998932E0
3.400922604E1,5.234453678E-1,2.189880610E0,1.451107144E0
3.401922404E1,1.384805702E-2,1.037558198E0,-7.470349781E-3
3.402922304E1,6.381747723E-1,5.107334852E-1,-9.201532006E-1
3.403922104E1,1.678329825E0,2.445232421E-1,-1.209478617E0
3.404921904E1,2.317033529E0,2.571649849E-1,-1.171286225E0
3.405921804E1,2.487933636E0,6.288302541E-1,-9.470007420E-1
3.406921604E1,2.318842888E0,1.092494130E0,-8.012712598E-1
3.407921404E1,1.979943395E0,1.300184011E0,-6.902922988E-1
3.408921304E1,1.711938262E0,1.004311919E0,-5.748120546E-1
3.409921104E1,1.672876000E0,3.342939019E-1,-4.654482305E-1
3.410921004E1,1.605746746E0,-8.280424029E-2,-2.899912000E-1
3.411920804E1,1.390297532E0,-1.623327732E-1,-1.151309311E-1
3.412920604E1,1.085227132E0,2.881793082E-1,-3.318600357E-2
3.413920504E1,8.828024268E-1,7.871719003E-1,5.734260008E-2
3.414920304E1,7.499564886E-1,1.070483685E0,6.727406383E-2
3.415920104E1,6.372504830E-1,1.260156512E0,5.668571591E-2
3.416920004E1,5.673590302E-1,1.504387856E0,1.006968468E-1
3.417919804E1,5.371819735E-1,1.709580541E0,1.461704671E-1
3.418919704E1,5.155438185E-1,1.736837506E0,1.276116967E-1
3.419919504E1,5.289999843E-1,1.711438656E0,7.438181341E-2
3.420919304E1,5.586779714E-1,1.641527534E0,1.598711461E-1
3.421919204E1,6.512814164E-1,1.533446908E0,3.215319216E-1
3.422919004E1,8.333913088E-1,1.360645056E0,3.942663372E-1
3.423918804E1,1.008952618E0,1.107068300E0,4.202440381E-1
3.424918704E1,1.174575925E0,7.826329470E-1,4.415266812E-1
3.425918504E1,1.403930902E0,5.961025357E-1,4.855276942E-1
3.426918404E1,1.633887410E0,4.922187924E-1,5.283561349E-1
3.427918204E1,1.796527267E0,2.399650514E-1,5.636205673E-1
3.428918004E1,1.873340011E0,-1.012663171E-1,6.490225196E-1
3.429917904E1,1.874455333E0,-3.725923300E-1,6.930252314E-1
3.430917704E1,1.790645123E0,-5.125821829E-1,6.757999063E-1
3.431917504E1,1.606016755E0,-4.542656839E-1,6.034035087E-1
3.432917850E1,1.310536146E0,-9.916298836E-2,5.236783028E-1
3.433917650E1,8.984708190E-1,5.361618996E-1,5.205545425E-1
3.434917550E1,4.560425282E-1,1.258858323E0,5.557130575E-1
3.435917350E1,5.167699233E-2,1.692885399E0,5.300419331E-1
3.436917150E1,-1.842598915E-1,1.630051017E0,3.388001025E-1
3.437917050E1,-1.606370956E-1,1.130947232E0,4.499766231E-2
3.438916850E1,1.043266580E-1,4.863748252E-1,-1.754076779E-1
3.439916650E1,3.462063372E-1,-1.451267749E-1,-3.004583418E-1
3.440916550E1,3.116981387E-1,-4.208790064E-1,-4.557858706E-1
3.441916350E1,1.477436442E-2,-1.990967691E-1,-5.447927713E-1
3.442916150E1,-4.549510479E-1,6.901776791E-2,-4.355901480E-1
3.443916050E1,-9.074553847E-1,-1.875776649E-1,-3.762749135E-1
3.444915850E1,-1.246340513E0,-7.390637398E-1,-3.310459256E-1
3.445915750E1,-1.524593234E0,-1.277383327E0,-4.799287617E-1
3.446915550E1,-1.872030497E0,-1.567223191E0,-7.878695130E-1
3.447915350E1,-2.180999994E0,-1.644274592E0,-9.958900213E-1
3.448915250E1,-2.480940342E0,-1.662940502E0,-9.136424661E-1
3.449915050E1,-2.790464640E0,-1.581152320E0,-8.538947701E-1
3.450914850E1,-3.097227097E0,-1.465245366E0,-9.152409434E-1
3.451914750E1,-3.255004644E0,-1.288238764E0,-9.860242009E-1
3.452914550E1,-3.276125431E0,-1.125001907E0,-1.124629617E0
3.453914350E1,-3.269295931E0,-9.631900787E-1,-1.215844274E0
3.454914250E1,-3.220187426E0,-7.972114682E-1,-1.210624814E0
3.455914050E1,-3.085831165E0,-7.604206800E-1,-1.097058535E0
3.456913950E1,-2.876312494E0,-8.591363430E-1,-8.230733275E-1
3.457913750E1,-2.637135983E0,-1.055949092E0,-3.347912431E-1
3.458913550E1,-2.407631397E0,-1.192044616E0,2.972349524E-1
3.459913450E1,-2.243385553E0,-1.156403303E0,8.225497603E-1
3.460913250E1,-2.144994020E0,-1.033373475E0,1.053070784E0
3.461913050E1,-2.083787441E0,-9.842644930E-1,9.715442061E-1
3.462912950E1,-2.095462799E0,-9.842309356E-1,7.356592417E-1
3.463912750E1,-2.151169062E0,-1.030787230E0,4.313908517E-1
3.464912650E1,-2.160265446E0,-1.233466864E0,3.735939041E-2
3.465912450E1,-1.912143946E0,-1.312012792E0,-3.786685765E-1
3.466912250E1,-1.626629710E0,-2.032519579E0,-5.387365818E-1
3.467912150E1,-1.579517484E0,-3.100289822E0,-5.900577307E-1
3.468911950E1,-1.993656635E0,-3.093694448E0,-7.992431521E-1
3.469911750E1,-2.392796755E0,-2.328344345E0,-8.928242326E-1
3.470911650E1,-2.369737387E0,-2.008747816E0,-9.026228189E-1
3.471911450E1,-2.182368279E0,-2.499412060E0,-1.011017203E0
3.472911350E1,-1.924258471E0,-2.869957924E0,-1.291150570E0
3.473911150E1,-1.582269549E0,-2.849269629E0,-1.428750992E0
3.474910950E1,-1.187604547E0,-2.733062506E0,-1.223383427E0
3.475910850E1,-8.712283969E-1,-2.743262529E0,-1.002862930E0
3.476910650E1,-5.379447341E-1,-2.683411121E0,-9.865664840E-1
3.477910450E1,-1.091632843E-1,-2.595279217E0,-1.023535967E0
3.478910350E1,2.526268661E-1,-2.390111446E0,-9.253305793E-1
3.479910150E1,5.689847469E-1,-2.019109726E0,-8.126983643E-1
3.480910050E1,8.335080147E-1,-1.568459868E0,-7.354164124E-1
3.481909850E1,1.098587990E0,-1.046564221E0,-6.505492926E-1
3.482909650E1,1.368771791E0,-6.736428142E-1,-6.514191031E-1
3.483909550E1,1.650089741E0,-3.497325182E-1,-6.327811480E-1
3.484909350E1,1.927340746E0,-9.874928743E-2,-6.100420356E-1
3.485909150E1,2.208983183E0,3.991045803E-2,-6.688842773E-1
3.486909050E1,2.471556425E0,3.340353072E-1,-7.100943327E-1
3.487908850E1,2.641647816E0,6.580705047E-1,-7.203912735E-1
3.488908750E1,2.627112389E0,9.647300839E-1,-7.091881633E-1
3.489908550E1,2.395861149E0,1.201253176E0,-5.329595208E-1
3.490908350E1,1.939700484E0,1.383067727E0,-9.080691636E-2
3.491908250E1,1.324266672E0,1.617805243E0,4.156806171E-1
3.492908050E1,4.012273252E-1,1.314633608E0,4.140744805E-1
3.493907850E1,-6.105526686E-1,2.249204069E-1,-3.191516399E-1
3.494907750E1,-1.203654647E0,-7.503177524E-1,-6.821870804E-1
3.495907550E1,-1.323097348E0,-1.301259518E0,-5.915891528E-1
3.496907450E1,-1.208620071E0,-1.419342041E0,-2.498883307E-1
3.497907250E1,-1.023658991E0,-1.191197276E0,1.946373135E-1
3.498907050E1,-9.694809318E-1,-8.557815552E-1,7.879701257E-1
3.499906950E1,-8.275113702E-1,-1.025129437E0,1.519752622E0
3.500906750E1,-8.776184320E-1,-9.765789509E-1,1.613833308E0
3.501906650E1,-1.785193086E0,-2.095539421E-1,1.359848619E0
3.502906450E1,-1.618815303E0,1.238811374E0,1.027536392E0
3.503906250E1,-6.121345758E-1,2.665759087E0,5.437481999E-1
3.504906150E1,4.366165027E-2,3.232856035E0,2.282169089E-2
3.505905950E1,4.037042558E-1,2.655694962E0,-9.693351388E-2
3.506905750E1,6.479672790E-1,1.508134007E0,1.005404070E-1
3.507905650E1,7.779492140E-1,6.514743567E-1,4.138491154E-1
3.508905450E1,1.067974329E0,6.470383406E-1,7.387582660E-1
3.509905250E1,1.445235252E0,1.324022889E0,1.020670652E0
