timestamp,ax,ay,az,gx,gy,gz
0.839869,-5.493725739,11.02637054,4.980892181,-0.4258157313,-2.419864655,-1.097852707
0.849867,-4.369862823,11.74831924,3.270997925,-0.3529212773,-2.382055759,-1.069167256
0.859866,-2.310146027,12.18481155,1.772015076,-0.2677373588,-2.344089508,-0.9466613531
0.869864,-0.5093907166,12.27687012,0.7167095947,-0.249522388,-2.503171444,-0.7675725818
0.879862,0.5544470215,12.63312927,0.9358538818,-0.3701988757,-2.909472466,-0.5742805004
0.889861,1.642534332,11.94605804,2.164049835,-0.6063805223,-3.358122349,-0.460345149
0.899859,2.598296814,10.68433182,3.032394104,-0.8521577716,-3.627734184,-0.4764340818
0.909858,3.407963104,9.55957077,3.341351624,-1.154166579,-3.327145815,-0.686563611
0.919856,3.700155487,8.850345612,3.006048889,-1.351713657,-2.608531713,-0.7925089002
0.929854,2.70173172,8.973988495,3.123404846,-1.16766715,-2.260663986,-0.7524093986
0.939853,1.775607605,9.093140717,3.65764389,-0.8060944676,-1.961912513,-0.7500960231
0.949851,1.640588379,9.033414917,3.21651123,-0.5285555124,-1.760623455,-0.8140166402
0.959850,1.111438751,8.822204132,3.309467926,-0.4262734056,-1.586520314,-0.8823197484
0.969848,0.6224057007,8.342152405,3.604504395,-0.4184405208,-1.511435986,-0.8981612921
0.979846,0.0715512085,8.032147064,3.67755249,-0.4244455397,-1.578453183,-0.8381577134
0.989845,-0.4144880676,7.81030838,3.346291351,-0.42887941,-1.691990972,-0.7612403035
0.999843,-0.6255491638,7.948471069,2.984044647,-0.4338573217,-1.770500779,-0.7100358009
1.009842,-0.5212161255,8.2771875,2.852917328,-0.4237519503,-1.800949216,-0.6676542163
1.019840,-0.2077679443,8.575966187,2.9368927,-0.4057272375,-1.813781023,-0.6454790831
1.029838,-0.06301895142,8.766669617,2.983296204,-0.3806810081,-1.814303041,-0.6491806507
1.039837,-0.04296066284,8.874894562,2.918930054,-0.3299500644,-1.769737363,-0.6581287384
1.049835,0.02589614868,8.669970703,2.893333282,-0.2566031516,-1.662131786,-0.6655647755
1.059834,0.2445913696,8.255931702,2.990331573,-0.1734683216,-1.546470165,-0.6693928242
1.069832,0.4556524658,7.752678223,3.237168274,-0.06006932631,-1.439581513,-0.668212533
1.079830,0.5120851135,7.352260895,3.456162872,0.05640058964,-1.250114918,-0.690079689
1.089829,0.4884342957,7.015161896,3.569776611,0.195475921,-1.049643636,-0.7113330364
1.099827,0.3547622681,6.843169556,3.448977814,0.3265121281,-0.8308353424,-0.7315106392
1.109826,0.252973938,6.738986206,3.135679321,0.4464015067,-0.6403500438,-0.7343133688
1.119824,0.3080593872,6.664590912,2.834206238,0.5364277363,-0.505450964,-0.7254050374
1.129823,0.4007167053,6.63091095,2.532433777,0.6169582605,-0.435002625,-0.7070590258
1.139821,0.5661227417,6.423442383,2.323019257,0.6768898368,-0.4067665637,-0.6580529213
1.149819,0.6595285034,6.108197937,2.099683685,0.7245574594,-0.4144210219,-0.5968950391
1.159818,0.7119195557,6.105353851,1.902393951,0.750197649,-0.4320564866,-0.5345558524
1.169816,0.7879614258,6.168522491,1.817520447,0.7787699103,-0.4530656338,-0.4832692146
1.179815,0.8717871094,6.184988251,1.93652298,0.7950219512,-0.4702632725,-0.4240014851
1.189813,1.059945831,6.359824677,2.258054352,0.7908405066,-0.4973481596,-0.3540146649
1.199811,1.226549377,6.678362274,2.89363266,0.7684828043,-0.5184241533,-0.2958912253
1.209810,1.295855255,7.092101898,3.748355255,0.7158587575,-0.5498380065,-0.2236092985
1.219808,1.36546051,7.882158966,4.588258667,0.6323415041,-0.5937979817,-0.1444005966
1.229807,1.204844513,8.931327209,5.530100098,0.5035286546,-0.7015867829,-0.1430032253
1.239805,0.5285508728,10.14994308,6.672075348,0.3232016265,-0.816188693,-0.1110286266
1.249803,0.2423460388,11.60746216,7.792345734,0.159533605,-0.9503209591,-0.09879885614
1.259802,-0.4610412598,12.40859619,8.489146729,0.05981364101,-1.061209321,-0.1784896255
1.269800,-1.376986542,12.42775635,8.480165405,0.04820572212,-1.061318517,-0.2924726605
1.279799,-1.822011108,11.78514267,7.859406281,0.1170697287,-0.9706513882,-0.384773314
1.289797,-1.831591187,10.8398584,6.910828857,0.2167377174,-0.9073797464,-0.4384714365
1.299792,-1.589245148,10.17733612,6.093079376,0.315225035,-0.8469318151,-0.4459944367
1.309791,-1.087338867,9.691147156,5.69475769,0.4033447802,-0.7580586672,-0.4198893309
1.319789,-0.3893403625,9.15361496,5.688021698,0.4791793227,-0.6731480956,-0.3815729022
1.329788,0.265847168,8.727750549,5.823939056,0.5108419061,-0.6130090952,-0.3276180625
1.339786,0.9148974609,8.533604279,6.052663422,0.5524474382,-0.5591889024,-0.2495983392
1.349785,1.470392303,8.368048553,6.177354126,0.6230826974,-0.5357203484,-0.1795790344
1.359783,1.716330872,8.234526215,6.072871399,0.6922653317,-0.5578374267,-0.1193394363
1.369781,1.784289551,8.394543457,5.931565247,0.7578275204,-0.5542437434,-0.06943792105
1.379780,1.684297485,9.047036591,5.452112274,0.7841128111,-0.4970838428,0.01612298936
1.389778,2.109114075,10.19634659,5.113965454,0.7416686416,-0.3830986619,0.164883703
1.399777,2.710862732,12.13676147,5.325924683,0.5435993671,-0.1862129122,0.3496654034
1.409775,2.875520325,15.05658966,5.742209015,0.1253251582,0.1719162017,0.463542968
1.419773,2.139800262,17.81161057,5.399571533,-0.397693485,0.5774890184,0.3996389806
1.429772,0.4833448792,17.68946457,4.566254425,-0.5775356889,1.196153879,0.331638366
1.439770,-0.09969268799,14.9577951,1.345701599,-0.4064992368,1.829494238,0.2765184045
1.449769,0.6306385803,11.26078308,-1.919757843,-0.1602346003,2.189666033,0.1815511286
1.459767,1.523082733,7.727380829,-2.851570129,0.06451246142,2.253350735,0.2272738516
1.469766,2.72044281,5.792953491,-2.849624176,0.22652933,1.943193674,0.4118362367
1.479764,3.667673035,5.117857361,-1.71648056,0.3253336251,1.31207633,0.6369831562
1.489762,3.690276031,4.620591431,0.2597099304,0.4172614217,0.7056130171,0.8110785484
1.499761,2.978206787,4.262086945,1.541943512,0.6172587276,0.4421536922,0.8776756525
1.509759,1.289568329,4.17137558,0.7445516968,1.004696727,0.7240479589,0.8334168792
1.519758,-1.18059494,4.846621399,-2.080972595,1.587595344,1.641642451,0.8633158207
1.529756,-3.065924377,6.460864563,-5.151088257,1.905960798,2.55133462,1.138487935
1.539754,-3.955374756,9.232051849,-5.188061371,2.022110224,3.194860935,1.484753251
1.549753,-4.571942596,12.0197049,-4.534819794,1.907368541,3.718379259,1.846092343
1.559751,-3.629203033,13.26122314,-4.002676392,1.464316964,4.178109646,2.24222064
1.569750,-1.971250763,12.83431091,-2.802771606,0.8619344234,4.276791096,2.448958874
1.579748,-2.180365906,13.0083989,-1.762584686,0.1723481566,3.485721111,1.995156884
1.589746,-3.210972748,14.90315872,-0.4144880676,-0.5074535608,1.879060984,0.7934418917
1.599745,-3.98067215,15.81506241,1.111139374,-0.3895609975,0.380569309,-0.4239494205
1.609743,-4.362528076,13.86581589,1.259780273,0.6710157394,-0.7580170631,-0.9838715792
1.619742,-4.059258728,10.34558624,2.069296875,1.792245626,-1.600516438,-1.098686695
1.629740,-2.172582092,8.48660202,2.672243042,2.48319602,-1.854498386,-1.089983821
1.639738,0.1502874756,8.095914459,1.881138153,2.620587587,-1.410640478,-1.010013342
1.649737,2.183958435,8.002957764,1.296004944,2.138128757,-0.3387578428,-0.7936871648
1.659735,3.920796661,8.124954071,1.515747986,1.375767708,0.7882441282,-0.4685741067
1.669734,3.973187714,8.083041229,1.738335114,0.7634691596,1.241763115,-0.138600722
1.679732,2.667303314,7.749983826,1.592388611,0.3598798811,1.007578731,0.09772207588
1.689730,1.631906433,7.850724335,0.7786807251,0.08997569978,0.5256803036,0.2464846671
1.699729,1.044078827,8.157286835,-0.4602928162,-0.062373586,0.1006603986,0.3221831024
1.709727,0.4809498596,8.472980347,-1.524878998,-0.004165672231,-0.2840577066,0.3067663312
1.719726,-0.1357676697,8.544381866,-2.437980194,0.2071454674,-0.4705021381,0.2139847726
1.729724,-0.5405259705,8.747659149,-3.124602356,0.4420993924,-0.3702399731,0.1488015205
1.739722,-0.7797285461,9.177565155,-3.394042053,0.7127419114,-0.03559410572,0.1021436751
1.749721,-0.9892927551,9.513017578,-3.16861084,1.003450394,0.4098044038,0.04138765112
1.759719,-1.001866608,10.08183472,-2.433938599,1.199900746,0.7914403081,-0.02196752653
1.769718,-1.071920929,10.70379135,-0.9904902649,1.216767907,1.062984109,-0.1152197048
1.779716,-1.493594055,10.56562866,0.5031037903,1.137059331,1.302534342,-0.2102991492
1.789714,-1.929188232,9.710906067,1.01683548,1.050464988,1.490586758,-0.2358007878
1.799713,-1.88383255,9.059610443,0.8153544617,0.9293367863,1.618684411,-0.2061726302
1.809711,-1.691482544,8.824599152,0.5831872559,0.8140370846,1.712246776,-0.1797103882
1.819710,-1.350042572,8.700357513,0.3252735901,0.7830451131,1.741223454,-0.1587212831
1.829708,-0.8909472656,8.592282257,-0.02933898926,0.8424093723,1.695643902,-0.1062032133
1.839706,-0.220790863,8.57791214,-0.3132984924,0.9219864607,1.513316512,-0.03555028513
1.849705,0.3640429688,8.687184906,-0.09864486694,1.023878455,1.260656118,0.06859076768
1.859703,0.9659413147,8.83178421,0.02948867798,1.170828462,1.077755332,0.13744542
1.869702,1.570983124,8.731642456,-0.0520916748,1.283706307,0.8655018806,0.1453576684
1.879700,1.863025818,8.568332062,0.6541397095,1.360763669,0.6083239913,0.143528372
1.889698,2.06869812,8.508157196,1.603166199,1.384002686,0.3921051621,0.1821247637
1.899697,2.161654816,9.198671265,2.423909454,1.342394829,0.4042895436,0.3194998205
1.909695,2.164798279,9.803563385,2.777324524,1.202417731,0.687351048,0.4574614167
1.919694,1.586850128,10.09620483,2.978655853,0.8549907207,0.9328286052,0.5751425624
1.929692,0.3427871704,10.17179764,3.822451172,0.3798989654,1.06991744,0.6586617231
1.939690,-1.179846497,9.981393585,4.018244019,-0.0742451176,1.173362136,0.6923081279
1.949689,-2.948418732,9.807754669,3.505410461,-0.4174898267,1.208728909,0.6527540684
1.959687,-4.616400146,9.73859848,3.042423248,-0.5471953154,1.092206836,0.4936202466
1.969686,-5.904471588,9.789642334,2.567910004,-0.4378772974,0.9186294079,0.2926088572
1.979684,-6.38631958,9.990823975,1.608105927,-0.1855025142,0.7210246325,0.08697678894
1.989683,-6.155499573,10.13572266,0.9912387085,-0.01552226208,0.5497063994,-0.0853760764
1.999681,-5.709277496,10.40306671,1.291065216,-0.01964041218,0.3742176592,-0.1928382218
2.009679,-5.057981873,10.81231567,2.123484192,-0.2844712734,0.1584467441,-0.2345129699
2.019678,-4.494403839,11.17396362,3.015030212,-0.7965647578,-0.05570696294,-0.216138944
2.029676,-4.321663055,11.80085999,3.285667419,-1.300707459,-0.3329550922,-0.3147230446
2.039674,-4.339625702,13.23996735,2.657573547,-1.451612473,-0.8617748618,-0.5784912109
2.049673,-4.328997803,15.98720444,1.553768921,-1.307509065,-1.520308375,-0.8630177379
2.059671,-3.858675842,17.8815152,-0.01017883301,-1.165089607,-2.01646328,-0.9845708609
2.069670,-2.594255219,17.53184235,-1.266815643,-1.277806878,-2.193331242,-1.051328778
2.079668,-0.8816665649,15.53604263,-0.9253756714,-1.680779696,-2.453193903,-0.9455820918
2.089667,0.7153623962,12.68686752,0.5935157776,-2.256326437,-2.450815916,-0.8530694246
2.099665,0.9300160217,9.964029694,0.9719288635,-2.745941639,-1.968625546,-0.8481926322
2.109663,0.9330097961,10.08527756,0.4287084961,-3.034408569,-1.264183998,-0.8799684048
2.119662,1.952240295,12.47700394,0.1547781372,-3.171610832,-0.7225887179,-1.00059545
2.129660,2.693049774,13.65789825,0.3549119568,-3.2272048,-0.4198155403,-1.104282975
2.139658,3.10304718,14.46561859,0.7306306458,-3.138786793,-0.3222634196,-1.055329204
2.149657,3.591780853,16.02971603,0.6713539124,-2.903236866,-0.3564264476,-0.854419589
2.159655,3.999233551,18.1627803,0.1883084106,-2.580663443,-0.4922806919,-0.5156353116
2.169654,4.246669006,19.78810043,-0.3697311401,-2.1877985,-0.7785782814,-0.09022513777
2.179652,4.153862,19.89123596,-0.550405426,-1.852241874,-1.055890918,0.2462849319
2.189651,3.300037537,17.54471558,-0.3438349915,-1.708244443,-1.195028782,0.3796419203
2.199649,2.245330811,14.21309372,0.2778222656,-1.690609336,-1.214928746,0.4074714482
2.209647,1.653461609,12.07029968,0.5869294739,-1.661332846,-1.131425858,0.38715446
2.219646,1.252595215,10.52371582,0.1550775146,-1.519173145,-1.156056523,0.2984962463
2.229644,0.4505630493,8.843908997,-0.2871029663,-1.428335905,-0.8532176018,0.2860561013
2.239643,1.01099762,7.370223541,-1.016536102,-1.344749808,-0.3048925698,0.3437643051
2.249641,1.595532074,6.444398804,-1.663640442,-1.243047953,0.06711642444,0.2517962754
2.259639,0.8204438782,5.910608826,-1.386865997,-1.092256546,-0.04823293164,0.09391395748
2.269638,0.4152365112,6.302194519,-0.7776329041,-0.570848763,-1.574027061,-0.2391353697
2.279636,-0.4716691589,6.940167847,-0.8000862122,-0.706150651,-3.154617786,-0.6021292806
2.289635,-1.130149841,7.311395874,0.6144721985,-1.702025056,-3.582159281,-0.6625009775
2.299633,-1.595532074,7.64999176,0.781973877,-2.601074696,-3.853977203,-0.4002845883
2.309631,-2.444416809,7.468419342,0.1742376709,-2.926158905,-4.050768852,-0.2880781591
2.319630,-3.462599487,6.543492737,-1.010398865,-2.74135828,-3.906862736,-0.392754823
2.329628,-3.470383301,5.889802094,-2.294129333,-2.218272448,-3.153473854,-0.4720701575
2.339627,-2.043101349,5.286257172,-2.818937988,-1.421751618,-2.477244854,-0.5550894141
2.349625,-0.09909393311,4.763244781,-1.587897949,-0.7736598849,-2.130922794,-0.5781955123
2.359623,1.596579895,4.910239105,-0.4441264343,-0.4051249027,-1.910446763,-0.717556417
2.369622,1.798659668,4.89212677,-0.5275030518,-0.1400264055,-1.687028289,-0.7991939783
2.379620,1.947599945,5.231171722,-0.935255127,0.08490196615,-1.455718517,-0.8406425714
2.389619,1.852697296,5.058880005,-0.7057823181,0.3127902448,-1.077258825,-0.8735741973
2.399617,1.957329712,4.222569122,-0.6216572571,0.5937110186,-0.6923080683,-0.929459691
2.409615,1.821262665,3.309916992,-0.6893165588,0.9158827066,-0.3790923357,-0.9858148098
2.419614,1.504671021,2.672243042,-0.7198530579,1.206446767,-0.1201300249,-1.013102889
2.429612,1.327888641,2.40100708,-0.4138893127,1.476549625,0.06394926459,-1.049112797
2.439611,1.381626892,2.425855408,0.2243833923,1.738088608,0.202550292,-1.0637151
2.449609,1.634900208,2.698288879,0.9833052063,1.986555934,0.2388254851,-1.065596938
2.459607,1.425934753,3.056793365,1.953587494,2.203691244,0.2434945256,-1.119807363
2.469606,0.672102356,3.628005524,2.854114838,2.277409554,0.5465055108,-1.069010973
2.479604,0.4544549561,4.950355682,4.232598267,2.204393625,0.8914683461,-1.039554
2.489603,-0.6367758179,6.880442047,6.75141037,1.918383718,1.315417528,-0.9326129556
2.499601,-1.308728485,10.56413177,9.920170898,1.515573025,1.708412051,-0.7091773152
2.509599,-1.039887543,16.25125534,12.34363129,1.135526896,2.129678488,-0.3180215657
2.519598,-0.6357279968,23.59513367,12.02688995,0.6934835911,2.193747044,-0.05748944357
2.529596,-1.593436432,27.45470764,11.3188623,-0.07486879081,0.9614354968,-0.2226693481
2.539595,-2.070344696,23.31282074,12.82338364,-0.7432197928,-0.5623434782,-0.3371516168
2.549593,0.5539979553,17.30521362,11.96267349,-0.9650216699,-1.415178537,-0.2327804565
2.559591,2.744093628,12.09844116,10.29080017,-0.8630321622,-1.697483301,-0.08322806656
2.569590,3.260669403,7.775730286,8.976682892,-0.6543388367,-1.773635864,0.1373136342
2.579588,3.750001831,5.628894653,6.878795471,-0.5689823031,-1.69539845,0.3744831681
2.589587,3.918251953,5.123096466,4.305047607,-0.5996012092,-1.605795026,0.6383222342
2.599585,4.033661957,5.820496216,3.64013031,-0.8176625967,-1.426873565,0.8212570548
2.609584,3.776047668,7.602540436,4.653672638,-0.9836624861,-0.8792908192,0.8795257211
2.619582,2.861748962,11.23608444,3.382815399,-0.6713526845,-0.3902756572,0.801857233
2.629580,1.869462433,15.8523349,2.189347229,-0.1637233347,0.282294482,0.4172490835
2.639579,-0.1372645569,16.90015594,0.869841156,-1.570396125e-05,1.637146831,0.1641389281
2.649577,-0.53004776,16.57548111,-1.714684296,0.4156842828,3.523276806,0.1737175137
2.659576,-0.8084687805,15.16556305,-8.421337738,0.6837835908,4.484967709,0.2019609064
2.669574,-0.7078779602,11.16079102,-9.179511108,0.5935751796,4.220741749,0.2006682009
2.679572,1.406624908,9.193282471,-5.30751297,0.5184146166,3.119049549,0.2437997013
2.689571,3.41784256,8.681646423,-1.1864328,0.4127603769,1.419491768,0.3196896613
2.699569,4.865033112,8.587941284,3.644620972,0.5665476322,-0.03499608859,0.4555581808
2.709568,5.244793396,7.319628754,3.443738708,0.7931781411,-0.1404487491,0.7695555091
2.719566,3.753444672,5.684878235,-1.411564636,1.044109464,0.894988358,1.208588243
2.729564,1.645977173,5.583389282,-5.571264496,1.39788878,2.192479134,1.517662525
2.739563,0.03697311401,6.447841644,-6.563251648,1.734701753,2.892122984,1.655843019
2.749561,0.3731739807,6.706204376,-5.099894714,2.014104128,3.137864351,1.749099731
2.759560,0.5140310669,6.902446289,-4.051175537,2.175570011,3.353901863,1.888666749
2.769558,0.1428030396,7.523205414,-3.886667633,2.145779371,3.448655128,1.954993367
2.779556,-0.8273295593,10.71067703,-3.843856659,1.69014442,2.604147196,1.486501098
2.789555,-2.735561371,16.57892395,-2.937940521,0.7117516994,1.048551917,0.5005853176
2.799553,-3.878434753,20.25423111,-0.6415658569,-0.08306949586,-0.01209916268,-0.3864260316
2.809552,-3.880081329,17.25117599,0.1613644409,0.519513309,0.06450106949,-0.7835707068
2.819550,-5.475314026,12.91574158,1.528022461,1.705164909,0.5228244662,-0.6267065406
2.829548,-6.517895966,10.8995842,3.761527863,2.248764992,0.5446679592,-0.5108867288
2.839547,-5.057233429,9.563911743,4.700375519,2.186878443,0.239016816,-0.4699861109
2.849545,-3.314407654,8.657396851,4.535717926,1.749159694,0.05438385159,-0.4707275331
2.859544,-1.522783356,7.602690125,3.137924652,1.330116153,-0.01087077521,-0.4075443745
2.869542,-0.03547622681,6.569089508,1.151106262,1.12466979,-0.0009206733666,-0.2409631312
2.879540,0.8824150085,6.130950623,-0.5102888489,1.212443233,-0.03202041239,-0.161033541
2.889539,1.011296997,5.780679016,-1.84401535,1.372399807,0.09640759975,-0.1228313074
2.899537,1.324296112,5.901777191,-2.199226685,1.33426106,0.5781545043,-0.0816584006
2.909536,1.328637085,7.10826828,-1.199904785,1.192959666,1.080081344,-0.02481855452
2.919534,0.6524931335,8.464597778,-0.2912942505,1.012842178,1.49744904,-0.002625038382
2.929532,-0.2252815247,9.487869873,-0.06780899048,0.8618181348,1.923691392,-0.04189414904
2.939531,-0.9554631042,10.09081604,-0.2836601257,0.7779889703,2.196579456,-0.1272132546
2.949529,-1.422042847,10.4681813,0.06421646118,0.7292131782,2.17509532,-0.217060864
2.959528,-1.50242569,10.34962784,1.053958282,0.7921909094,1.918554068,-0.2385468334
2.969526,-1.191522217,9.364975433,1.66618515,0.9455700517,1.520239115,-0.13374345
2.979524,-0.6277944946,8.354576569,1.893861694,1.087260842,1.122109652,0.03940568864
2.989523,-0.04281097412,7.606132965,1.684147797,1.093456149,0.7955229282,0.179790765
2.999521,0.4116439819,7.211104431,1.230291595,0.9977638721,0.6145501137,0.2304838896
3.009520,0.9183403015,6.844666443,0.7429051208,1.008416772,0.7387082577,0.2708496749
3.019518,1.286275177,6.829547882,-0.4593946838,1.157419324,0.9284326434,0.3475801349
3.029516,1.671124878,7.299271088,-0.9490264893,1.35156703,0.8836958408,0.4273319542
3.039515,1.947150879,7.940986633,-0.2634521484,1.511940002,0.5296482444,0.5195943117
