"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.500623125E0,-1.941612396E0,9.248667297E0,2.724783783E0,9.835250487E0
8.510621125E0,-1.951940918E0,9.256900177E0,2.708168335E0,9.840449683E0
8.520619125E0,-1.952090607E0,9.261989594E0,2.692001953E0,9.840832459E0
8.530617125E0,-1.956281891E0,9.252409515E0,2.691852264E0,9.832608468E0
8.540616125E0,-1.970202942E0,9.241332550E0,2.674039307E0,9.820102502E0
8.550614125E0,-1.954635315E0,9.218130798E0,2.686912537E0,9.798675095E0
8.560612125E0,-1.951641541E0,9.227261810E0,2.696193237E0,9.809216237E0
8.570610125E0,-1.963916016E0,9.235345001E0,2.721041565E0,9.826119814E0
8.580608125E0,-1.976340179E0,9.240883484E0,2.730921021E0,9.836553141E0
8.590607125E0,-1.987716522E0,9.242080994E0,2.695744171E0,9.830265241E0
8.600605125E0,-2.001936951E0,9.230255585E0,2.658321991E0,9.811831915E0
8.610603125E0,-1.986369324E0,9.239685974E0,2.663710785E0,9.819002757E0
8.620601125E0,-1.973496094E0,9.250762939E0,2.692001953E0,9.834539964E0
8.630600125E0,-1.975142670E0,9.244176636E0,2.672991486E0,9.823485823E0
8.640598125E0,-1.991309052E0,9.233848114E0,2.672392731E0,9.816870461E0
8.650596125E0,-1.995200958E0,9.207203522E0,2.650837555E0,9.786744264E0
8.660594125E0,-1.991009674E0,9.211095428E0,2.678529968E0,9.797087389E0
8.670592125E0,-1.963317261E0,9.232201538E0,2.684517517E0,9.812991094E0
8.680591125E0,-1.955982513E0,9.252409515E0,2.665057983E0,9.825247248E0
8.690589125E0,-1.968107300E0,9.283095703E0,2.658321991E0,9.854744440E0
8.700587125E0,-1.985022125E0,9.297615509E0,2.642604675E0,9.867589699E0
8.710585125E0,-2.003284149E0,9.285640411E0,2.664309540E0,9.865840590E0
8.720584125E0,-2.020947418E0,9.243278503E0,2.628234558E0,9.819879982E0
8.730582125E0,-2.000290375E0,9.213640137E0,2.620600433E0,9.785697358E0
8.740580125E0,-1.959575043E0,9.205257568E0,2.642754364E0,9.775523100E0
8.750578125E0,-1.926194458E0,9.215286713E0,2.677631836E0,9.787821338E0
8.760576125E0,-1.882784729E0,9.217232666E0,2.684667206E0,9.783133157E0
8.770575125E0,-1.864373016E0,9.224567413E0,2.665507050E0,9.781281027E0
8.780573125E0,-1.887425079E0,9.244476013E0,2.650089111E0,9.800289918E0
8.790571125E0,-1.919308777E0,9.264384613E0,2.676284637E0,9.832348036E0
8.800569125E0,-1.945055237E0,9.295968933E0,2.720442810E0,9.879225039E0
8.810568125E0,-1.952090607E0,9.278155975E0,2.743794250E0,9.870321318E0
8.820566125E0,-1.997446289E0,9.276509399E0,2.720442810E0,9.871384270E0
8.830564125E0,-2.025138702E0,9.291029205E0,2.671644287E0,9.877352563E0
8.840562125E0,-2.020498352E0,9.278605042E0,2.635569305E0,9.855006376E0
8.850560125E0,-2.014510803E0,9.268126831E0,2.612816620E0,9.837847296E0
8.860559125E0,-2.006876678E0,9.249266052E0,2.608325958E0,9.817323506E0
8.870557125E0,-2.002835083E0,9.244476013E0,2.597997437E0,9.809244406E0
8.880555125E0,-1.993255005E0,9.224417725E0,2.592309265E0,9.786879748E0
8.890553125E0,-1.989812164E0,9.204209747E0,2.606679382E0,9.770957319E0
8.900552125E0,-1.971101074E0,9.195228424E0,2.632725220E0,9.765690313E0
8.910550125E0,-1.957629089E0,9.211694183E0,2.638862457E0,9.780143989E0
8.920548125E0,-1.968406677E0,9.221274261E0,2.627037048E0,9.788148319E0
8.930546125E0,-1.998194733E0,9.215137024E0,2.632276154E0,9.789811556E0
8.940544125E0,-2.002535706E0,9.225016479E0,2.630030823E0,9.799394901E0
8.950543125E0,-1.989063721E0,9.238787842E0,2.615960083E0,9.805856537E0
8.960541125E0,-1.985022125E0,9.233848114E0,2.615960083E0,9.800383206E0
8.970539125E0,-1.989961853E0,9.239536285E0,2.615810394E0,9.806703981E0
8.980537125E0,-1.991309052E0,9.256002045E0,2.643502808E0,9.829902984E0
8.990536125E0,-1.991009674E0,9.280700684E0,2.636766815E0,9.851297576E0
9.000534125E0,-2.011217651E0,9.293573914E0,2.635269928E0,9.867125221E0
9.010532125E0,-2.017803955E0,9.297016754E0,2.627037048E0,9.869517566E0
9.020530125E0,-2.030677185E0,9.279952240E0,2.600242767E0,9.848980955E0
9.030528125E0,-2.007475433E0,9.278605042E0,2.603086853E0,9.843705110E0
9.040527125E0,-1.973346405E0,9.248667297E0,2.618504791E0,9.812670898E0
9.050525125E0,-1.947599945E0,9.232800293E0,2.652633820E0,9.801745405E0
9.060523125E0,-1.916614380E0,9.217981110E0,2.673440552E0,9.787332160E0
9.070521125E0,-1.912273407E0,9.219178619E0,2.662363586E0,9.784591145E0
9.080520125E0,-1.931433563E0,9.230854340E0,2.657872925E0,9.798132268E0
9.090517792E0,-1.941163330E0,9.236542511E0,2.646197205E0,9.802254449E0
9.100515792E0,-1.964215393E0,9.253008270E0,2.641407166E0,9.821065929E0
9.110513792E0,-1.969604187E0,9.264384613E0,2.662812653E0,9.838634770E0
9.120512792E0,-1.983375549E0,9.257049866E0,2.711910553E0,9.847903819E0
9.130510792E0,-1.988165588E0,9.234446869E0,2.733914795E0,9.833722667E0
9.140508792E0,-1.999990997E0,9.225914612E0,2.717449036E0,9.823542827E0
9.150506792E0,-2.015708313E0,9.229806519E0,2.693349152E0,9.823774123E0
9.160504792E0,-2.027084656E0,9.213041382E0,2.698887634E0,9.811890652E0
9.170503792E0,-2.051483917E0,9.191336517E0,2.664459229E0,9.787164871E0
9.180501792E0,-2.051184540E0,9.191785583E0,2.653981018E0,9.784676565E0
9.190499792E0,-2.050735474E0,9.202413483E0,2.664010162E0,9.797289423E0
9.200497792E0,-2.045795746E0,9.217681732E0,2.685265961E0,9.816393942E0
9.210496792E0,-2.052082672E0,9.218579865E0,2.710263977E0,9.825415454E0
9.220494792E0,-2.087259521E0,9.223070526E0,2.715652771E0,9.838518802E0
9.230492792E0,-2.096091156E0,9.229806519E0,2.698139191E0,9.841894208E0
9.240490792E0,-2.080673218E0,9.231453094E0,2.692151642E0,9.838526706E0
9.250488792E0,-2.057321777E0,9.228609009E0,2.700384521E0,9.833202616E0
9.260487792E0,-2.035317535E0,9.219178619E0,2.713856506E0,9.823481512E0
9.270485792E0,-2.026785278E0,9.220825195E0,2.715802460E0,9.823800631E0
9.280483792E0,-2.016157379E0,9.206904144E0,2.723735962E0,9.810744727E0
9.290481792E0,-2.024090881E0,9.199270020E0,2.694546661E0,9.797147263E0
9.300480792E0,-2.052232361E0,9.193432159E0,2.668051758E0,9.790268266E0
9.310478792E0,-2.062111816E0,9.203161926E0,2.647694092E0,9.795957257E0
9.320476792E0,-2.057621155E0,9.208700409E0,2.633323975E0,9.796344379E0
9.330474792E0,-2.043999481E0,9.215735779E0,2.606380005E0,9.792902356E0
9.340472792E0,-2.017055511E0,9.239985352E0,2.643203430E0,9.819998300E0
9.350471792E0,-2.008822632E0,9.251810760E0,2.655627594E0,9.832788446E0
9.360469792E0,-2.016007690E0,9.240733795E0,2.633024597E0,9.817752625E0
9.370467792E0,-2.018103333E0,9.230405273E0,2.649190979E0,9.812814857E0
9.380465792E0,-2.000290375E0,9.233997803E0,2.690505066E0,9.823782088E0
9.390464792E0,-2.005379791E0,9.238488464E0,2.678529968E0,9.825769181E0
9.400462792E0,-2.020797729E0,9.251810760E0,2.661914520E0,9.836941330E0
9.410460792E0,-2.002236328E0,9.250313873E0,2.636018372E0,9.824756991E0
9.420458792E0,-1.969604187E0,9.267977142E0,2.630180511E0,9.833239064E0
9.430456792E0,-1.950743408E0,9.279503174E0,2.624342651E0,9.838788205E0
9.440455792E0,-1.960323486E0,9.265582123E0,2.616409149E0,9.825450477E0
9.450453792E0,-1.969454498E0,9.245074768E0,2.628983002E0,9.811305220E0
9.460451792E0,-1.979034576E0,9.221723328E0,2.650538177E0,9.797046066E0
9.470449792E0,-1.985171814E0,9.237141266E0,2.635868683E0,9.808847517E0
9.480448792E0,-1.995350647E0,9.258247375E0,2.653382263E0,9.835497247E0
9.490446792E0,-2.006427612E0,9.267677765E0,2.623444519E0,9.838600717E0
9.500444792E0,-1.996248779E0,9.250613251E0,2.588716736E0,9.811233819E0
9.510442792E0,-1.963616638E0,9.246122589E0,2.596650238E0,9.802508133E0
9.520441792E0,-1.928140411E0,9.247469788E0,2.609972534E0,9.800274463E0
9.530439792E0,-1.927092590E0,9.246871033E0,2.628533936E0,9.804463290E0
9.540437792E0,-1.948797455E0,9.267228699E0,2.622396698E0,9.826306718E0
9.550435792E0,-1.996099091E0,9.267378387E0,2.606679382E0,9.831759311E0
9.560433792E0,-2.028282166E0,9.245673523E0,2.625091095E0,9.822805643E0
9.570432792E0,-2.014810181E0,9.238039398E0,2.625091095E0,9.812845420E0
9.580430792E0,-1.975741425E0,9.234446869E0,2.637365570E0,9.804808020E0
9.590428792E0,-1.939367065E0,9.242530060E0,2.655627594E0,9.810089930E0
9.600426792E0,-1.944456482E0,9.247918854E0,2.634521484E0,9.810485084E0
9.610425792E0,-1.970801697E0,9.269324341E0,2.607278137E0,9.828648551E0
9.620423792E0,-2.015708313E0,9.267677765E0,2.587519226E0,9.830980974E0
9.630421792E0,-2.025288391E0,9.256750488E0,2.614612885E0,9.829823152E0
9.640419792E0,-2.017803955E0,9.250762939E0,2.643502808E0,9.830374095E0
9.650417792E0,-2.015109558E0,9.246421967E0,2.653382263E0,9.828398809E0
9.660416792E0,-2.013462982E0,9.253008270E0,2.659070435E0,9.835794366E0
9.670414792E0,-2.025138702E0,9.251361694E0,2.667303314E0,9.838871223E0
9.680412792E0,-2.049088898E0,9.237290955E0,2.643053741E0,9.824054284E0
9.690410792E0,-2.072440338E0,9.228908386E0,2.626737671E0,9.816695460E0
9.700409792E0,-2.061513062E0,9.220825195E0,2.627635803E0,9.807034378E0
9.710407792E0,-2.039658508E0,9.221873016E0,2.612217865E0,9.799328086E0
9.720405792E0,-2.024539948E0,9.236991577E0,2.622845764E0,9.813261196E0
9.730403792E0,-2.024839325E0,9.239985352E0,2.653831329E0,9.824465599E0
9.740401792E0,-2.039957886E0,9.234895935E0,2.663261719E0,9.825359744E0
9.750400792E0,-2.047741699E0,9.227261810E0,2.668800201E0,9.821308523E0
9.760398792E0,-2.061962128E0,9.225315857E0,2.691552887E0,9.828662036E0
9.770396792E0,-2.059866486E0,9.217981110E0,2.710862732E0,9.826647568E0
9.780394792E0,-2.059567108E0,9.207353210E0,2.670895844E0,9.805654207E0
9.790393792E0,-2.047741699E0,9.211544495E0,2.631378021E0,9.796425283E0
9.800391792E0,-2.035018158E0,9.227112122E0,2.623743896E0,9.806371859E0
9.810389792E0,-2.019450531E0,9.251361694E0,2.633174286E0,9.828503470E0
9.820387792E0,-2.018402710E0,9.257049866E0,2.643802185E0,9.836493873E0
9.830385792E0,-2.027833099E0,9.257648621E0,2.673739929E0,9.847083338E0
9.840384792E0,-2.038610687E0,9.241332550E0,2.672243042E0,9.833567192E0
9.850382792E0,-2.052232361E0,9.232051849E0,2.642005920E0,9.819502752E0
9.860380792E0,-2.069296875E0,9.211394806E0,2.605182495E0,9.793812315E0
9.870378792E0,-2.061962128E0,9.221873016E0,2.617606659E0,9.805431881E0
9.880377792E0,-2.049837341E0,9.230255585E0,2.615511017E0,9.810216571E0
9.890375792E0,-2.040107574E0,9.236093445E0,2.637964325E0,9.819690261E0
9.900373792E0,-2.033670959E0,9.237740021E0,2.656825104E0,9.824987425E0
9.910371792E0,-2.049388275E0,9.232800293E0,2.655178528E0,9.823164794E0
9.920370792E0,-2.080373840E0,9.221723328E0,2.650987244E0,9.818139835E0
9.930368792E0,-2.083068237E0,9.224567413E0,2.610271912E0,9.810470768E0
9.940366792E0,-2.059716797E0,9.231004028E0,2.597698059E0,9.808256923E0
9.950364792E0,-2.019450531E0,9.253307648E0,2.630030823E0,9.829493629E0
9.960362792E0,-2.003733215E0,9.259594574E0,2.649490356E0,9.837420273E0
9.970361792E0,-2.018552399E0,9.255702667E0,2.651585999E0,9.837351979E0
9.980359792E0,-2.045945435E0,9.245523834E0,2.626438293E0,9.826687224E0
9.990357792E0,-2.082469482E0,9.236692200E0,2.609822845E0,9.821625997E0
1.000035579E1,-2.095193024E0,9.225764923E0,2.601889343E0,9.811951915E0
1.001035479E1,-2.066003723E0,9.230405273E0,2.607427826E0,9.811596851E0
1.002035279E1,-2.058070221E0,9.228609009E0,2.606679382E0,9.808040308E0
1.003035079E1,-2.050885162E0,9.234895935E0,2.606380005E0,9.812372272E0
1.004034879E1,-2.028132477E0,9.233848114E0,2.622097321E0,9.810844342E0
1.005034779E1,-2.009870453E0,9.233548737E0,2.619103546E0,9.806003513E0
1.006034579E1,-2.010469208E0,9.251511383E0,2.623444519E0,9.824200245E0
1.007034379E1,-2.035317535E0,9.240883484E0,2.620750122E0,9.818593394E0
1.008034179E1,-2.041305084E0,9.238937531E0,2.613415375E0,9.816049769E0
1.009034013E1,-2.038161621E0,9.246721344E0,2.624192963E0,9.825596527E0
1.010033913E1,-2.035616913E0,9.235644379E0,2.624791718E0,9.814804882E0
1.011033713E1,-2.050136719E0,9.240883484E0,2.631228333E0,9.824477119E0
1.012033513E1,-2.057321777E0,9.254954224E0,2.635569305E0,9.840374797E0
1.013033313E1,-2.068099365E0,9.256451111E0,2.632425842E0,9.843200088E0
1.014033212E1,-2.079475708E0,9.238189087E0,2.646646271E0,9.832247622E0
1.015033013E1,-2.084565125E0,9.227860565E0,2.634970551E0,9.820483296E0
1.016032813E1,-2.071392517E0,9.212143250E0,2.624192963E0,9.800032598E0
1.017032613E1,-2.061662750E0,9.216933289E0,2.627336426E0,9.803326437E0
1.018032412E1,-2.060016174E0,9.220675507E0,2.629881134E0,9.807180951E0
1.019032312E1,-2.050286407E0,9.232650604E0,2.637814636E0,9.818532354E0
1.020032113E1,-2.048639832E0,9.228159943E0,2.663261719E0,9.820836220E0
1.021031913E1,-2.077679443E0,9.219328308E0,2.662213898E0,9.818357763E0
1.022031713E1,-2.100132751E0,9.217382355E0,2.652334442E0,9.818633970E0
1.023031613E1,-2.092498627E0,9.235494690E0,2.632425842E0,9.828661073E0
1.024031413E1,-2.061063995E0,9.261540527E0,2.640658722E0,9.848715460E0
1.025031213E1,-2.041454773E0,9.268575897E0,2.644850006E0,9.852373740E0
1.026031013E1,-2.012415161E0,9.253457336E0,2.630779266E0,9.828391883E0
1.027030913E1,-2.007026367E0,9.233399048E0,2.634970551E0,9.809530194E0
1.028030713E1,-2.020797729E0,9.225764923E0,2.629581757E0,9.803726949E0
1.029030513E1,-2.049238586E0,9.232201538E0,2.620151367E0,9.813160409E0
1.030030313E1,-2.062111816E0,9.217082977E0,2.622247009E0,9.802198893E0
1.031030113E1,-2.050436096E0,9.217981110E0,2.638263702E0,9.804891600E0
1.032030013E1,-2.045047302E0,9.216633911E0,2.643652496E0,9.803951124E0
1.033029812E1,-2.013013916E0,9.224268036E0,2.642754364E0,9.804259098E0
1.034029613E1,-2.006577301E0,9.243577881E0,2.640359344E0,9.820467503E0
1.035029413E1,-2.038311310E0,9.247170410E0,2.631827087E0,9.828091748E0
1.036029313E1,-2.060614929E0,9.239386597E0,2.625240784E0,9.823659590E0
1.037029113E1,-2.045945435E0,9.242080994E0,2.626587982E0,9.823488089E0
1.038028913E1,-2.019300842E0,9.254205780E0,2.630180511E0,9.830348419E0
1.039028713E1,-2.022743683E0,9.260193329E0,2.638862457E0,9.839017612E0
1.040028513E1,-2.032323761E0,9.252110138E0,2.640958099E0,9.833948421E0
1.041028413E1,-2.021246796E0,9.245523834E0,2.644700317E0,9.826473902E0
1.042028213E1,-2.035616913E0,9.233548737E0,2.629432068E0,9.814075172E0
1.043028013E1,-2.040856018E0,9.223968658E0,2.612966309E0,9.801749029E0
1.044027813E1,-2.044448547E0,9.234446869E0,2.610122223E0,9.811601136E0
1.045027713E1,-2.063459015E0,9.240434418E0,2.619253235E0,9.823643868E0
1.046027513E1,-2.071691895E0,9.242230682E0,2.628683624E0,9.829583556E0
1.047027312E1,-2.046544189E0,9.243278503E0,2.638563080E0,9.827947687E0
1.048027113E1,-1.998194733E0,9.249565430E0,2.640808411E0,9.824515860E0
1.049026913E1,-2.001787262E0,9.257798309E0,2.643951874E0,9.833842753E0
1.050026813E1,-2.020498352E0,9.274413757E0,2.624642029E0,9.848142460E0
1.051026613E1,-2.025887146E0,9.276359711E0,2.619702301E0,9.849766919E0
1.052026412E1,-2.054477692E0,9.257798309E0,2.616858215E0,9.837461819E0
1.053026213E1,-2.052232361E0,9.220974884E0,2.589764557E0,9.795147571E0
1.054026113E1,-2.027384033E0,9.214089203E0,2.577340393E0,9.780204975E0
1.055025913E1,-2.013013916E0,9.224567413E0,2.587668915E0,9.789836536E0
1.056025713E1,-1.999392242E0,9.223220215E0,2.601140900E0,9.789345966E0
1.057025513E1,-2.002086639E0,9.233848114E0,2.599194946E0,9.799393669E0
1.058025413E1,-2.011966095E0,9.238787842E0,2.608325958E0,9.808494923E0
1.059025213E1,-2.023791504E0,9.240284729E0,2.608325958E0,9.812337042E0
1.060025013E1,-2.028431854E0,9.239386597E0,2.598745880E0,9.809907269E0
1.061024812E1,-2.021097107E0,9.249266052E0,2.593656464E0,9.816354205E0
1.062024613E1,-2.021097107E0,9.280550995E0,2.605930939E0,9.849077944E0
1.063024513E1,-2.024539948E0,9.291627960E0,2.610870667E0,9.861529181E0
1.064024313E1,-2.020049286E0,9.281748505E0,2.592159576E0,9.846356976E0
1.065024113E1,-2.016307068E0,9.265582123E0,2.596500549E0,9.831496395E0
1.066023912E1,-2.019001465E0,9.254804535E0,2.590962067E0,9.820430659E0
1.067023813E1,-2.035167847E0,9.243877258E0,2.578537903E0,9.810200439E0
1.068023613E1,-2.050136719E0,9.239386597E0,2.570754089E0,9.807043481E0
1.069023413E1,-2.042502594E0,9.242829437E0,2.580483856E0,9.811249145E0
1.070023213E1,-2.031126251E0,9.248517609E0,2.588716736E0,9.816415137E0
1.071023013E1,-2.006277924E0,9.260492706E0,2.589016113E0,9.822671770E0
1.072022913E1,-2.012714539E0,9.268875275E0,2.612068176E0,9.837986015E0
1.073022713E1,-2.019600220E0,9.247020721E0,2.625689850E0,9.822444933E0
1.074022513E1,-2.038610687E0,9.225315857E0,2.603236542E0,9.799960545E0
1.075022313E1,-2.051184540E0,9.205706635E0,2.584076385E0,9.779051254E0
1.076022212E1,-2.026186523E0,9.212592316E0,2.592758331E0,9.782621569E0
1.077022013E1,-1.996997223E0,9.228159943E0,2.618055725E0,9.798017637E0
1.078021813E1,-1.968855743E0,9.251511383E0,2.624192963E0,9.815968853E0
1.079021613E1,-1.972897339E0,9.272018738E0,2.630928955E0,9.837908444E0
1.080021513E1,-1.989812164E0,9.286987610E0,2.639910278E0,9.857820124E0
1.081021312E1,-2.013163605E0,9.276359711E0,2.635868683E0,9.851471002E0
1.082021113E1,-2.037113800E0,9.252858582E0,2.638712769E0,9.835040907E0
1.083020913E1,-2.049388275E0,9.243877258E0,2.620899811E0,9.824376565E0
1.084020713E1,-2.026485901E0,9.233848114E0,2.600242767E0,9.804685541E0
1.085020613E1,-2.006726990E0,9.236542511E0,2.605781250E0,9.804629860E0
1.086020413E1,-2.011067963E0,9.242979126E0,2.602488098E0,9.810708526E0
1.087020213E1,-2.017354889E0,9.237440643E0,2.607427826E0,9.808094119E0
1.088020013E1,-2.011517029E0,9.233399048E0,2.619402924E0,9.806280152E0
1.089019913E1,-2.012864227E0,9.219477997E0,2.629581757E0,9.796177680E0
1.090019712E1,-2.019001465E0,9.222322083E0,2.638862457E0,9.802611212E0
1.091019513E1,-2.044298859E0,9.205556946E0,2.606080627E0,9.783306841E0
1.092019313E1,-2.071542206E0,9.215885468E0,2.607278137E0,9.799067881E0
1.093019213E1,-2.070793762E0,9.225315857E0,2.646795959E0,9.818358738E0
1.094019013E1,-2.058070221E0,9.203610992E0,2.707419891E0,9.811841356E0
1.095018812E1,-2.074685669E0,9.187594299E0,2.712958374E0,9.801854558E0
1.096018613E1,-2.102677460E0,9.149124298E0,2.696642303E0,9.767272272E0
1.097018413E1,-2.108215942E0,9.126521301E0,2.660567322E0,9.737380756E0
1.098018313E1,-2.094743958E0,9.114097137E0,2.668500824E0,9.724999513E0
1.099018113E1,-2.054477692E0,9.140592041E0,2.739752655E0,9.761021773E0
1.100017913E1,-2.024090881E0,9.167236633E0,2.781066742E0,9.791297340E0
1.101017713E1,-2.031874695E0,9.181307373E0,2.822081451E0,9.817793213E0
1.102017613E1,-2.079326019E0,9.193132782E0,2.838397522E0,9.843464204E0
1.103017413E1,-2.130070496E0,9.197922821E0,2.796035614E0,9.846664394E0
1.104017213E1,-2.159708862E0,9.175170135E0,2.785258026E0,9.828822496E0
1.105017013E1,-2.143991547E0,9.179660797E0,2.828518066E0,9.841919861E0
1.106016813E1,-2.113904114E0,9.184600525E0,2.859952698E0,9.849101829E0
1.107016713E1,-2.084565125E0,9.191186829E0,2.852318573E0,9.846778576E0
1.108016513E1,-2.060914307E0,9.214388580E0,2.851869507E0,9.863340427E0
1.109016713E1,-2.076032867E0,9.259744263E0,2.838846588E0,9.905141404E0
1.110016513E1,-2.083966370E0,9.308393097E0,2.792892151E0,9.939282894E0
1.111016413E1,-2.088457031E0,9.310488739E0,2.724334717E0,9.923147332E0
1.112016213E1,-2.068847809E0,9.266629944E0,2.702031097E0,9.871754344E0
1.113016013E1,-2.035167847E0,9.225615234E0,2.714006195E0,9.829532758E0
1.114015813E1,-1.995500336E0,9.212891693E0,2.708767090E0,9.807997455E0
1.115015713E1,-1.949396210E0,9.216933289E0,2.705923004E0,9.801735771E0
1.116015513E1,-1.937720490E0,9.214238892E0,2.703827362E0,9.796307542E0
1.117015313E1,-1.936073914E0,9.215286713E0,2.682272186E0,9.791040572E0
1.118015113E1,-1.934577026E0,9.217532043E0,2.664459229E0,9.787994086E0
1.119014913E1,-1.919009399E0,9.194779358E0,2.661914520E0,9.762804588E0
1.120014813E1,-1.930834808E0,9.178912354E0,2.685116272E0,9.756556997E0
1.121014613E1,-1.925895081E0,9.178163910E0,2.728975067E0,9.767039958E0
1.122014412E1,-1.948498077E0,9.209149475E0,2.726580048E0,9.799965182E0
1.123014213E1,-1.973047028E0,9.228908386E0,2.716550903E0,9.820657482E0
1.124014113E1,-1.990710297E0,9.242230682E0,2.697839813E0,9.831586603E0
1.125013913E1,-2.007026367E0,9.261390839E0,2.667003937E0,9.844512436E0
1.126013713E1,-2.010469208E0,9.279652863E0,2.634820862E0,9.853741658E0
1.127013512E1,-2.006577301E0,9.262288971E0,2.662064209E0,9.843928855E0
1.128013413E1,-1.993255005E0,9.214837646E0,2.703527985E0,9.807923426E0
1.129013213E1,-1.991608429E0,9.201964417E0,2.719993744E0,9.800052001E0
1.130013013E1,-1.987866211E0,9.193282471E0,2.704276428E0,9.786785257E0
1.131012813E1,-1.982028351E0,9.213041382E0,2.669848022E0,9.794725946E0
1.132012613E1,-1.968256989E0,9.231902161E0,2.659369812E0,9.806849692E0
1.133012513E1,-1.948198700E0,9.232949982E0,2.637515259E0,9.797924795E0
1.134012313E1,-1.914369049E0,9.225016479E0,2.651735687E0,9.787616669E0
1.135012113E1,-1.881886597E0,9.248068542E0,2.697989502E0,9.815671973E0
1.136011912E1,-1.894161072E0,9.282796326E0,2.715802460E0,9.855644920E0
1.137011812E1,-1.962718506E0,9.310488739E0,2.696941681E0,9.889942311E0
1.138011613E1,-2.043849792E0,9.301657104E0,2.668201447E0,9.890270260E0
1.139011413E1,-2.082768860E0,9.290430450E0,2.619253235E0,9.874741090E0
1.140011213E1,-2.050136719E0,9.283095703E0,2.598596191E0,9.855537964E0
1.141011012E1,-2.010618896E0,9.266929321E0,2.583926697E0,9.828287977E0
1.142010913E1,-1.952090607E0,9.229507141E0,2.572400665E0,9.778123797E0
1.143010713E1,-1.922751617E0,9.195527802E0,2.579735413E0,9.742163011E0
1.144010513E1,-1.916764069E0,9.180409241E0,2.609074402E0,9.734534789E0
1.145010313E1,-1.935774536E0,9.185049591E0,2.654729462E0,9.754996031E0
1.146010213E1,-1.978136444E0,9.214238892E0,2.658771057E0,9.792052169E0
1.147010013E1,-2.021546173E0,9.238787842E0,2.649939423E0,9.821610289E0
1.148009813E1,-2.031725006E0,9.272617493E0,2.653382263E0,9.856458751E0
1.149009613E1,-2.005230103E0,9.298663330E0,2.660866699E0,9.877565443E0
1.150009513E1,-1.970053253E0,9.287286987E0,2.662363586E0,9.860171868E0
1.151009312E1,-1.961820374E0,9.262738037E0,2.644999695E0,9.830721159E0
1.152009113E1,-1.992506561E0,9.239087219E0,2.648143158E0,9.815471320E0
1.153008913E1,-2.008822632E0,9.215735779E0,2.632126465E0,9.792509588E0
1.154008713E1,-2.027982788E0,9.214089203E0,2.645897827E0,9.798618746E0
1.155008613E1,-2.033371582E0,9.205107880E0,2.665057983E0,9.796486366E0
1.156008413E1,-2.032623138E0,9.215436401E0,2.679577789E0,9.809992967E0
1.157008213E1,-2.007325745E0,9.234446869E0,2.690804443E0,9.825721051E0
1.158008013E1,-1.977088623E0,9.258995819E0,2.683619385E0,9.840716234E0
1.159007913E1,-1.957180023E0,9.272617493E0,2.694696350E0,9.852582262E0
1.160007713E1,-1.966311035E0,9.264534302E0,2.715503082E0,9.852508914E0
1.161007513E1,-1.983225861E0,9.239536285E0,2.701731720E0,9.828609763E0
1.162007313E1,-1.985022125E0,9.221723328E0,2.689457245E0,9.808856928E0
1.163007213E1,-1.993554382E0,9.222621460E0,2.689756622E0,9.811513459E0
1.164007013E1,-1.994003448E0,9.226663055E0,2.665057983E0,9.808664279E0
1.165006812E1,-1.998943176E0,9.221873016E0,2.643203430E0,9.799246916E0
1.166006613E1,-1.975741425E0,9.210047607E0,2.683769073E0,9.794444729E0
1.167006413E1,-1.944456482E0,9.217232666E0,2.715353394E0,9.803643868E0
1.168006313E1,-1.970652008E0,9.229357452E0,2.697390747E0,9.815315846E0
1.169006113E1,-1.995650024E0,9.249266052E0,2.650538177E0,9.826336762E0
1.170005912E1,-2.007475433E0,9.252708893E0,2.652783508E0,9.832590697E0
1.171005713E1,-2.013462982E0,9.256600800E0,2.672392731E0,9.842782861E0
1.172005613E1,-2.022444305E0,9.253607025E0,2.669548645E0,9.841037238E0
1.173005413E1,-2.007475433E0,9.247469788E0,2.674188995E0,9.833460320E0
1.174005213E1,-1.986818390E0,9.229058075E0,2.697241058E0,9.818251860E0
1.175005013E1,-1.969005432E0,9.239685974E0,2.722239075E0,9.831549464E0
1.176004913E1,-1.974394226E0,9.242679749E0,2.697839813E0,9.828718185E0
1.177004713E1,-1.956431580E0,9.225016479E0,2.675386505E0,9.802359233E0
1.178004513E1,-1.959125977E0,9.190887451E0,2.656226349E0,9.765558107E0
1.179004313E1,-1.968556366E0,9.181157684E0,2.651885376E0,9.757118767E0
1.180004113E1,-1.970352631E0,9.188492432E0,2.672841797E0,9.770095492E0
1.181004013E1,-1.990710297E0,9.203610992E0,2.697839813E0,9.795290830E0
1.182003813E1,-2.006277924E0,9.207203522E0,2.721041565E0,9.808252393E0
1.183003613E1,-2.012714539E0,9.232351227E0,2.743644562E0,9.839457021E0
1.184003412E1,-2.039059753E0,9.264234924E0,2.769241333E0,9.881928505E0
1.185003313E1,-2.044598236E0,9.272617493E0,2.749632111E0,9.885458707E0
1.186003113E1,-2.043550415E0,9.268875275E0,2.736758881E0,9.878157537E0
1.187002913E1,-2.029479675E0,9.259594574E0,2.712060242E0,9.859723636E0
1.188002713E1,-2.033820648E0,9.237590332E0,2.657573547E0,9.825080088E0
